,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
,dg_id,player_name,100_150_fw_gir_rate,100_150_fw_good_shot_rate,100_150_fw_low_data_indicator,100_150_fw_poor_shot_avoid_rate,100_150_fw_proximity_per_shot,100_150_fw_sg_per_shot,100_150_fw_shot_count,150_200_fw_gir_rate,150_200_fw_good_shot_rate,150_200_fw_low_data_indicator,150_200_fw_poor_shot_avoid_rate,150_200_fw_proximity_per_shot,150_200_fw_sg_per_shot,150_200_fw_shot_count,50_100_fw_gir_rate,50_100_fw_good_shot_rate,50_100_fw_low_data_indicator,50_100_fw_poor_shot_avoid_rate,50_100_fw_proximity_per_shot,50_100_fw_sg_per_shot,50_100_fw_shot_count,over_150_rgh_gir_rate,over_150_rgh_good_shot_rate,over_150_rgh_low_data_indicator,over_150_rgh_poor_shot_avoid_rate,over_150_rgh_proximity_per_shot,over_150_rgh_sg_per_shot,over_150_rgh_shot_count,over_200_fw_gir_rate,over_200_fw_good_shot_rate,over_200_fw_low_data_indicator,over_200_fw_poor_shot_avoid_rate,over_200_fw_proximity_per_shot,over_200_fw_sg_per_shot,over_200_fw_shot_count,under_150_rgh_gir_rate,under_150_rgh_good_shot_rate,under_150_rgh_low_data_indicator,under_150_rgh_poor_shot_avoid_rate,under_150_rgh_proximity_per_shot,under_150_rgh_sg_per_shot,under_150_rgh_shot_count
,15980,"Lipsky, David",0.80,0.09,0.00,0.96,21.59,0.03,247.00,0.71,0.05,0.00,0.95,31.36,0.02,309.00,0.79,0.07,0.00,0.92,19.44,-0.06,61.00,0.27,0.07,0.00,0.93,67.97,-0.06,110.00,0.48,0.06,0.00,0.97,45.55,0.04,153.00,0.62,0.13,0.00,0.95,38.37,0.07,112
,14139,"Thomas, Justin",0.85,0.10,0.00,0.95,18.77,0.07,285.00,0.68,0.07,0.00,0.96,30.01,0.02,397.00,0.86,0.11,0.00,0.94,15.69,0.09,94.00,0.44,0.07,0.00,0.95,59.01,0.05,154.00,0.54,0.08,0.00,0.96,44.39,0.07,223.00,0.59,0.06,0.00,0.95,36.72,0.05,151
,17550,"Van Rooyen, Erik",0.82,0.06,0.00,0.95,21.79,0.02,254.00,0.70,0.06,0.00,0.94,30.68,0.02,414.00,0.85,0.06,0.00,0.97,18.03,-0.03,113.00,0.30,0.08,0.00,0.95,57.69,0.00,128.00,0.51,0.05,0.00,0.96,46.02,0.02,197.00,0.55,0.03,0.00,0.90,42.97,-0.06,139
,7961,"Reavie, Chez",0.78,0.04,0.00,0.91,23.20,-0.01,205.00,0.70,0.07,0.00,0.94,30.36,0.02,315.00,0.80,0.08,0.00,0.95,18.06,-0.01,62.00,0.46,0.06,0.00,0.96,52.61,0.04,84.00,0.56,0.08,0.00,0.98,47.35,0.07,130.00,0.51,0.08,0.00,0.92,39.69,-0.03,83
,12808,"Grillo, Emiliano",0.83,0.09,0.00,0.95,19.99,0.04,286.00,0.69,0.05,0.00,0.97,30.16,0.02,426.00,0.86,0.06,0.00,0.94,17.53,0.00,69.00,0.31,0.04,0.00,0.94,69.04,-0.02,134.00,0.52,0.06,0.00,0.97,44.22,0.02,199.00,0.56,0.08,0.00,0.94,40.33,-0.02,107
,14181,"Detry, Thomas",0.77,0.05,0.00,0.93,22.95,-0.02,301.00,0.67,0.07,0.00,0.94,31.27,0.02,434.00,0.90,0.07,0.00,0.95,18.28,0.04,95.00,0.39,0.07,0.00,0.97,57.65,0.04,172.00,0.50,0.03,0.00,0.95,47.93,-0.01,225.00,0.48,0.03,0.00,0.95,46.09,-0.08,143
,18238,"Ancer, Abraham",,,,,,,,0.68,0.08,1.00,0.92,29.32,0.02,51.00,0.82,0.00,0.00,0.94,21.11,-0.09,16.00,,,,,,,,,,,,,,,,,,,,,
,19428,"Zalatoris, Will",0.81,0.05,0.00,0.96,22.61,0.01,247.00,0.71,0.08,0.00,0.94,30.74,0.02,378.00,0.83,0.08,0.00,0.95,18.80,-0.04,77.00,0.38,0.06,0.00,0.97,47.94,0.08,142.00,0.45,0.04,0.00,0.97,47.07,0.02,206.00,0.61,0.05,0.00,0.96,38.62,-0.01,118
,11451,"Garnett, Brice",0.81,0.08,0.00,0.94,23.28,-0.01,251.00,0.68,0.08,0.00,0.96,31.23,0.02,371.00,0.86,0.05,0.00,0.94,18.24,-0.06,65.00,0.27,0.04,0.00,0.92,68.41,-0.07,90.00,0.49,0.08,0.00,0.96,48.12,0.03,182.00,0.59,0.04,0.00,0.94,41.55,-0.01,70
,29767,"Gerard, Ryan",0.80,0.12,0.00,0.93,20.53,0.05,61.00,0.74,0.06,0.00,0.96,31.23,0.02,91.00,0.84,0.06,0.00,0.94,18.31,0.03,17.00,0.41,0.03,0.00,0.97,69.14,-0.02,33.00,0.36,0.02,0.00,1.00,44.00,0.01,54.00,0.47,0.03,0.00,0.91,40.32,-0.07,33
,16395,"Kohles, Ben",0.83,0.07,0.00,0.96,21.14,0.02,277.00,0.72,0.05,0.00,0.96,31.42,0.02,458.00,0.86,0.07,0.00,0.96,17.46,0.01,124.00,0.28,0.06,0.00,0.97,70.36,-0.03,95.00,0.52,0.03,0.00,0.98,46.80,0.02,242.00,0.47,0.04,0.00,0.89,42.92,-0.08,83
,20448,"Katsuragawa, Yuto",,,,,,,,0.61,0.11,1.00,0.93,31.78,0.02,55.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10943,"Lashley, Nate",0.81,0.04,0.00,0.94,22.60,-0.02,250.00,0.70,0.05,0.00,0.97,30.34,0.02,340.00,0.88,0.09,0.00,0.95,18.50,0.00,78.00,0.36,0.07,0.00,0.95,64.05,0.04,108.00,0.47,0.04,0.00,0.93,48.04,0.00,160.00,0.64,0.08,0.00,0.94,33.43,0.07,119
,27364,"Thompson, Davis",0.80,0.07,0.00,0.97,22.07,0.01,369.00,0.69,0.06,0.00,0.95,31.05,0.02,484.00,0.85,0.07,0.00,0.94,17.94,0.00,119.00,0.35,0.04,0.00,0.91,64.47,-0.07,141.00,0.47,0.02,0.00,0.97,46.55,0.01,243.00,0.54,0.07,0.00,0.89,38.72,-0.03,184
,7899,"Piercy, Scott",0.86,0.07,0.00,0.93,21.04,0.03,86.00,0.69,0.04,0.00,0.97,31.37,0.02,159.00,0.80,0.09,0.00,0.91,20.76,-0.03,35.00,0.31,0.11,0.00,0.95,62.53,-0.04,37.00,0.46,0.03,0.00,0.95,49.27,0.00,94.00,0.63,0.19,0.00,1.00,30.82,0.15,42
,10091,"McIlroy, Rory",0.81,0.08,0.00,0.96,20.68,0.02,275.00,0.69,0.06,0.00,0.95,30.13,0.02,370.00,0.85,0.11,0.00,0.93,17.88,-0.03,70.00,0.41,0.07,0.00,0.98,54.56,0.06,126.00,0.56,0.05,0.00,0.96,43.71,0.06,184.00,0.61,0.11,0.00,0.92,35.89,0.05,137
,10104,"Power, Seamus",0.83,0.07,0.00,0.95,20.88,0.02,327.00,0.72,0.06,0.00,0.96,30.10,0.02,497.00,0.88,0.09,0.00,0.93,15.96,0.06,76.00,0.33,0.03,0.00,0.97,67.15,-0.01,145.00,0.47,0.08,0.00,0.95,48.31,0.02,212.00,0.58,0.04,0.00,0.97,37.45,0.02,117
,14007,"Martin, Ben",0.87,0.05,0.00,0.98,20.77,0.04,113.00,0.68,0.07,0.00,0.94,31.86,0.02,221.00,0.83,0.13,0.00,0.93,17.59,0.01,55.00,0.36,0.03,0.00,0.96,60.07,0.02,67.00,0.56,0.01,0.00,0.99,43.04,0.07,97.00,0.63,0.03,0.00,0.93,40.47,-0.03,68
,14577,"English, Harris",0.73,0.06,0.00,0.91,25.07,-0.04,278.00,0.70,0.06,0.00,0.97,30.95,0.02,458.00,0.86,0.05,0.00,0.99,15.54,0.03,78.00,0.36,0.04,0.00,0.95,63.34,0.00,152.00,0.44,0.05,0.00,0.97,48.32,-0.02,209.00,0.48,0.04,0.00,0.92,38.96,-0.06,118
,17536,"Spaun, J.J.",0.84,0.10,0.00,0.96,19.68,0.07,366.00,0.70,0.07,0.00,0.94,30.73,0.02,474.00,0.82,0.08,0.00,0.92,18.63,-0.01,102.00,0.40,0.05,0.00,0.96,58.67,0.05,147.00,0.60,0.06,0.00,0.95,42.66,0.07,218.00,0.56,0.02,0.00,0.94,38.86,-0.03,173
,21554,"Poston, J.T.",0.81,0.11,0.00,0.92,22.64,0.02,327.00,0.71,0.06,0.00,0.96,30.15,0.02,466.00,0.89,0.11,0.00,0.98,16.22,0.05,105.00,0.39,0.07,0.00,0.96,56.14,0.07,126.00,0.49,0.03,0.00,0.97,48.51,0.00,225.00,0.51,0.07,0.00,0.92,42.80,-0.06,144
,23505,"McGreevy, Max",0.79,0.07,0.00,0.93,21.59,0.02,89.00,0.70,0.04,0.00,0.97,31.36,0.02,162.00,0.88,0.18,0.00,0.91,16.39,0.13,22.00,0.39,0.03,0.00,0.97,59.36,0.02,37.00,0.47,0.04,0.00,0.94,46.32,0.01,77.00,0.41,0.05,0.00,0.86,45.85,-0.06,21
,5768,"Hoffman, Charley",0.82,0.08,0.00,0.93,22.66,0.02,216.00,0.66,0.06,0.00,0.93,30.02,0.02,303.00,0.85,0.07,0.00,0.95,17.17,0.00,91.00,0.41,0.11,0.00,0.93,60.51,0.03,105.00,0.43,0.05,0.00,0.95,44.79,-0.01,148.00,0.58,0.05,0.00,0.96,35.70,0.04,152
,12423,"Kirk, Chris",0.83,0.07,0.00,0.96,20.71,0.03,286.00,0.68,0.07,0.00,0.97,30.37,0.02,427.00,0.82,0.08,0.00,0.90,16.23,0.01,113.00,0.27,0.02,0.00,0.92,76.69,-0.10,134.00,0.42,0.05,0.00,0.95,52.27,-0.03,215.00,0.61,0.12,0.00,0.96,35.03,0.06,126
,18770,"Rozner, Antoine",0.80,0.09,1.00,0.89,20.41,-0.01,53.00,0.72,0.04,0.00,0.94,31.09,0.02,95.00,0.96,0.17,1.00,1.00,14.60,0.08,12.00,0.26,0.07,0.00,1.00,59.52,0.03,29.00,0.48,0.10,0.00,1.00,47.49,0.07,42.00,0.66,0.04,0.00,0.96,33.24,0.04,24
,22535,"Norrman, Vincent",0.82,0.05,0.00,0.95,23.32,0.00,185.00,0.70,0.05,0.00,0.95,31.97,0.02,276.00,0.88,0.09,0.00,0.93,19.82,-0.03,69.00,0.30,0.02,0.00,0.96,73.19,-0.05,88.00,0.50,0.05,0.00,0.97,44.88,0.02,116.00,0.53,0.01,0.00,0.94,42.25,-0.05,81
,23838,"Hojgaard, Rasmus",0.81,0.10,0.00,0.95,21.36,0.02,82.00,0.68,0.07,0.00,0.94,29.14,0.02,138.00,0.80,0.04,0.00,0.86,20.66,-0.09,28.00,0.37,0.10,0.00,0.90,62.35,0.00,51.00,0.59,0.07,0.00,0.93,46.77,0.02,83.00,0.74,0.15,0.00,0.96,37.71,0.09,53
,24968,"Griffin, Ben",0.81,0.07,0.00,0.94,22.17,0.02,401.00,0.72,0.04,0.00,0.95,31.21,0.02,588.00,0.83,0.11,0.00,0.93,17.50,-0.01,106.00,0.32,0.05,0.00,0.97,59.46,0.01,190.00,0.56,0.08,0.00,0.96,45.19,0.04,281.00,0.56,0.10,0.00,0.93,34.21,0.04,196
,12477,"McGirt, William",0.83,0.05,0.00,0.96,25.17,-0.03,67.00,0.70,0.05,0.00,0.98,31.86,0.02,83.00,0.84,0.08,1.00,0.85,28.59,-0.15,13.00,0.26,0.00,0.00,0.94,70.11,-0.16,33.00,0.47,0.05,0.00,0.92,50.16,0.01,39.00,0.52,0.04,0.00,0.89,38.96,-0.06,28
,12920,"Willett, Danny",0.78,0.08,1.00,0.90,25.01,-0.05,51.00,0.65,0.08,0.00,0.96,30.93,0.02,75.00,0.77,0.10,0.00,0.95,16.80,0.06,21.00,0.34,0.10,1.00,1.00,55.91,0.06,20.00,0.30,0.06,1.00,0.89,51.06,-0.15,35.00,0.51,0.11,0.00,0.94,36.11,0.00,36
,15330,"Griffin, Lanto",0.77,0.08,0.00,0.91,23.47,-0.01,226.00,0.70,0.06,0.00,0.96,33.27,0.02,309.00,0.89,0.08,0.00,0.95,17.83,0.01,61.00,0.31,0.06,0.00,0.96,59.91,-0.03,98.00,0.51,0.08,0.00,0.94,50.31,0.02,154.00,0.55,0.08,0.00,0.95,35.48,0.06,106
,19483,"Burns, Sam",0.81,0.07,0.00,0.94,21.29,0.01,312.00,0.69,0.06,0.00,0.94,31.40,0.02,418.00,0.89,0.09,0.00,0.97,14.88,0.04,107.00,0.31,0.11,0.00,0.95,63.10,0.00,132.00,0.45,0.07,0.00,0.93,48.36,-0.03,235.00,0.55,0.06,0.00,0.94,41.05,0.00,141
,28270,"Dunlap, Nick",0.77,0.08,0.00,0.96,21.12,0.03,266.00,0.66,0.06,0.00,0.95,29.87,0.02,410.00,0.84,0.07,0.00,0.93,17.75,-0.03,104.00,0.37,0.07,0.00,0.96,56.96,0.03,198.00,0.52,0.04,0.00,0.98,44.88,0.03,218.00,0.57,0.07,0.00,0.92,41.81,-0.01,158
,13965,"Hadwin, Adam",0.77,0.07,0.00,0.92,22.02,-0.01,282.00,0.70,0.06,0.00,0.94,30.51,0.01,436.00,0.78,0.10,0.00,0.92,18.69,-0.02,119.00,0.33,0.01,0.00,0.97,60.94,0.00,153.00,0.47,0.07,0.00,0.95,49.75,0.01,259.00,0.55,0.05,0.00,0.89,42.55,-0.03,158
,17538,"Homa, Max",0.79,0.05,0.00,0.91,22.46,-0.03,252.00,0.68,0.05,0.00,0.96,29.86,0.01,396.00,0.90,0.08,0.00,0.95,16.38,0.00,80.00,0.35,0.05,0.00,0.94,66.68,0.00,154.00,0.48,0.06,0.00,0.96,47.67,0.02,193.00,0.55,0.07,0.00,0.93,40.07,-0.03,137
,17606,"Berger, Daniel",0.82,0.09,0.00,0.95,21.48,0.03,259.00,0.69,0.06,0.00,0.94,29.98,0.01,475.00,0.88,0.10,0.00,0.94,16.69,0.03,72.00,0.33,0.04,0.00,0.97,68.95,-0.01,113.00,0.50,0.05,0.00,0.95,46.19,-0.01,212.00,0.51,0.08,0.00,0.91,41.05,-0.02,93
,23475,"Novak, Andrew",0.80,0.09,0.00,0.93,21.18,0.01,337.00,0.70,0.06,0.00,0.95,31.18,0.01,443.00,0.79,0.09,0.00,0.89,17.41,-0.02,104.00,0.30,0.08,0.00,0.94,65.24,-0.04,144.00,0.47,0.04,0.00,0.96,45.47,0.00,218.00,0.54,0.04,0.00,0.93,34.73,0.03,163
,27780,"Crowe, Trace",0.78,0.08,0.00,0.94,21.51,0.01,180.00,0.67,0.07,0.00,0.96,30.65,0.01,221.00,0.85,0.07,0.00,0.93,18.29,-0.03,74.00,0.20,0.01,0.00,0.92,70.87,-0.08,73.00,0.39,0.05,0.00,0.95,46.85,-0.03,112.00,0.51,0.05,0.00,0.92,36.66,0.00,102
,13508,"Vegas, Jhonattan",0.85,0.07,0.00,0.94,22.46,0.02,270.00,0.68,0.07,0.00,0.96,30.33,0.01,319.00,0.93,0.04,0.00,0.97,19.71,-0.07,75.00,0.36,0.03,0.00,0.99,64.34,0.01,130.00,0.54,0.10,0.00,0.96,44.10,0.06,163.00,0.57,0.05,0.00,0.94,39.90,0.02,131
,19870,"McCarthy, Denny",0.82,0.07,0.00,0.93,22.59,0.01,363.00,0.69,0.06,0.00,0.96,31.34,0.01,519.00,0.89,0.07,0.00,0.96,16.53,0.00,98.00,0.33,0.08,0.00,0.96,63.01,0.01,167.00,0.44,0.08,0.00,0.98,49.92,0.02,250.00,0.58,0.08,0.00,0.93,39.34,0.02,114
,25363,"Buckley, Hayden",0.76,0.07,0.00,0.91,24.41,-0.04,209.00,0.65,0.06,0.00,0.94,31.93,0.01,307.00,0.85,0.05,0.00,0.94,20.18,-0.06,63.00,0.26,0.05,0.00,0.95,62.33,-0.02,59.00,0.46,0.04,0.00,0.92,53.63,-0.04,141.00,0.61,0.06,0.00,0.92,38.84,0.00,103
,25569,"Stevens, Sam",0.79,0.06,0.00,0.93,24.27,-0.03,387.00,0.70,0.05,0.00,0.96,30.51,0.01,466.00,0.80,0.08,0.00,0.92,19.45,-0.06,131.00,0.32,0.04,0.00,0.95,68.35,-0.03,138.00,0.45,0.04,0.00,0.94,47.99,-0.04,228.00,0.55,0.08,0.00,0.91,37.75,-0.01,186
,12965,"Fowler, Rickie",0.81,0.07,0.00,0.92,21.98,0.00,288.00,0.68,0.08,0.00,0.94,30.76,0.01,387.00,0.81,0.10,0.00,0.91,18.19,-0.01,84.00,0.39,0.06,0.00,0.95,65.20,0.01,145.00,0.46,0.06,0.00,0.96,46.83,0.00,185.00,0.59,0.04,0.00,0.91,39.49,-0.02,110
,18841,"Hovland, Viktor",0.80,0.11,0.00,0.94,20.33,0.06,225.00,0.70,0.05,0.00,0.96,28.52,0.01,309.00,0.84,0.13,0.00,0.91,17.45,0.02,79.00,0.38,0.04,0.00,0.97,60.05,0.02,90.00,0.49,0.05,0.00,0.96,40.31,0.06,169.00,0.69,0.11,0.00,0.96,35.52,0.08,92
,26096,"Bhatia, Akshay",0.83,0.07,0.00,0.94,21.22,0.02,339.00,0.70,0.05,0.00,0.96,30.39,0.01,521.00,0.84,0.07,0.00,0.92,15.88,0.03,151.00,0.34,0.04,0.00,0.94,65.59,-0.04,144.00,0.54,0.08,0.00,0.96,43.22,0.06,271.00,0.57,0.04,0.00,0.96,43.46,-0.02,145
,19841,"DeChambeau, Bryson",0.79,0.10,1.00,0.97,24.10,0.02,39.00,0.68,0.07,0.00,0.96,30.50,0.01,76.00,0.91,0.12,0.00,0.94,13.86,0.24,17.00,0.29,0.04,0.00,0.96,51.56,-0.01,27.00,0.49,0.05,0.00,1.00,45.63,0.06,44.00,0.59,0.15,0.00,0.85,32.54,0.00,27
,20706,"Wallace, Matt",0.74,0.10,0.00,0.92,23.19,-0.02,151.00,0.68,0.07,0.00,0.95,31.97,0.01,276.00,0.87,0.11,0.00,0.95,17.16,0.05,75.00,0.40,0.04,0.00,0.93,60.49,0.01,113.00,0.46,0.07,0.00,0.91,49.51,-0.06,151.00,0.69,0.09,0.00,0.93,36.35,0.06,91
,7489,"Moore, Ryan",0.83,0.08,0.00,0.99,19.75,0.05,217.00,0.67,0.06,0.00,0.94,29.39,0.01,323.00,0.89,0.08,0.00,0.94,18.08,-0.02,48.00,0.33,0.05,0.00,0.95,64.18,-0.01,81.00,0.37,0.04,0.00,0.97,45.42,-0.01,139.00,0.57,0.08,0.00,0.95,37.52,0.05,73
,14704,"Putnam, Andrew",0.85,0.07,0.00,0.95,21.47,0.03,257.00,0.72,0.05,0.00,0.96,32.12,0.01,462.00,0.84,0.06,0.00,0.93,19.11,-0.03,84.00,0.41,0.08,0.00,0.93,58.78,0.04,136.00,0.53,0.06,0.00,0.97,46.12,0.04,223.00,0.67,0.09,0.00,0.95,32.86,0.08,87
,16283,"Rodgers, Patrick",0.79,0.06,0.00,0.93,22.99,0.00,369.00,0.69,0.06,0.00,0.95,31.60,0.01,502.00,0.82,0.07,0.00,0.89,19.61,-0.05,114.00,0.33,0.07,0.00,0.97,62.17,0.02,172.00,0.45,0.04,0.00,0.97,47.20,0.00,240.00,0.54,0.05,0.00,0.94,40.66,-0.02,191
,13126,"Taylor, Nick",0.83,0.10,0.00,0.95,20.77,0.05,348.00,0.66,0.07,0.00,0.95,31.07,0.01,499.00,0.90,0.17,0.00,0.93,16.37,0.06,96.00,0.35,0.08,0.00,0.99,62.86,0.05,152.00,0.49,0.05,0.00,0.95,48.67,0.01,260.00,0.59,0.07,0.00,0.94,38.19,0.03,134
,16433,"NeSmith, Matt",0.79,0.05,0.00,0.95,22.13,-0.02,198.00,0.73,0.05,0.00,0.94,31.78,0.01,291.00,0.80,0.04,0.00,0.90,19.54,-0.06,57.00,0.31,0.04,0.00,0.94,78.23,-0.04,82.00,0.52,0.04,0.00,0.98,46.29,0.02,123.00,0.56,0.05,0.00,0.96,38.37,-0.02,98
,27870,"Coody, Parker",0.77,0.06,0.00,0.92,23.08,-0.02,129.00,0.67,0.07,0.00,0.94,31.77,0.01,156.00,0.88,0.06,0.00,0.94,17.10,0.02,51.00,0.30,0.03,0.00,0.97,68.55,-0.02,71.00,0.38,0.04,0.00,0.97,50.26,-0.04,78.00,0.57,0.10,0.00,0.94,39.22,0.03,81
,6093,"Rose, Justin",0.82,0.08,0.00,0.93,20.71,0.02,180.00,0.67,0.06,0.00,0.96,30.24,0.01,298.00,0.79,0.09,0.00,0.95,16.53,0.00,43.00,0.37,0.03,0.00,0.95,59.56,-0.02,87.00,0.50,0.05,0.00,0.95,48.37,0.02,160.00,0.54,0.07,0.00,0.90,43.82,-0.05,86
,7293,"Walker, Jimmy",0.69,0.00,1.00,0.87,28.70,-0.12,39.00,0.64,0.02,1.00,0.92,31.71,0.01,51.00,0.82,0.00,1.00,0.92,16.81,-0.02,12.00,0.26,0.03,0.00,0.97,60.23,-0.01,32.00,0.56,0.03,1.00,0.97,38.69,0.08,31.00,0.61,0.03,0.00,0.94,39.60,-0.03,31
,14459,"An, Byeong Hun",0.84,0.07,0.00,0.94,21.12,0.01,273.00,0.67,0.05,0.00,0.94,30.79,0.01,356.00,0.83,0.06,0.00,0.90,17.35,-0.02,94.00,0.39,0.05,0.00,0.93,61.23,0.00,151.00,0.49,0.07,0.00,0.97,45.89,0.05,196.00,0.54,0.07,0.00,0.95,40.53,0.00,166
,17543,"Kim, Michael",0.81,0.06,0.00,0.94,21.88,0.01,289.00,0.69,0.05,0.00,0.95,30.48,0.01,382.00,0.87,0.09,0.00,0.99,17.19,0.04,78.00,0.37,0.05,0.00,0.97,58.30,0.04,144.00,0.51,0.06,0.00,0.95,42.46,0.03,193.00,0.62,0.08,0.00,0.94,39.23,0.00,169
,18761,"Mullinax, Trey",0.79,0.10,0.00,0.94,22.65,0.00,92.00,0.73,0.08,0.00,0.93,31.27,0.01,114.00,0.88,0.13,0.00,0.92,17.79,0.02,39.00,0.29,0.00,0.00,1.00,54.59,0.00,35.00,0.38,0.04,0.00,0.88,49.02,-0.08,57.00,0.54,0.05,0.00,0.90,48.02,-0.09,57
,20722,"Schmid, Matti",0.76,0.06,0.00,0.92,25.08,-0.04,290.00,0.68,0.05,0.00,0.96,31.18,0.01,386.00,0.81,0.04,0.00,0.89,22.07,-0.13,73.00,0.37,0.06,0.00,0.98,53.84,0.04,123.00,0.49,0.07,0.00,0.93,47.38,0.01,182.00,0.58,0.08,0.00,0.95,33.24,0.02,131
,28469,"Highsmith, Joe",0.81,0.08,0.00,0.95,22.35,0.01,262.00,0.67,0.08,0.00,0.93,31.10,0.01,348.00,0.76,0.09,0.00,0.96,16.56,-0.02,66.00,0.38,0.07,0.00,0.93,56.66,0.03,108.00,0.49,0.06,0.00,0.96,45.91,0.04,157.00,0.56,0.05,0.00,0.94,40.64,-0.02,140
,15475,"Pan, C.T.",0.80,0.06,0.00,0.93,23.11,-0.01,257.00,0.67,0.05,0.00,0.93,31.15,0.01,327.00,0.86,0.09,0.00,0.93,18.73,-0.03,71.00,0.40,0.06,0.00,0.97,60.70,0.05,113.00,0.42,0.06,0.00,0.96,48.16,0.00,181.00,0.71,0.09,0.00,0.92,33.81,0.08,79
,17780,"Pendrith, Taylor",0.86,0.08,0.00,0.93,23.15,0.02,339.00,0.66,0.07,0.00,0.95,31.39,0.01,417.00,0.85,0.10,0.00,0.96,16.20,0.04,112.00,0.38,0.05,0.00,0.95,59.58,0.02,130.00,0.52,0.06,0.00,0.96,47.04,0.03,211.00,0.60,0.05,0.00,0.93,40.76,0.02,168
,20954,"Hirata, Kensei",0.78,0.15,1.00,0.92,20.29,0.06,39.00,0.64,0.04,1.00,0.98,31.20,0.01,50.00,,,,,,,,,,,,,,,,,,,,,,0.63,0.08,1.00,0.83,46.37,-0.05,12
,23542,"Champ, Cameron",0.72,0.06,0.00,0.88,27.85,-0.10,156.00,0.62,0.08,0.00,0.93,32.73,0.01,198.00,0.77,0.04,0.00,0.91,23.34,-0.13,45.00,0.36,0.07,0.00,0.94,61.69,-0.03,62.00,0.47,0.07,0.00,0.94,49.90,0.02,100.00,0.54,0.03,0.00,0.94,42.86,-0.04,81
,14698,"Bramlett, Joseph",0.78,0.08,0.00,0.93,22.72,-0.01,190.00,0.68,0.05,0.00,0.92,31.23,0.01,270.00,0.89,0.06,0.00,0.98,17.47,0.03,79.00,0.33,0.05,0.00,0.94,67.76,-0.03,94.00,0.53,0.05,0.00,0.96,48.57,0.00,132.00,0.55,0.05,0.00,0.93,41.87,-0.03,152
,16333,"Hubbard, Mark",0.76,0.06,0.00,0.92,22.89,-0.03,348.00,0.66,0.07,0.00,0.95,31.62,0.01,465.00,0.82,0.10,0.00,0.95,17.34,0.02,98.00,0.35,0.04,0.00,0.95,62.11,-0.01,151.00,0.48,0.07,0.00,0.97,43.84,0.05,230.00,0.62,0.05,0.00,0.92,37.67,0.01,120
,16394,"Jaeger, Stephan",0.77,0.04,0.00,0.92,22.46,-0.04,295.00,0.69,0.04,0.00,0.94,31.05,0.01,451.00,0.88,0.17,0.00,0.93,15.15,0.09,103.00,0.37,0.06,0.00,0.98,65.53,0.02,162.00,0.45,0.02,0.00,0.94,47.53,-0.03,245.00,0.54,0.12,0.00,0.92,38.42,0.02,156
,17381,"Silverman, Ben",0.79,0.05,0.00,0.94,23.03,-0.02,305.00,0.69,0.07,0.00,0.95,31.33,0.01,380.00,0.83,0.09,0.00,0.91,21.70,-0.07,86.00,0.36,0.03,0.00,0.97,71.21,-0.02,130.00,0.41,0.06,0.00,0.95,47.49,-0.05,172.00,0.57,0.07,0.00,0.93,38.73,0.01,117
,17786,"Davis, Cam",0.85,0.08,0.00,0.96,20.72,0.06,243.00,0.68,0.06,0.00,0.93,30.25,0.01,396.00,0.87,0.10,0.00,0.93,16.07,0.01,94.00,0.29,0.06,0.00,0.96,59.29,-0.01,146.00,0.44,0.08,0.00,0.93,46.91,-0.03,210.00,0.46,0.09,0.00,0.94,40.95,-0.04,123
,20353,"Whitney, Tom",0.83,0.06,0.00,0.93,21.77,0.01,179.00,0.63,0.06,0.00,0.93,31.49,0.01,228.00,0.86,0.12,0.00,0.97,16.28,0.02,59.00,0.30,0.04,0.00,0.96,76.33,-0.08,51.00,0.48,0.06,0.00,0.96,44.04,0.06,110.00,0.58,0.05,0.00,0.96,36.43,0.01,94
,23014,"Theegala, Sahith",0.81,0.08,0.00,0.92,22.45,0.01,329.00,0.69,0.05,0.00,0.95,30.86,0.01,498.00,0.83,0.07,0.00,0.90,19.34,-0.04,104.00,0.41,0.06,0.00,0.98,48.72,0.06,208.00,0.46,0.04,0.00,0.95,44.69,0.01,268.00,0.62,0.05,0.00,0.95,34.92,0.02,173
,29433,"Bridgeman, Jacob",0.78,0.06,0.00,0.91,23.14,-0.01,258.00,0.67,0.04,0.00,0.94,30.17,0.01,363.00,0.92,0.05,0.00,0.97,18.50,-0.04,77.00,0.40,0.11,0.00,0.95,63.46,0.06,141.00,0.48,0.04,0.00,0.96,50.12,-0.04,158.00,0.52,0.04,0.00,0.93,43.18,-0.03,135
,9586,"Laird, Martin",0.82,0.07,0.00,0.91,24.89,-0.04,179.00,0.69,0.07,0.00,0.93,32.27,0.01,259.00,0.86,0.05,0.00,0.91,20.74,-0.08,64.00,0.27,0.05,0.00,0.96,75.69,-0.05,83.00,0.45,0.02,0.00,0.94,49.60,-0.06,132.00,0.60,0.06,0.00,0.97,37.86,0.03,98
