,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,dg_id,player_name,am,event_name,course_name,course,early_late,pga_number,current_round,start_hole,r1_teetime,r2_teetime,r3_teetime,r4_teetime,unofficial
,23950,"Aberg, Ludvig",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,17606,"Berger, Daniel",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,26096,"Bhatia, Akshay",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,13872,"Bradley, Keegan",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,29433,"Bridgeman, Jacob",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,19483,"Burns, Sam",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,18628,"Campbell, Brian",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,15466,"Cantlay, Patrick",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,14502,"Cauley, Bud",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,23604,"Clark, Wyndham",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,17576,"Conners, Corey",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,28309,"Coody, Pierceson",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,9771,"Day, Jason",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,22833,"Echavarria, Nico",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,14577,"English, Harris",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,11676,"Finau, Tony",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,17646,"Fitzpatrick, Matt",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,12294,"Fleetwood, Tommy",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,12965,"Fowler, Rickie",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,11889,"Fox, Ryan",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,29767,"Gerard, Ryan",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,7399,"Glover, Lucas",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,27774,"Gotterup, Chris",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,23465,"Greyserman, Max",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,24968,"Griffin, Ben",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,27194,"Hall, Harry",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,8825,"Harman, Brian",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,14578,"Henley, Russell",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,24342,"Higgo, Garrick",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,22760,"Hisatsune, Ryo",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,23504,"Hoey, Rico",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,15575,"Hoge, Tom",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,17538,"Homa, Max",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,18841,"Hovland, Viktor",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,17543,"Kim, Michael",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,14609,"Kim, Si Woo",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,24766,"Kim, Tom",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,21891,"Kitayama, Kurt",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,19396,"Knapp, Jake",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,16841,"Lee, Min Woo",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,13900,"Lowry, Shane",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,23323,"MacIntyre, Robert",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,13562,"Matsuyama, Hideki",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,19870,"McCarthy, Denny",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,28635,"McCarty, Matt",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,23505,"McGreevy, Max",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,10091,"McIlroy, Rory",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,18634,"McNealy, Maverick",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,22085,"Morikawa, Collin",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,10419,"Noren, Alex",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,23475,"Novak, Andrew",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,17780,"Pendrith, Taylor",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,22465,"Penge, Marco",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
,21554,"Poston, J.T.",0,The Genesis Invitational,The Riviera Country Club,,,,1,,,,,,0
