,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,dg_id,player_name,am,event_name,course_name,course,early_late,pga_number,current_round,start_hole,r1_teetime,r2_teetime,r3_teetime,r4_teetime,unofficial
,12423,"Kirk, Chris",0,Sony Open in Hawaii,,,,30926,1,10,2026-01-15 12:24,2026-01-16 7:54,,,0
,21891,"Kitayama, Kurt",0,Sony Open in Hawaii,,,1,48117,1,1,2026-01-15 7:43,2026-01-16 12:13,,,0
,13470,"Kizzire, Patton",0,Sony Open in Hawaii,,,1,32757,1,1,2026-01-15 8:16,2026-01-16 12:46,,,0
,19396,"Knapp, Jake",0,Sony Open in Hawaii,,,,47420,1,10,2026-01-15 12:35,2026-01-16 8:05,,,0
,10047735,"Kozuma, Corey",0,Sony Open in Hawaii,,,1,47735,1,1,2026-01-15 8:38,2026-01-16 13:08,,,0
,24343,"Lamprecht, Christo",0,Sony Open in Hawaii,,,,54422,1,10,2026-01-15 13:19,2026-01-16 8:49,,,0
,21943,"Lebioda, Hank",0,Sony Open in Hawaii,,,,49766,1,1,2026-01-15 11:40,2026-01-16 7:10,,,0
,16162,"Lee, Seung-taek",0,Sony Open in Hawaii,,,1,36529,1,10,2026-01-15 8:27,2026-01-16 12:57,,,0
,15310,"Li, Haotong",0,Sony Open in Hawaii,,,1,35296,1,1,2026-01-15 8:27,2026-01-16 12:57,,,0
,23323,"MacIntyre, Robert",0,Sony Open in Hawaii,,,1,52215,1,10,2026-01-15 8:05,2026-01-16 12:35,,,0
,14926,"Malnati, Peter",0,Sony Open in Hawaii,,,1,34466,1,10,2026-01-15 7:10,2026-01-16 11:40,,,0
,13562,"Matsuyama, Hideki",0,Sony Open in Hawaii,,,,32839,1,1,2026-01-15 12:13,2026-01-16 7:43,,,0
,19870,"McCarthy, Denny",0,Sony Open in Hawaii,,,1,47993,1,1,2026-01-15 7:32,2026-01-16 12:02,,,0
,28635,"McCarty, Matt",0,Sony Open in Hawaii,,,,59141,1,10,2026-01-15 12:35,2026-01-16 8:05,,,0
,23505,"McGreevy, Max",0,Sony Open in Hawaii,,,,51950,1,1,2026-01-15 12:57,2026-01-16 8:27,,,0
,18634,"McNealy, Maverick",0,Sony Open in Hawaii,,,,46442,1,1,2026-01-15 12:35,2026-01-16 8:05,,,1899-12-30 0:00
,28159,"Meissner, Mac",0,Sony Open in Hawaii,,,,59143,1,1,2026-01-15 12:46,2026-01-16 8:16,,,1899-12-30 0:00
,17365,"Mitchell, Keith",0,Sony Open in Hawaii,,,1,39546,1,10,2026-01-15 7:10,2026-01-16 11:40,,,1899-12-30 0:00
,22085,"Morikawa, Collin",0,Sony Open in Hawaii,,,1,50525,1,10,2026-01-15 7:43,2026-01-16 12:13,,,1899-12-30 0:00
,29770,"Mouw, William",0,Sony Open in Hawaii,,,1,63121,1,1,2026-01-15 8:05,2026-01-16 12:35,,,1899-12-30 0:00
,32081,"Nagasaki, Taisei",1,Sony Open in Hawaii,,,,66447,1,1,2026-01-15 13:08,2026-01-16 8:38,,,1899-12-30 0:00
,21074,"Nakajima, Keita",0,Sony Open in Hawaii,,,,49228,1,10,2026-01-15 13:08,2026-01-16 8:38,,,1899-12-30 0:00
,25475,"Nyholm, Pontus",0,Sony Open in Hawaii,,,1,55851,1,10,2026-01-15 8:49,2026-01-16 13:19,,,1899-12-30 0:00
,13764,"Parry, John",0,Sony Open in Hawaii,,,1,28723,1,10,2026-01-15 8:27,2026-01-16 12:57,,,1899-12-30 0:00
,19960,"Pavon, Matthieu",0,Sony Open in Hawaii,,,1,48153,1,10,2026-01-15 7:21,2026-01-16 11:51,,,1899-12-30 0:00
,17780,"Pendrith, Taylor",0,Sony Open in Hawaii,,,1,40250,1,1,2026-01-15 7:43,2026-01-16 12:13,,,1899-12-30 0:00
,27164,"Phillips, Chandler",0,Sony Open in Hawaii,,,1,57900,1,10,2026-01-15 8:27,2026-01-16 12:57,,,1899-12-30 0:00
,10104,"Power, Seamus",0,Sony Open in Hawaii,,,1,28252,1,10,2026-01-15 7:32,2026-01-16 12:02,,,1899-12-30 0:00
,18554,"Rai, Aaron",0,Sony Open in Hawaii,,,1,46414,1,10,2026-01-15 8:05,2026-01-16 12:35,,,1899-12-30 0:00
,19840,"Ramey, Chad",0,Sony Open in Hawaii,,,,47983,1,10,2026-01-15 11:40,2026-01-16 7:10,,,1899-12-30 0:00
,21407,"Reitan, Kristoffer",0,Sony Open in Hawaii,,,1,49855,1,10,2026-01-15 7:32,2026-01-16 12:02,,,1899-12-30 0:00
,19872,"Riley, Davis",0,Sony Open in Hawaii,,,,47995,1,10,2026-01-15 12:13,2026-01-16 7:43,,,1899-12-30 0:00
,16283,"Rodgers, Patrick",0,Sony Open in Hawaii,,,,36699,1,1,2026-01-15 11:51,2026-01-16 7:21,,,1899-12-30 0:00
,18424,"Roy, Kevin",0,Sony Open in Hawaii,,,1,39335,1,1,2026-01-15 8:27,2026-01-16 12:57,,,1899-12-30 0:00
,16591,"Rozo, Marcelo",0,Sony Open in Hawaii,,,,37076,1,1,2026-01-15 13:19,2026-01-16 8:49,,,1899-12-30 0:00
,14792,"Saddier, Adrien",0,Sony Open in Hawaii,,,,34371,1,10,2026-01-15 12:46,2026-01-16 8:16,,,1899-12-30 0:00
,27183,"Salinda, Isaiah",0,Sony Open in Hawaii,,,,56781,1,10,2026-01-15 13:08,2026-01-16 8:38,,,1899-12-30 0:00
,30814,"Sargent, Gordon",0,Sony Open in Hawaii,,,1,64442,1,1,2026-01-15 8:49,2026-01-16 13:19,,,1899-12-30 0:00
,19477,"Schenk, Adam",0,Sony Open in Hawaii,,,1,47347,1,1,2026-01-15 8:05,2026-01-16 12:35,,,1899-12-30 0:00
,20722,"Schmid, Matti",0,Sony Open in Hawaii,,,1,48867,1,10,2026-01-15 7:21,2026-01-16 11:51,,,1899-12-30 0:00
,6430,"Scott, Adam",0,Sony Open in Hawaii,,,1,24502,1,10,2026-01-15 7:43,2026-01-16 12:13,,,1899-12-30 0:00
,32055,"Shipley, Neal",0,Sony Open in Hawaii,,,,63807,1,1,2026-01-15 13:08,2026-01-16 8:38,,,1899-12-30 0:00
,11049,"Simpson, Webb",0,Sony Open in Hawaii,,,,29221,1,1,2026-01-15 12:02,2026-01-16 7:32,,,1899-12-30 0:00
,653,"Singh, Vijay",0,Sony Open in Hawaii,,,,6567,1,10,2026-01-15 12:24,2026-01-16 7:54,,,1899-12-30 0:00
,18474,"Smalley, Alex",0,Sony Open in Hawaii,,,1,46340,1,1,2026-01-15 7:21,2026-01-16 11:51,,,1899-12-30 0:00
,18586,"Smith, Jordan",0,Sony Open in Hawaii,,,,46464,1,1,2026-01-15 12:57,2026-01-16 8:27,,,1899-12-30 0:00
,22985,"Smotherman, Austin",0,Sony Open in Hawaii,,,,50095,1,10,2026-01-15 12:46,2026-01-16 8:16,,,1899-12-30 0:00
,17536,"Spaun, J.J.",0,Sony Open in Hawaii,,,1,39324,1,10,2026-01-15 7:43,2026-01-16 12:13,,,1899-12-30 0:00
,14636,"Spieth, Jordan",0,Sony Open in Hawaii,,,,34046,1,1,2026-01-15 12:13,2026-01-16 7:43,,,1899-12-30 0:00
,25569,"Stevens, Sam",0,Sony Open in Hawaii,,,1,55893,1,10,2026-01-15 7:21,2026-01-16 11:51,,,1899-12-30 0:00
,24223,"Sugiura, Yuta",0,Sony Open in Hawaii,,,1,54218,1,1,2026-01-15 8:49,2026-01-16 13:19,,,1899-12-30 0:00
,13997,"Svensson, Adam",0,Sony Open in Hawaii,,,,40115,1,10,2026-01-15 11:40,2026-01-16 7:10,,,1899-12-30 0:00
,13126,"Taylor, Nick",0,Sony Open in Hawaii,,,1,25493,1,10,2026-01-15 8:05,2026-01-16 12:35,,,1899-12-30 0:00
,23014,"Theegala, Sahith",0,Sony Open in Hawaii,,,1,51634,1,10,2026-01-15 7:32,2026-01-16 12:02,,,1899-12-30 0:00
,17032,"Tosti, Alejandro",0,Sony Open in Hawaii,,,1,38991,1,10,2026-01-15 8:38,2026-01-16 13:08,,,1899-12-30 0:00
,17550,"Van Rooyen, Erik",0,Sony Open in Hawaii,,,1,40006,1,1,2026-01-15 7:21,2026-01-16 11:51,,,1899-12-30 0:00
,25319,"VanDerLaan, John",0,Sony Open in Hawaii,,,1,55573,1,1,2026-01-15 8:49,2026-01-16 13:19,,,1899-12-30 0:00
,25003,"Walker, Danny",0,Sony Open in Hawaii,,,1,54607,1,10,2026-01-15 8:16,2026-01-16 12:46,,,1899-12-30 0:00
,25908,"Whaley, Vince",0,Sony Open in Hawaii,,,,51894,1,10,2026-01-15 11:40,2026-01-16 7:10,,,1899-12-30 0:00
,12577,"Woodland, Gary",0,Sony Open in Hawaii,,,1,31323,1,1,2026-01-15 7:21,2026-01-16 11:51,,,1899-12-30 0:00
,25002,"Wu, Dylan",0,Sony Open in Hawaii,,,,54783,1,10,2026-01-15 11:51,2026-01-16 7:21,,,1899-12-30 0:00
,29925,"Yellamaraju, Sudarshan",0,Sony Open in Hawaii,,,,60386,1,10,2026-01-15 12:57,2026-01-16 8:27,,,1899-12-30 0:00
,25739,"Yonezawa, Ren",0,Sony Open in Hawaii,,,,56100,1,10,2026-01-15 13:19,2026-01-16 8:49,,,1899-12-30 0:00
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0
