event_id,season,odds_year,book,market,total_rows,rows_with_outcomes,avg_edge,median_edge,hit_rate,brier,log_loss
475,2026,2026,bet365,top_5,132,129,0.407167061332526,0.4159216311084937,0.03875968992248062,0.2100919743778227,0.6129404416359349
