event_id,season,odds_year,book,market,total_rows,rows_with_outcomes,avg_edge,median_edge,hit_rate,brier,log_loss
475,2026,2026,draftkings,make_cut,131,0,-0.11669191442655202,-0.1273191575206612,,,
