event_id,season,odds_year,book,market,total_rows,rows_with_outcomes,avg_edge,median_edge,hit_rate,brier,log_loss
10,2026,2026,bet365,3_balls,511,511,0,0,0.34833659491193736,0.24239241661567126,0.6824546262617459
