
Tournament: AT&T - Pebble Beach (2026),Last updated: 2026-02-19T02:22:22.149Z
Course: Spyglass Hill Golf Course,Found 80 players from historical_csv
Data Date: 2026-02-23T18:01:30.252Z
DG ID,Player Name,Finish Position,SG Total Z,SG Total Z Adj,Driving Distance Z,Driving Distance Z Adj,Driving Accuracy Z,Driving Accuracy Z Adj,SG T2G Z,SG T2G Z Adj,SG Approach Z,SG Approach Z Adj,SG Around Green Z,SG Around Green Z Adj,SG OTT Z,SG OTT Z Adj,SG Putting Z,SG Putting Z Adj,Greens in Regulation Z,Greens in Regulation Z Adj,Fairway Proximity Z,Fairway Proximity Z Adj,Rough Proximity Z,Rough Proximity Z Adj
"16283","Rodgers, Patrick","T52",-0.20204,-0.20204,-0.230284,-0.230284,-1.563791,-1.563791,-0.178093,-0.178093,-1.162494,-1.162494,2.735108,2.735108,-1.301654,-1.301654,-0.137515,-0.137515,-2.049633,-2.049633,1.033647,-1.033647,0.709515,-0.709515
"17365","Mitchell, Keith","T52",-0.20204,-0.20204,1.672858,1.672858,-1.97759,-1.97759,0.745216,0.745216,0.547614,0.547614,1.411767,1.411767,-0.610331,-0.610331,-1.571659,-1.571659,0.521965,0.521965,-1.535349,1.535349,-0.605547,0.605547
"25569","Stevens, Sam","T55",-0.341378,-0.341378,1.049478,1.049478,0.916109,0.916109,0.415634,0.415634,0.156895,0.156895,-0.924554,-0.924554,1.66758,1.66758,-1.345245,-1.345245,0.521965,0.521965,0.887496,-0.887496,-1.292994,1.292994
"26651","Young, Cameron","T55",-0.341378,-0.341378,1.086148,1.086148,-0.119835,-0.119835,-0.04648,-0.04648,-0.724432,-0.724432,0.426086,0.426086,0.655656,0.655656,-0.627459,-0.627459,-0.502041,-0.502041,-0.163334,0.163334,-0.200598,0.200598
"19870","McCarthy, Denny","T55",-0.487684,-0.487684,-1.323032,-1.323032,0.085617,0.085617,-0.843324,-0.843324,-0.522049,-0.522049,-0.081244,-0.081244,-1.031606,-1.031606,0.310744,0.310744,0.007645,0.007645,0.74309,-0.74309,1.302191,-1.302191
"23604","Clark, Wyndham","T58",-0.627022,-0.627022,0.877132,0.877132,-1.772138,-1.772138,0.41931,0.41931,1.162566,1.162566,0.34797,0.34797,-1.303382,-1.303382,-1.935977,-1.935977,-0.766151,-0.766151,-0.353284,0.353284,0.06123,-0.06123
"18841","Hovland, Viktor","T58",-0.627022,-0.627022,-1.491711,-1.491711,0.707763,0.707763,-0.503264,-0.503264,0.680021,0.680021,-0.974951,-0.974951,-1.309432,-1.309432,-0.502975,-0.502975,-1.016361,-1.016361,-0.732547,0.732547,0.27402,-0.27402
"23014","Theegala, Sahith","T60",-0.76636,-0.76636,0.345426,0.345426,0.707763,0.707763,-0.540211,-0.540211,-0.512945,-0.512945,-0.810741,-0.810741,0.416285,0.416285,-0.731102,-0.731102,-1.016361,-1.016361,-0.053522,0.053522,-0.823724,0.823724
"24342","Higgo, Garrick","T60",-0.620055,-0.620055,-0.395296,-0.395296,0.707763,0.707763,-1.130445,-1.130445,-1.150788,-1.150788,-0.843499,-0.843499,0.12204,0.12204,0.485194,0.485194,-1.535314,-1.535314,-0.743179,0.743179,-0.346814,0.346814
"26657","Fisk, Steven","T60",-0.620055,-0.620055,-0.30729,-0.30729,-1.361232,-1.361232,-0.752151,-0.752151,-1.31181,-1.31181,1.451664,1.451664,-1.082591,-1.082591,-0.102397,-0.102397,-0.251831,-0.251831,0.05145,-0.05145,0.758056,-0.758056
"27900","Potgieter, Aldrich","T60",-0.76636,-0.76636,1.801201,1.801201,-0.322394,-0.322394,-1.214449,-1.214449,-2.288866,-2.288866,-0.15138,-0.15138,1.102855,1.102855,0.316169,0.316169,-0.761517,-0.761517,0.832749,-0.832749,1.115534,-1.115534
"12808","Grillo, Emiliano","T64",-0.905698,-0.905698,-1.902408,-1.902408,-0.325288,-0.325288,-1.172538,-1.172538,-0.537137,-0.537137,-0.48274,-0.48274,-1.36733,-1.36733,-0.034444,-0.034444,-0.506674,-0.506674,0.358431,-0.358431,-1.284149,1.284149
"7399","Glover, Lucas","T64",-0.759393,-0.759393,-1.82907,-1.82907,1.121562,1.121562,0.08311,0.08311,0.789536,0.789536,-0.217316,-0.217316,-0.892477,-0.892477,-1.685294,-1.685294,-0.761517,-0.761517,-1.261533,1.261533,1.0809,-1.0809
"22465","Penge, Marco","T64",-0.759393,-0.759393,2.703268,2.703268,-2.596842,-2.596842,-0.074053,-0.074053,-0.256975,-0.256975,-0.970331,-0.970331,1.251058,1.251058,-1.441179,-1.441179,0.526598,0.526598,-0.614484,0.614484,-0.218383,0.218383
