
Tournament: Genesis Invitational,Last updated: 
Course: The Riviera Country Club,Found 72 players from cache
Data Date: 2026-03-03T22:18:01.961Z
Performance Analysis,DG ID,Player Name,Model Rank,Finish Position,Score,SG Total,SG Total - Model,Driving Distance,Driving Distance - Model,Driving Accuracy,Driving Accuracy - Model,SG T2G,SG T2G - Model,SG Approach,SG Approach - Model,SG Around Green,SG Around Green - Model,SG OTT,SG OTT - Model,SG Putting,SG Putting - Model,Greens in Regulation,Greens in Regulation - Model,Fairway Proximity,Fairway Proximity - Model,Rough Proximity,Rough Proximity - Model,SG BS,Scoring Average,Birdies or Better,Scrambling,Great Shots,Poor Shot Avoidance
"↑ Putting | 📈 SG Putting: trend reversing (0.540)","23505","McGreevy, Max",49,"51",1,-1.3399999999999999,-0.216,280,285.512,0.6785,0.6829999999999999,0.12449999999999994,0.799,-0.255,0.537,0.329,-0.106,0.05049999999999999,0.368,-1.4645000000000001,-0.633,0.722,0.6581999999999999,30.230999999999998,30.469,82.828,56.198,0,71.5,3,0.381,2,5
"","19483","Burns, Sam",45,"51",1,-1.3399999999999999,1.121,291.55,293.493,0.4285,0.6124,-1.2465000000000002,0.236,-0.3185,0.341,-0.1225,-0.251,-0.8055,0.146,-0.0930000000000002,0.567,0.6945,0.6296,32.1525,32.287,40.575,55.527,0,71.5,3.5,0.4645,2.5,5.5
"↑ Short Game | 📈 SG Around Green: trend continuing (0.202) | ↓ Below average performer","18628","Campbell, Brian",70,"51",2,-1.8399999999999999,-2.218,275.65,272.87,0.5715,0.642,-1.599,-2.784,-1.0125,-0.856,0.0635,-0.329,-0.6499999999999999,-1.6,-0.2405,0.206,0.5555,0.5331,27.3575,34.238,63.3395,59.382,0,72,3.5,0.5725,2.5,7
"↓ Overall | 📉 SG T2G: trend continuing (0.362) | 📈 SG OTT: trend reversing (0.248)","27194","Hall, Harry",40,"51",2,-1.8399999999999999,0.967,284.20000000000005,288.366,0.607,0.6078,-0.567,-0.127,0.020000000000000018,-0.307,0.7595,0.568,-1.3465,-0.387,-1.2730000000000001,0.869,0.6945,0.6204999999999999,31.009500000000003,33.523,53.64,58.762,0,72,3,0.764,2,5.5
"↓ Putting | 📉 SG Putting: trend continuing (0.780) | 📈 SG Around Green: trend continuing (0.282) | 📈 SG Total: trend reversing (0.540)","17881","Yu, Kevin",65,"51",2,-1.84,-0.912,286.45000000000005,295.307,0.5355,0.542,-0.16150000000000003,-0.689,0.02300000000000002,-0.544,0.16499999999999998,-0.209,-0.3495,0.064,-1.6784999999999999,-0.404,0.5835,0.6236,32.3845,34.264,41.394000000000005,58.286,0,72,3,0.5415,2,5.5
"⚠️ Model overestimated performance | ↑ Short Game | 📈 SG Around Green: trend reversing (0.175) | ❌ Underperformed model prediction","14578","Henley, Russell",5,"51",2,-1.8399999999999999,1.056,275.54999999999995,278.852,0.7145,0.7234999999999999,-2.254,1.238,-0.823,0.661,-1.1225,0.481,-0.3085,0.096,0.41400000000000003,0.487,0.5835,0.6620999999999999,37.968999999999994,30.286,44.8695,51.541,0,72,4,0.5165,4.5,4.5
"↓ Overall | 📉 SG T2G: trend continuing (7.087) | 📉 SG Approach: trend continuing (0.536) | 📈 SG Total: trend reversing (0.526)","23504","Hoey, Rico",41,"51",2,-1.84,-2.03,287.9,294.095,0.5,0.6384000000000001,-2.634,-0.513,-1.4145,-0.445,-0.7630000000000001,-0.404,-0.4565,0.336,0.7945,-1.297,0.639,0.6642,30.5875,31.202,49.56,53.19,0,72,4,0.575,2,2.5
"↓ Approach | 📉 SG Approach: trend continuing (17.262) | 📉 SG Around Green: trend continuing (3.408)","21554","Poston, J.T.",48,"51",2,-1.8399999999999999,-0.048,279.1,289.476,0.5715,0.6757,-2.862,0.216,-1.323,-0.208,-0.6845,0.344,-0.8544999999999999,0.08,1.0225,-0.039,0.5,0.6496999999999999,34.97,33.931,43.0475,63.047,0,72,3.5,0.5585,2.5,5.5
"↓ Driving | 📉 SG OTT: trend continuing (0.607)","17606","Berger, Daniel",31,"51",2,-1.8399999999999999,-0.075,284,288.313,0.607,0.6681,-0.47800000000000004,0.551,-0.1495,0.502,-0.2975,-0.159,-0.031,0.208,-1.362,-0.521,0.6665,0.6807,30.091,30.026,76.054,49.045,0,72,2,0.5345,0.5,3
"↓ Overall | 📉 SG Total: trend continuing (1.812) | 📈 SG OTT: trend reversing (0.457)","7399","Glover, Lucas",54,"51",3,-2.34,-1.447,269.45,279.937,0.8215,0.7256,-2.8905000000000003,-0.433,-0.94,-0.127,-1.8304999999999998,-0.053,-0.12,-0.252,0.5509999999999999,-1.225,0.667,0.6064,31.3955,32.672,165.6485,71.091,0,72.5,1.5,0.4655,3,4
"↑ Approach | 📈 SG Approach: trend continuing (1.258) | 📈 SG Around Green: trend continuing (0.329) | 📈 SG Putting: trend reversing (0.359)","13872","Bradley, Keegan",28,"51",3,-2.34,0.865,288.45,292.53,0.4645,0.6765000000000001,0.4385000000000001,0.478,0.3799999999999999,-0.181,1.003,0.345,-0.9445,0.314,-2.7785,0.351,0.6385,0.6374,33.1165,31.374,40.3815,64.116,0,72.5,3,0.5680000000000001,2,5
"","6093","Rose, Justin",27,"51",3,-2.34,0.011,286.75,287.403,0.5,0.6411,-0.5215,-0.435,0.14450000000000002,-0.185,-0.235,0.044,-0.431,-0.294,-1.8185,0.648,0.6945,0.604,35.2355,33.53,43.484,43.017,0,72.5,1.5,0.625,1.5,4
"↑ Approach | 📈 SG Approach: trend reversing (1.223) | 📉 SG T2G: trend continuing (0.367) | 📉 SG OTT: trend continuing (0.255)","15575","Hoge, Tom",39,"51",3,-2.34,0.786,279.04999999999995,283.755,0.5715,0.6265,-1.015,0.431,-0.11100000000000004,0.492,-0.268,0.275,-0.636,-0.336,-1.325,0.291,0.667,0.6104999999999999,31.3505,30.174,49.4045,59.983,0,72.5,3.5,0.598,2,5.5
"↓ Finished worse than predicted | ↓ Putting | 📉 SG Putting: trend continuing (5.725) | 📉 SG Approach: trend reversing (0.754) | 📈 SG Around Green: trend reversing (0.296) | ❌ Underperformed model prediction","27774","Gotterup, Chris",12,"51",3,-2.34,0.2,297.95,300.508,0.4645,0.5795,-1.0110000000000001,0.824,0.031000000000000028,-0.416,-1.2349999999999999,0.772,0.19300000000000003,0.546,-1.329,-0.809,0.5555,0.6297999999999999,30.5475,34.233,51.187,46.754,0,72.5,2.5,0.54,1.5,4.5
"↓ Short Game | 📉 SG Around Green: trend continuing (1.292) | 📈 SG Approach: trend reversing (0.285) | 📈 Driving Accuracy: trend reversing (0.025)","14502","Cauley, Bud",51,"51",4,-2.84,-0.594,278.6,285.569,0.536,0.7161,-2.8485,0.341,-1.629,0.699,-0.516,-0.398,-0.7035,0.041,0.009000000000000119,-0.73,0.5835,0.6701,33.605,29.987,43.219,58.527,0,73,2.5,0.578,1.5,5.5
"↓ Overall | 📉 SG Total: trend continuing (2.130) | 📈 SG T2G: trend reversing (3.594) | 📉 SG Around Green: trend reversing (3.267)","17543","Kim, Michael",67,"51",4,-2.84,-1.022,284.85,289.19,0.5715,0.5354,-0.6765,-1.317,-0.893,0.062,0.20450000000000002,-0.066,0.01200000000000001,-1.313,-2.1635,0.057,0.5555,0.5719,37.669,32.175,60.8475,73.585,0,73,4.5,0.5295,1.5,6
"","17536","Spaun, J.J.",21,"51",4,-2.84,0.035,282.95,291.441,0.5715,0.6419,-1.401,0.469,-1.2145000000000001,0.118,0.07350000000000001,-0.037,-0.26,0.387,-1.439,-0.529,0.472,0.6233,31.001,31.457,104.3785,52.836,0,73,3,0.7004999999999999,0.5,5
"↑ Approach | 📈 SG Approach: trend reversing (0.359)","9771","Day, Jason",37,"51",5,-3.34,0.667,279.45,290.116,0.5715,0.606,-2.8484999999999996,0.401,-2.042,0.078,0.08249999999999996,0.503,-0.889,-0.18,-0.4915,0.744,0.556,0.6457999999999999,35.956,37.185,43.244,53.53,0,73.5,1.5,0.55,1.5,6.5
"↑ Putting | 📈 SG Putting: trend reversing (1.977) | 📈 SG T2G: trend reversing (0.867) | 📉 SG Approach: trend continuing (0.370)","24342","Higgo, Garrick",66,"51",10,-5.84,-0.791,279.25,300.487,0.4645,0.5416,-3.306,-0.819,-1.379,-0.508,-1.2375,-0.213,-0.6895,-0.098,-2.534,-0.201,0.5,0.6056,30.401,34.296,86.431,62.209,0,76,2.5,0.3885,1,6
