event_id,season,odds_year,book,market,total_rows,rows_with_outcomes,avg_edge,median_edge,hit_rate,brier,log_loss
7,2026,2026,caesars,3_balls,270,270,0,0,0.37407407407407406,0.235725849858809,0.6768442428766331
