event_id,season,odds_year,book,market,total_rows,rows_with_outcomes,avg_edge,median_edge,hit_rate,brier,log_loss
3,2026,2026,caesars,3_balls,308,308,0,0,0.32792207792207795,0.22363172560409034,0.7602746125811577
