
Tournament: WM Phoenix Open (2026),Last updated: 2026-02-11T16:43:11.377Z
Course: TPC Scottsdale (Stadium Course),Found 123 players from historical_csv
Data Date: 2026-02-23T18:01:31.782Z
Performance Analysis,DG ID,Player Name,Model Rank,Finish Position,Score,SG Total,SG Total - Model,Driving Distance,Driving Distance - Model,Driving Accuracy,Driving Accuracy - Model,SG T2G,SG T2G - Model,SG Approach,SG Approach - Model,SG Around Green,SG Around Green - Model,SG OTT,SG OTT - Model,SG Putting,SG Putting - Model,Greens in Regulation,Greens in Regulation - Model,Fairway Proximity,Fairway Proximity - Model,Rough Proximity,Rough Proximity - Model,SG BS,Scoring Average,Birdies or Better,Scrambling,Great Shots,Poor Shot Avoidance
"↑ Finished better than predicted | ↑ Putting | 📈 SG Putting: trend continuing (1.488) | 📉 SG Total: trend reversing (1.764) | 📉 SG OTT: trend reversing (1.068)","19840","Ramey, Chad",108,"T48",-4,0.1735,-1.221,313.225,269.428,0.5177499999999999,0.489,-1.24125,-2.129,-1.045,-1.346,-0.56025,-0.347,0.36399999999999993,-0.436,1.41475,-0.036,0.75,0.5085000000000001,32.57475,38.114,72.16924999999999,50.799,0,70,4,0.50725,4.5,3.5
"↑ Overall | 📈 SG Total: trend continuing (1.324) | 📈 SG Putting: trend continuing (1.145) | 📈 SG Around Green: trend continuing (0.587)","16162","Lee, S.T.",35,"T48",-4,0.17350000000000004,-2.48,307.95,128.004,0.55375,0.2409,-0.72575,-1.022,-0.6719999999999999,-0.672,0.516,0.127,-0.56975,-0.477,0.89925,-0.613,0.5555,0.2207,30.397,16.162,72.31224999999999,26.154,0,70,4.25,0.698,4.5,4.25
"↑ Finished better than predicted | ↑ Driving | 📈 SG OTT: trend continuing (0.924) | 📈 SG T2G: trend continuing (0.534) | 📉 SG Putting: trend continuing (0.225)","21688","Kim, S.H.",96,"T54",-3,-0.0764999999999999,0.338,306.82500000000005,266.635,0.7142499999999999,0.5614,0.26124999999999987,0.029,-0.235,-0.611,-0.17525,0.226,0.6715000000000001,0.414,-0.3377499999999999,-0.274,0.68075,0.5529999999999999,33.839,30.14,42.928,46.886,0,70.25,4,0.5835,2.75,3.5
"↑ Finished better than predicted | ↑ Driving | 📈 SG OTT: trend continuing (1.070) | 📉 Driving Accuracy: trend reversing (0.072) | 📉 Greens in Regulation: trend reversing (0.071)","28469","Highsmith, Joe",119,"T54",-3,-0.07649999999999996,-2.505,306.15,238.071,0.589,0.5081,0.42374999999999996,-1.069,0.462,-0.27,-0.2825000000000001,-0.463,0.24425000000000002,-0.336,-0.5005000000000001,0.091,0.7084999999999999,0.4915,29.335250000000002,23.678,43.5815,34.331,0,70.25,4,0.54125,2.75,3.75
"↓ Overall | 📉 SG T2G: trend reversing (2.370) | 📈 SG Around Green: trend reversing (0.475) | 📉 SG Approach: trend reversing (0.274)","29925","Yellamaraju, Sudarshan",54,"T54",-3,-0.07650000000000001,0.297,311,196.587,0.5,0.35969999999999996,0.08099999999999996,-0.378,0.5492500000000001,-0.021,-0.08524999999999999,-0.63,-0.3829999999999999,0.273,-0.15775000000000003,0.428,0.72225,0.408,31.454500000000003,17.996,61.60125,27.171,0,70.25,4,0.574,3,4
"↑ Putting | 📈 SG Putting: trend continuing (0.250) | 📈 SG Around Green: trend reversing (0.480) | 📉 Driving Accuracy: trend reversing (0.153)","18628","Campbell, Brian",56,"T54",-3,-0.07650000000000001,-0.783,288.875,225.453,0.5715,0.6006,-0.9405,0.042,0.5970000000000002,-0.096,-0.7992499999999999,0.467,-0.73825,-0.33,0.86375,-0.024,0.66675,0.5282,32.7345,24.001,67.1595,32.987,0,70.25,3.75,0.5285,3.75,3.75
"↑ Short Game | 📈 SG Around Green: trend continuing (0.713)","22085","Morikawa, Collin",29,"T54",-3,-0.07650000000000001,0.057,303.875,288.497,0.53575,0.7098,0.63925,0.248,0.18800000000000006,0.281,0.2512499999999999,-0.417,0.2,0.383,-0.7157499999999999,-0.98,0.6804999999999999,0.6747,30.540499999999998,25.881,68.63275,38.86,0,70.25,3.5,0.5890000000000001,3.5,3
"↑ Putting | 📈 SG Putting: trend reversing (4.038) | 📈 SG T2G: trend continuing (1.403) | 📈 SG Approach: trend reversing (1.152)","20954","Hirata, Kensei",59,"T54",-3,-0.07649999999999998,-1.663,296.65,196.55,0.7322500000000001,0.4386,0.5657500000000001,-1.309,-0.07074999999999998,-0.898,0.20425000000000001,-0.34,0.43225,-0.072,-0.6425000000000001,0.124,0.68075,0.4346,36.48125,20.068,83.95975,44.062,0,70.25,4,0.625,2.75,2
"↓ Putting | 📉 SG Putting: trend reversing (1.693) | 📉 SG Approach: trend continuing (0.677) | 📉 SG Around Green: trend continuing (0.449)","25319","VanDerLaan, John",37,"T60",-2,-0.32649999999999996,-0.17,314.625,182.614,0.6785,0.284,-0.578,-0.564,-0.4065,-0.077,-0.6015,0.005,0.42999999999999994,-0.492,0.25149999999999995,-0.251,0.7222500000000001,0.3843,28.66375,18.493,72.075,38.699,0,70.5,4,0.51425,3.5,3.5
"↑ Finished better than predicted | ↑ Overall | 📈 SG Total: trend reversing (7.653) | 📉 SG T2G: trend continuing (1.341) | 📈 SG OTT: trend continuing (0.621)","19729","Kanaya, Takumi",105,"T60",-2,-0.3265,-1.551,307.325,225.894,0.7145,0.5476,-1.2917500000000002,-0.945,-1.3655,-1.045,-0.7662500000000001,0.058,0.8400000000000001,0.043,0.9652499999999999,-0.801,0.5975,0.4396,42.00625,27.549,49.829750000000004,39.544,0,70.5,3.75,0.64025,4,2.5
"↓ Short Game | 📉 SG Around Green: trend continuing (1.540) | 📉 SG Approach: trend continuing (0.798) | 📈 SG Putting: trend reversing (0.392)","14792","Saddier, Adrien",79,"T60",-2,-0.3264999999999999,-1.121,308.95000000000005,167.648,0.71425,0.3343,0.08324999999999994,-0.466,-0.2074999999999999,-0.009,-0.274,-0.001,0.56475,-0.457,-0.40974999999999995,0.33,0.70825,0.3712,33.199,14.88,39.5805,29.75,0,70.5,3.5,0.625,3.25,2
"↑ Approach | 📈 SG Approach: trend reversing (6.590)","16283","Rodgers, Patrick",76,"T60",-2,-0.3265,0.372,313.075,273.515,0.589,0.5303,-0.09649999999999997,-0.054,-0.7525,-0.228,0.052749999999999964,0.091,0.6032500000000001,0.083,-0.22999999999999998,-0.159,0.6804999999999999,0.6077,37.648250000000004,28.174,50.7685,43.258,0,70.5,4,0.48224999999999996,5,4
"↑ Finished better than predicted | ↓ Overall | 📉 SG T2G: trend continuing (7.061) | 📈 SG Approach: trend reversing (0.392) | 📉 Greens in Regulation: trend reversing (0.078)","12577","Woodland, Gary",101,"T64",-1,-0.5765,-0.788,321.625,260.298,0.5175,0.534,-0.69275,-0.833,-0.5764999999999998,-0.169,-0.42925,-0.673,0.313,0.009,0.11600000000000002,0.017,0.6527499999999999,0.5443,32.11475,28.221,63.766749999999995,40.885,0,70.75,3.5,0.603,2.25,3.25
"↓ Finished worse than predicted | ↑ Approach | 📈 SG Approach: trend continuing (2.823) | 📈 SG Around Green: trend reversing (0.644) | 📈 SG Putting: trend reversing (0.289)","27364","Thompson, Davis",21,"T64",-1,-0.5765,0.463,307.675,273.243,0.625,0.5851,0.1835,0.727,0.16475,-0.238,-0.3415,0.391,0.36025000000000007,0.574,-0.76,-0.984,0.7222500000000001,0.631,31.66725,28.104,56.83225,47.718,0,70.75,2.75,0.532,2.25,1.75
"↓ Overall | 📉 SG Total: trend continuing (7.216) | 📈 SG Around Green: trend reversing (1.784) | 📈 SG Approach: trend reversing (0.288)","27164","Phillips, Chandler",55,"T66",0,-0.8265000000000001,-0.301,306.8,250.988,0.5535,0.5055,-3.19625,-0.129,-1.3564999999999998,-0.368,-0.95025,0.26,-0.8895,-0.02,2.3695,-0.204,0.514,0.5157,38.118,27.196,53.1855,53.73,0,71,3,0.645,4.25,4.5
"↑ Finished better than predicted | ↓ Short Game | 📉 SG Around Green: trend continuing (0.347) | 📈 SG OTT: trend reversing (0.518) | 📉 SG Putting: trend reversing (0.358)","17538","Homa, Max",102,"T66",0,-0.8264999999999999,-1.087,304.625,255.521,0.5177499999999999,0.5338,-1.0505,-0.751,-0.27449999999999997,-0.008,-0.2735,-0.398,-0.5025,-0.346,0.22400000000000003,0.386,0.66675,0.5428000000000001,32.9575,28.015,83.32625000000002,36.367,0,71,3,0.57725,1.25,2.5
"↑ Driving | 📈 SG OTT: trend continuing (2.253) | 📈 SG Total: trend reversing (0.599) | 📈 Driving Accuracy: trend continuing (0.140)","32055","Shipley, Neal",51,"T68",1,-1.0765,-1.386,308.75,112.52,0.7142499999999999,0.2676,0.48150000000000004,-0.421,0.42250000000000004,-0.145,-1.0495,-0.401,1.1084999999999998,0.125,-1.558,-0.225,0.722,0.2432,30.213,11.776,93.82275,25.466,0,71.25,4,0.50825,2.75,3.75
"↓ Finished worse than predicted | ↑ Short Game | 📈 SG Around Green: trend reversing (1.079) | 📈 SG Total: trend reversing (0.861) | 📈 SG T2G: trend continuing (0.350)","21943","Lebioda, Hank",28,"T68",1,-1.0765,-0.862,306.025,218.15,0.55375,0.4321,0.019500000000000017,-0.829,0.11974999999999998,-0.312,-0.3215,-0.44,0.22125,-0.077,-1.096,0.049,0.75,0.4094,34.8385,24.882,53.4395,38.155,0,71.25,2.25,0.56875,2.25,3.25
"↓ Finished worse than predicted | ↑ Putting | 📈 SG Putting: trend reversing (0.652) | 📉 SG OTT: trend reversing (0.260) | 📈 SG Around Green: trend reversing (0.215) | ❌ Underperformed model prediction","14502","Cauley, Bud",20,"T68",1,-1.0765000000000002,0.338,300.125,253.145,0.57125,0.5264,0.9105,0.253,1.1277499999999998,0.134,-0.24074999999999996,0.091,0.02350000000000002,0.028,-1.987,0.291,0.6527499999999999,0.6319,31.11275,26.052,56.558499999999995,38.994,0,71.25,3.5,0.44775,2.75,2.75
"⚠️ Model overestimated performance | ↑ Approach | 📈 SG Approach: trend continuing (3.006) | 📉 SG Putting: trend continuing (1.252) | 📈 SG T2G: trend reversing (0.545) | ❌ Underperformed model prediction","21074","Nakajima, Keita",10,"71",3,-1.5765000000000002,-0.523,307.25,270.719,0.55375,0.43270000000000003,-0.9287500000000001,0.525,0.42324999999999996,0.544,-0.26625000000000004,-0.399,-1.08575,0.38,-0.64775,-1.012,0.66675,0.6147,32.2,22.984,52.20275,41.886,0,71.75,3.75,0.437,2.75,4
"↓ Driving | 📉 SG OTT: trend continuing (0.159) | 📉 Driving Accuracy: trend continuing (0.054) | 📉 Greens in Regulation: trend reversing (0.061)","13470","Kizzire, Patton",94,"72",4,-1.8265000000000002,-0.713,300.45,261.524,0.375,0.5064,-1.56775,-0.669,0.09525000000000006,-0.427,0.43325,-0.215,-2.09625,-0.027,-0.25875,0.204,0.6527499999999999,0.5589999999999999,29.980749999999997,29.572,46.113,41.349,0,72,3.25,0.425,3.5,3.25
"↑ Overall | 📈 SG T2G: trend reversing (0.376) | 📈 SG Approach: trend reversing (0.337) | 📈 SG OTT: trend reversing (0.217)","17786","Davis, Cam",93,"73",7,-2.5765,-0.775,297.475,264.652,0.53575,0.4964,-1.8085,-0.415,-0.38075000000000003,-0.428,0.03425,0.284,-1.4619999999999997,-0.27,-0.768,-0.826,0.54175,0.5207999999999999,34.04875,29.64,50.624,44.31,0,72.75,3.5,0.591,2.5,4.5
"↑ Putting | 📈 SG Putting: trend continuing (5.888) | 📈 SG OTT: trend continuing (0.380)","12808","Grillo, Emiliano",52,"74",0,-0.41350000000000003,-1.302,299.79999999999995,271.051,0.5355,0.5905,-1.3915,-1.016,-1.0354999999999999,-0.502,-0.45299999999999996,-0.381,0.097,-0.134,0.9775,0.313,0.611,0.5661999999999999,34.158500000000004,27.182,59.3905,51.755,0,71,3.5,0.646,3.5,2
"↑ Overall | 📈 SG T2G: trend continuing (0.844) | 📈 SG Total: trend reversing (1.372) | 📈 SG Putting: trend reversing (1.111)","14509","Dahmen, Joel",74,"74",0,-0.4135,-0.038,299.95000000000005,265.637,0.857,0.6179,0.7725,0.194,-1.468,-0.061,0.9695,-0.058,1.271,0.313,-1.1860000000000002,-0.727,0.667,0.605,35.0155,27.298,40.122,39.311,0,71,4.5,0.8125,4.5,5.5
"↓ Short Game | 📉 SG Around Green: trend continuing (16.319) | 📈 SG T2G: trend continuing (10.100) | 📈 SG Approach: trend continuing (0.416)","22002","Dumont de Chassart, Adrien",45,"74",0,-0.41350000000000003,-0.759,312.5,249.172,0.5715,0.5149,0.021500000000000075,-0.01,0.8130000000000001,-0.415,-0.22100000000000003,-0.234,-0.5705,0.64,-0.4355,0.031,0.5835,0.5521,29.6755,26.139,35.6375,44.58,0,71,4,0.6875,3,5
"↑ Finished better than predicted | ↓ Approach | 📉 SG Approach: trend reversing (0.723) | 📈 SG Putting: trend continuing (0.220) | 📈 SG Around Green: trend reversing (0.231)","23465","Greyserman, Max",106,"74",0,-0.4135,0.036,315.2,260.01,0.393,0.48950000000000005,-0.9244999999999999,-0.599,1.2770000000000001,-0.037,-1.025,-0.023,-1.1764999999999999,-0.539,0.5105,-0.178,0.7225,0.5421,34.129,25.229,53.077,37.171,0,71,4.5,0.1875,4.5,2.5
"↑ Putting | 📈 SG Putting: trend reversing (1.141) | 📈 SG Around Green: trend continuing (0.294)","13412","Olesen, Thorbjorn",95,"74",0,-0.4135000000000001,-0.137,307.35,192.123,0.5,0.44329999999999997,-0.006500000000000006,0.243,-0.22899999999999998,0.203,1.0115,-0.259,-0.789,0.299,-0.40750000000000003,-0.174,0.6945,0.5226,30.206,11.911,56.260000000000005,17.852,0,71,2.5,0.757,2.5,5
"↑ Driving | 📈 SG OTT: trend reversing (0.166)","18103","Bezuidenhout, Christiaan",57,"74",1,-0.9135000000000001,0.875,291.3,261.45,0.643,0.5390999999999999,-0.46199999999999997,-0.746,-0.6379999999999999,-0.361,0.233,0.172,-0.057,-0.557,-0.45199999999999996,0.604,0.5835,0.5740999999999999,34.4605,28.642,66.2595,51.429,0,71.5,2.5,0.6305000000000001,1,2.5
"↑ Finished better than predicted | ↓ Putting | 📉 SG Putting: trend reversing (1.941) | 📉 SG Approach: trend continuing (0.497) | 📈 SG OTT: trend reversing (0.577)","12909","Campos, Rafael",123,"74",1,-0.9135,-1.112,303.6,246.18,0.607,0.3837,-1.5234999999999999,-0.904,-0.5694999999999999,-0.094,-0.2285,-0.331,-0.7255,-0.479,0.6095,0.029,0.611,0.514,32.889,26.267,47.085499999999996,35.717,0,71.5,2.5,0.619,3.5,4
"↑ Finished better than predicted | ↑ Putting | 📈 SG Putting: trend continuing (3.179) | 📈 SG Approach: trend reversing (0.494) | 📈 SG Total: trend reversing (0.485)","24304","Vilips, Karl",109,"74",1,-0.9135,-0.456,304.65,258.75,0.429,0.5239,-1.4644999999999997,-0.847,-1.0565,0.097,0.09000000000000002,-0.503,-0.49800000000000005,-0.442,0.551,-0.18,0.5555,0.6347999999999999,32.305,27.944,57.635999999999996,43.942,0,71.5,2,0.757,3.5,4.5
"↑ Driving | 📈 SG OTT: trend continuing (0.884) | 📈 SG T2G: trend continuing (0.332) | 📈 SG Around Green: trend continuing (0.309)","16333","Hubbard, Mark",97,"74",1,-0.9135000000000001,-0.925,297.95,269.21,0.607,0.5266,0.39150000000000007,-0.552,-0.7294999999999999,-0.466,0.7735,0.15,0.34750000000000003,-0.236,-1.3054999999999999,-0.912,0.639,0.5622,32.87,27.257,66.666,51.296,0,71.5,3.5,0.6905,1,2.5
"↓ Finished worse than predicted | ↓ Short Game | 📉 SG Around Green: trend continuing (2.438) | 📈 SG OTT: trend continuing (2.436) | 📉 SG Total: trend continuing (0.842)","12423","Kirk, Chris",22,"74",1,-0.9135000000000001,-0.015,305.79999999999995,257.576,0.5715,0.5165,0.19999999999999996,0.626,0.015500000000000014,0.164,-0.245,0.315,0.4295,0.147,-1.1139999999999999,-0.8,0.6945,0.6147,31.911500000000004,27.384,66.5495,35.496,0,71.5,2.5,0.635,1.5,3
"↓ Driving | 📉 SG OTT: trend continuing (0.276) | 📉 SG Around Green: trend reversing (0.343) | 📈 SG Approach: trend reversing (0.342)","14926","Malnati, Peter",85,"74",1,-0.9135,-0.639,300.45,262.691,0.5355,0.38299999999999995,-0.5269999999999999,-1.001,-0.596,-1.393,1.385,0.96,-1.316,-0.567,-0.387,0.182,0.6115,0.4938,35.120000000000005,35.802,65.1285,48.018,0,71.5,4.5,0.514,3.5,7
"↑ Finished better than predicted | ↓ Overall | 📉 SG Total: trend continuing (0.463) | 📉 SG Around Green: trend continuing (0.267) | 📉 Driving Accuracy: trend continuing (0.047)","25908","Whaley, Vince",111,"74",1,-0.9135,-2.225,303.15,254.945,0.429,0.3575,-2.395,-1.684,-0.536,-0.649,-0.683,-0.403,-1.176,-0.632,1.4809999999999999,0.545,0.5555,0.5096,43.319,26.972,55.644000000000005,48.875,0,71.5,4,0.628,4.5,3.5
"↑ Overall | 📈 SG Total: trend reversing (0.985) | 📉 SG Putting: trend continuing (0.383)","26653","Eckroat, Austin",75,"74",2,-1.4135,-0.003,306.20000000000005,266.71,0.6425,0.6076,-0.07799999999999996,0.122,0.401,0.177,-0.8340000000000001,-0.22,0.355,0.165,-1.3355000000000001,-0.519,0.6115,0.6046,28.926000000000002,25.361,61.0335,48.284,0,72,3,0.3885,3,3.5
"↓ Putting | 📉 SG Putting: trend continuing (0.427) | 📉 SG Approach: trend continuing (0.417) | 📉 SG Around Green: trend reversing (0.568)","24342","Higgo, Garrick",91,"74",2,-1.4135,0.352,308.65,284.216,0.571,0.5748,-1.138,-0.209,-2.452,-0.261,0.6715000000000001,-0.095,0.6425000000000001,0.147,-0.27549999999999997,-0.194,0.5555,0.6224000000000001,36.587,25.437,76.8175,39.418,0,72,3.5,0.591,2,3.5
"↓ Finished worse than predicted","16243","Koepka, Brooks",33,"74",2,-1.4135,0.454,309,284.462,0.46399999999999997,0.4065,0.2625,0.841,0.183,0.322,0.16549999999999998,0.361,-0.08600000000000008,0.158,-1.676,0.152,0.639,0.5974,34.13549999999999,27.521,27.0475,42.626,0,72,2.5,0.595,3.5,4
"↑ Finished better than predicted | ↓ Driving | 📉 SG OTT: trend continuing (4.208) | 📈 SG Approach: trend reversing (2.963) | 📉 SG Around Green: trend continuing (1.262)","20766","Brown, Dan",115,"74",2,-1.4135,0.349,303.65,209.97,0.643,0.4311,-2.224,0.18,-1.2415,0.327,-0.534,-0.017,-0.4485,-0.131,0.81,0.479,0.5555,0.4817,32.7735,20.463,68.213,42.69,0,72,4,0.519,4.5,4.5
"↓ Overall | 📉 SG Total: trend continuing (0.949) | 📉 SG Putting: trend reversing (1.486) | 📈 SG T2G: trend reversing (1.320)","15575","Hoge, Tom",81,"74",2,-1.4135,-0.29,299.85,262.748,0.5,0.5515,-2.6879999999999997,-0.833,-1.9354999999999998,-0.112,-0.39599999999999996,-0.224,-0.35650000000000004,-0.497,1.274,-0.646,0.5275,0.5288,41.4405,27.931,56.426,36.286,0,72,3,0.6134999999999999,3,5.5
"↓ Short Game | 📉 SG Around Green: trend continuing (0.560)","28635","McCarty, Matt",60,"74",2,-1.4135,-0.674,301.3,274.109,0.536,0.5766,-2.6635,-0.733,-0.9115,-0.295,-0.9765,-0.118,-0.7755,-0.32,1.2495,0.757,0.5,0.5586,36.5295,31.493,49.625,56.74,0,72,3.5,0.607,3,4
"↓ Finished worse than predicted | ↑ Putting | 📈 SG Putting: trend reversing (0.377)","17576","Conners, Corey",38,"74",2,-1.4135,-0.336,300.7,292.818,0.607,0.6507999999999999,-0.9864999999999999,0.38,-0.599,0.631,-0.44599999999999995,-0.393,0.058499999999999996,0.142,-0.4275,-0.035,0.667,0.7069,31.984499999999997,29.879,87.5735,45.322,0,72,2.5,0.5,2.5,3.5
"↓ Finished worse than predicted | ↓ Short Game | 📉 SG Around Green: trend continuing (2.985) | 📉 SG Approach: trend reversing (3.611) | 📈 Greens in Regulation: trend continuing (0.060)","21889","Kang, Jeffrey",36,"74",2,-1.4135,-2.438,299.4,230.991,0.4285,0.3259,-0.76,-1.57,0.6420000000000001,-0.011,-0.022999999999999965,-0.145,-1.379,-1.414,-0.6539999999999999,-0.548,0.611,0.4205,44.391999999999996,20.088,38.0865,31.821,0,72,2,0.5725,1.5,4.5
"↑ Finished better than predicted | ↑ Putting | 📈 SG Putting: trend reversing (3.659) | 📈 SG OTT: trend continuing (1.556) | 📈 SG Around Green: trend continuing (0.182)","17550","van Rooyen, Erik",110,"74",2,-1.4135,-0.742,308.7,261.978,0.5355,0.5053,-0.27099999999999996,-0.141,-1.2235,0.285,0.6925000000000001,-0.269,0.26,-0.158,-1.143,-0.564,0.583,0.604,36.894999999999996,25.554,51.7235,39.414,0,72,3.5,0.495,3,6
"","16591","Rozo, Marcelo","","74",3,-1.9135,"",294.8,"",0.643,"",1.4155,"",0.4135,"",1.26,"",-0.25800000000000006,"",-3.3289999999999997,"",0.722,"",31.564,"",66.4285,"",0,72.5,3,0.5075,2,3.5
"↑ Finished better than predicted | ↓ Driving | 📉 SG OTT: trend continuing (0.848) | 📉 SG Total: trend continuing (0.704) | 📈 SG Around Green: trend reversing (0.161)","19960","Pavon, Matthieu",112,"74",3,-1.9135,0.05,304.95,271.081,0.6075,0.5384,-1.826,-1.015,-1.4155,-0.532,-0.2495,-0.698,-0.161,0.215,-0.08749999999999997,0.87,0.5275,0.5849,34.5415,31.988,67.69500000000001,47.562,0,72.5,4.5,0.552,5,5.5
"↓ Short Game | 📉 SG Around Green: trend reversing (1.436) | 📉 Driving Accuracy: trend continuing (0.056) | 📉 Greens in Regulation: trend reversing (0.050)","11276","Horschel, Billy",65,"74",3,-1.9135,-0.445,302.9,263.347,0.4285,0.4879,-0.443,-0.195,-0.3205,0.142,0.875,-0.026,-0.9975,-0.311,-1.4705,0.41,0.6665,0.5813,30.832,27.968,66.1395,47.209,0,72.5,3,0.4585,3,4.5
"↓ Putting | 📉 SG Putting: trend continuing (0.219) | 📈 SG Around Green: trend continuing (0.163)","15310","Li, Haotong",89,"74",3,-1.9135,-1.428,308.05,259.558,0.5355,0.5764,-0.6495000000000001,-1.904,-2.165,-0.203,0.967,-1.215,0.5485,-0.486,-1.264,0.47,0.5835,0.5243,35.064,25.414,87.886,45.566,0,72.5,3.5,0.6034999999999999,3.5,7
"↑ Overall | 📈 SG Total: trend reversing (13.066) | 📉 SG Around Green: trend continuing (2.704) | 📈 SG Approach: trend reversing (2.258)","11676","Finau, Tony",48,"74",3,-1.9135,0.748,312.6,264.1,0.39249999999999996,0.6167,-2.166,0.589,-1.914,0.508,-0.05300000000000002,-0.374,-0.19899999999999995,0.454,0.2525,-0.377,0.5,0.6164000000000001,30.514000000000003,27.295,56.058,34.31,0,72.5,2.5,0.5914999999999999,3.5,4
"↓ Finished worse than predicted | ↓ Putting | 📉 SG Putting: trend continuing (0.724) | 📉 SG Total: trend continuing (0.643) | 📉 SG OTT: trend continuing (0.474)","14636","Spieth, Jordan",41,"74",3,-1.9135,0.616,306.65,295.801,0.4645,0.595,-1.3065,0.42,-0.381,0.283,-0.629,-0.01,-0.2965,0.147,-0.6075,0.198,0.639,0.7145,33.554,31.801,60.115500000000004,42.128,0,72.5,3,0.6,4,4
"↑ Finished better than predicted","5768","Hoffman, Charley",107,"74",3,-1.9135,-1.461,302.79999999999995,245.569,0.5,0.4032,-1.695,-0.663,-1.178,-0.059,-0.5345000000000001,-0.153,0.01750000000000007,-0.452,-0.21900000000000008,-0.55,0.556,0.5123,38.545500000000004,24.136,67.98,43.045,0,72.5,4,0.5225,3.5,5
"↓ Driving | 📉 SG OTT: trend continuing (0.635) | 📉 SG Total: trend continuing (0.444) | 📈 SG Approach: trend continuing (0.317)","24956","Blanchet, Chandler",67,"74",3,-1.9135,-0.389,302.1,118.769,0.5715,0.25730000000000003,-1.2725,-0.148,0.07200000000000001,0.136,-0.7585,-0.286,-0.5860000000000001,0.002,-0.6415,-0.774,0.5555,0.2878,31.508499999999998,10.915,79.577,21.062,0,72.5,2.5,0.5845,2.5,4.5
"↓ Finished worse than predicted | ↑ Overall | 📈 SG Total: trend reversing (0.972) | 📈 SG Around Green: trend reversing (0.364) | 📈 Driving Accuracy: trend continuing (0.103)","22985","Smotherman, Austin",27,"74",4,-2.4135,-0.825,305.95000000000005,231.955,0.6425,0.49950000000000006,-1.3665000000000003,-0.579,0.779,-0.18,-0.014000000000000002,-0.536,-2.1315,0.137,-1.0474999999999999,0.034,0.75,0.4635,30.247,24.882,61.361999999999995,30.762,0,73,4,0.5895,2,4.5
"↓ Finished worse than predicted | ↓ Overall | 📉 SG Total: trend continuing (2.820) | 📈 SG T2G: trend reversing (0.755) | 📉 SG OTT: trend reversing (0.442)","30620","Chatfield, Davis",26,"74",4,-2.4135,-1.029,291.75,130.473,0.5,0.3553,-0.9490000000000001,-0.233,-1.0045,-0.436,-0.019000000000000017,0.159,0.07450000000000001,0.043,-1.4645,-0.612,0.639,0.2726,29.1555,13.68,77.3255,39.535,0,73,2.5,0.5145,4.5,4
"↑ Finished better than predicted | ↓ Driving | 📉 SG OTT: trend continuing (0.711) | 📈 SG Around Green: trend continuing (0.262) | 📈 SG Approach: trend reversing (0.196)","20722","Schmid, Matti",117,"74",4,-2.4135,-1.888,307.79999999999995,270.398,0.571,0.4113,-0.39949999999999997,-1.776,-0.9835,-0.664,1.241,-0.54,-0.657,-0.571,-2.0145,0.344,0.5835,0.5357,32.074,28.943,46.191,38.748,0,73,3,0.6234999999999999,1.5,4.5
"↓ Putting | 📉 SG Putting: trend continuing (0.431) | 📈 Greens in Regulation: trend continuing (0.145) | 📈 Driving Accuracy: trend reversing (0.127)","25475","Nyholm, Pontus",61,"74",4,-2.4135,-3.092,314.29999999999995,110.769,0.25,0.12179999999999999,-1.7095,-1.603,-0.36749999999999994,-0.834,-0.648,0.284,-0.694,-1.054,-0.7045,-0.011,0.6115,0.20850000000000002,31.398,17.282,59.1045,19.532,0,73,2.5,0.527,1.5,4
"↑ Finished better than predicted | ↓ Driving | 📉 SG OTT: trend reversing (0.770) | 📈 SG T2G: trend reversing (0.511) | 📉 SG Putting: trend continuing (0.242)","22833","Echavarria, Nico",116,"74",4,-2.4135,-1.608,306.1,255.226,0.6785,0.5435,-1.7295,-2.296,-1.718,-1.366,-0.8239999999999998,-1.085,0.8125,0.155,-0.684,0.614,0.611,0.5661,36.541,29.675,27.153499999999998,48.32,0,73,2,0.5235,3,3.5
"↓ Finished worse than predicted | ❌ Underperformed model prediction","22465","Penge, Marco",16,"74",4,-2.4135,-3.019,321.85,140.002,0.4285,0.2895,-2.161,0.119,-1.9055,-0.752,-1.009,0.197,0.7535000000000001,0.675,-0.253,-1.254,0.556,0.2751,40.6335,15.151,60.0385,42.981,0,73,2.5,0.5,2.5,4.5
"↓ Overall | 📉 SG T2G: trend continuing (4.334) | 📉 SG Total: trend continuing (1.893) | 📈 SG Approach: trend continuing (1.724)","11451","Garnett, Brice",98,"74",4,-2.4135,-0.765,287.45,254.254,0.714,0.5966,-1.5795,-0.349,0.209,-0.41,-0.3015,0.212,-1.487,-0.15,-0.8345,0.031,0.556,0.6012,33.7025,29.686,50.6415,57.116,0,73,2,0.5960000000000001,1,5.5
"↑ Finished better than predicted | ↓ Overall | 📉 SG T2G: trend continuing (0.977) | 📈 SG OTT: trend reversing (1.124) | 📈 SG Total: trend reversing (0.561)","27900","Potgieter, Aldrich",114,"74",5,-2.9135,-1.008,322,162.204,0.25,0.3421,-1.5655000000000001,0.001,-0.368,0.177,-0.07,-0.416,-1.1275,0.24,-1.3485,-0.317,0.47250000000000003,0.3679,32.214999999999996,9.692,48.183,18.539,0,73.5,2,0.591,1,3.5
