
Tournament: WM Phoenix Open (2026),Last updated: 2026-02-11T16:43:11.377Z
Course: TPC Scottsdale (Stadium Course),Found 123 players from historical_csv
Data Date: 2026-02-23T18:01:31.782Z
DG ID,Player Name,Finish Position,Model Rank,Finish Highlight,Finish Bg,Finish Font,Finish Bold,Model Rank Highlight,Model Rank Bg,Model Rank Font,Model Rank Bold,SG Total Color,Driving Distance Color,Driving Accuracy Color,SG T2G Color,SG Approach Color,SG Around Green Color,SG OTT Color,SG Putting Color,Greens in Regulation Color,Fairway Proximity Color,Rough Proximity Color
"22833","Echavarria, Nico","74",116,"","","","","","","","","#F2DEDE","#DFF0D8","#DFF0D8","#DFF0D8","#F2DEDE","#DFF0D8","#DFF0D8","#F2DEDE","#DFF0D8","#F2DEDE","#DFF0D8"
"22465","Penge, Marco","74",16,"","","","","","","","","#DFF0D8","#DFF0D8","#DFF0D8","#F2DEDE","#F2DEDE","#F2DEDE","#DFF0D8","#DFF0D8","#DFF0D8","#F2DEDE","#F2DEDE"
"11451","Garnett, Brice","74",98,"","","","","","","","","#F2DEDE","#DFF0D8","#DFF0D8","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#DFF0D8"
"27900","Potgieter, Aldrich","74",114,"","","","","","","","","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE"
"19483","Burns, Sam","74",42,"","","","","","","","","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE"
"27194","Hall, Harry","74",70,"","","","","","","","","#F2DEDE","#DFF0D8","#DFF0D8","#F2DEDE","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE"
"8825","Harman, Brian","74",7,"","","","","","","","","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE"
"11049","Simpson, Webb","74",50,"","","","","","","","","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE"
"23475","Novak, Andrew","74",63,"","","","","","","","","#F2DEDE","#DFF0D8","#DFF0D8","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE"
"19872","Riley, Davis","74",121,"","","","","","","","","#F2DEDE","#DFF0D8","#DFF0D8","#F2DEDE","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE"
"19477","Schenk, Adam","74",88,"","","","","","","","","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE"
"25003","Walker, Danny","74",99,"","","","","","","","","#F2DEDE","#DFF0D8","#DFF0D8","#F2DEDE","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE"
"17032","Tosti, Alejandro","74",104,"","","","","","","","","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE"
"21756","Cole, Eric","74",32,"","","","","","","","","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE"
"29770","Mouw, William","74",120,"","","","","","","","","#F2DEDE","#DFF0D8","#DFF0D8","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE"
"31585","Avant, Thomas","74",9,"","","","","","","","","#F2DEDE","#DFF0D8","#DFF0D8","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE"
"28016","Gonzalez, Emilio","74",43,"","","","","","","","","#F2DEDE","#DFF0D8","#DFF0D8","#F2DEDE","#F2DEDE","#F2DEDE","#F2DEDE","#DFF0D8","#F2DEDE","#F2DEDE","#F2DEDE"
