
Tournament: WM Phoenix Open (2026),Last updated: 2026-02-11T16:43:11.377Z
Course: TPC Scottsdale (Stadium Course),Found 123 players from historical_csv
Data Date: 2026-02-23T18:01:31.782Z
DG ID,Player Name,Finish Position,SG Total Z,SG Total Z Adj,Driving Distance Z,Driving Distance Z Adj,Driving Accuracy Z,Driving Accuracy Z Adj,SG T2G Z,SG T2G Z Adj,SG Approach Z,SG Approach Z Adj,SG Around Green Z,SG Around Green Z Adj,SG OTT Z,SG OTT Z Adj,SG Putting Z,SG Putting Z Adj,Greens in Regulation Z,Greens in Regulation Z Adj,Fairway Proximity Z,Fairway Proximity Z Adj,Rough Proximity Z,Rough Proximity Z Adj
"28635","McCarty, Matt","74",-0.459321,-0.459321,-0.785615,-0.785615,-0.20068,-0.20068,-1.401081,-1.401081,-0.749763,-0.749763,-1.338396,-1.338396,-0.781873,-0.781873,1.382089,1.382089,-1.705173,-1.705173,0.838735,-0.838735,-0.511093,0.511093
"17576","Conners, Corey","74",-0.459321,-0.459321,-0.862265,-0.862265,0.516985,0.516985,-0.394393,-0.394393,-0.428857,-0.428857,-0.589317,-0.589317,0.212118,0.212118,-0.281254,-0.281254,0.199033,0.199033,-0.273064,0.273064,2.348399,-2.348399
"21889","Kang, Jeffrey","74",-0.459321,-0.459321,-1.028341,-1.028341,-1.287285,-1.287285,-0.258428,-0.258428,0.845523,0.845523,0.00797,0.00797,-1.501146,-1.501146,-0.505909,-0.505909,-0.439503,-0.439503,2.762063,-2.762063,-1.380541,1.380541
"17550","van Rooyen, Erik","74",-0.459321,-0.459321,0.15974,0.15974,-0.205734,-0.205734,0.035115,0.035115,-1.070155,-1.070155,1.018274,1.018274,0.452273,0.452273,-0.990927,-0.990927,-0.758772,-0.758772,0.928144,-0.928144,-0.352967,0.352967
"16591","Rozo, Marcelo","74",-0.703576,-0.703576,-1.615994,-1.615994,0.880871,0.880871,1.047505,1.047505,0.610877,0.610877,1.819598,1.819598,-0.165098,-0.165098,-3.159124,-3.159124,0.826166,0.826166,-0.375927,0.375927,0.755083,-0.755083
"19960","Pavon, Matthieu","74",-0.703576,-0.703576,-0.319325,-0.319325,0.522039,0.522039,-0.898338,-0.898338,-1.267319,-1.267319,-0.311854,-0.311854,-0.04949,-0.04949,0.055977,0.055977,-1.391607,-1.391607,0.35243,-0.35243,0.850516,-0.850516
"11276","Horschel, Billy","74",-0.703576,-0.703576,-0.581213,-0.581213,-1.287285,-1.287285,-0.068135,-0.068135,-0.142866,-0.142866,1.275968,1.275968,-1.046461,-1.046461,-1.315759,-1.315759,0.193331,0.193331,-0.554989,0.554989,0.733306,-0.733306
"15310","Li, Haotong","74",-0.703576,-0.703576,0.076702,0.076702,-0.205734,-0.205734,-0.192095,-0.192095,-2.036979,-2.036979,1.405875,1.405875,0.796117,0.796117,-1.110941,-1.110941,-0.75307,-0.75307,0.480244,-0.480244,2.371946,-2.371946
"11676","Finau, Tony","74",-0.703576,-0.703576,0.657968,0.657968,-1.651171,-1.651171,-1.102436,-1.102436,-1.779228,-1.779228,-0.034391,-0.034391,-0.09478,-0.09478,0.393208,0.393208,-1.705173,-1.705173,-0.632779,0.632779,-0.026354,0.026354
"14636","Spieth, Jordan","74",-0.703576,-0.703576,-0.102149,-0.102149,-0.923398,-0.923398,-0.586486,-0.586486,-0.204993,-0.204993,-0.847717,-0.847717,-0.210984,-0.210984,-0.459788,-0.459788,-0.120235,-0.120235,0.110867,-0.110867,0.279386,-0.279386
"5768","Hoffman, Charley","74",-0.703576,-0.703576,-0.593989,-0.593989,-0.564566,-0.564566,-0.819699,-0.819699,-1.023431,-1.023431,-0.714281,-0.714281,0.163252,0.163252,-0.074452,-0.074452,-1.066637,-1.066637,1.33189,-1.33189,0.871991,-0.871991
"24956","Blanchet, Chandler","74",-0.703576,-0.703576,-0.683414,-0.683414,0.158152,0.158152,-0.566077,-0.566077,0.260191,0.260191,-1.030574,-1.030574,-0.556021,-0.556021,-0.493511,-0.493511,-1.072338,-1.072338,-0.389504,0.389504,1.745847,-1.745847
"22985","Smotherman, Austin","74",-0.947831,-0.947831,-0.191574,-0.191574,0.875817,0.875817,-0.622504,-0.622504,0.986208,0.986208,0.020678,0.020678,-2.398003,-2.398003,-0.896204,-0.896204,1.145435,1.145435,-0.698092,0.698092,0.373313,-0.373313
"30620","Chatfield, Davis","74",-0.947831,-0.947831,-2.005633,-2.005633,-0.564566,-0.564566,-0.371883,-0.371883,-0.845264,-0.845264,0.013618,0.013618,0.231187,0.231187,-1.309808,-1.309808,-0.120235,-0.120235,-0.965096,0.965096,1.576193,-1.576193
"20722","Schmid, Matti","74",-0.947831,-0.947831,0.044765,0.044765,0.153098,0.153098,-0.042023,-0.042023,-0.823699,-0.823699,1.792769,1.792769,-0.640641,-0.640641,-1.855329,-1.855329,-0.75307,-0.75307,-0.251171,0.251171,-0.769851,0.769851
"25475","Nyholm, Pontus","74",-0.947831,-0.947831,0.875144,0.875144,-3.091554,-3.091554,-0.828404,-0.828404,-0.19113,-0.19113,-0.874546,-0.874546,-0.684739,-0.684739,-0.555998,-0.555998,-0.433802,-0.433802,-0.416534,0.416534,0.203206,-0.203206
"22833","Echavarria, Nico","74",-0.947831,-0.947831,-0.172411,-0.172411,1.239703,1.239703,-0.840409,-0.840409,-1.577956,-1.577956,-1.123062,-1.123062,1.110762,1.110762,-0.535665,-0.535665,-0.439503,-0.439503,0.841548,-0.841548,-2.204363,2.204363
"22465","Penge, Marco","74",-0.947831,-0.947831,1.839661,1.839661,-1.287285,-1.287285,-1.099435,-1.099435,-1.770499,-1.770499,-1.384287,-1.384287,1.040444,1.040444,-0.108175,-0.108175,-1.066637,-1.066637,1.842657,-1.842657,0.273584,-0.273584
"11451","Garnett, Brice","74",-0.947831,-0.947831,-2.554961,-2.554961,1.598536,1.598536,-0.750366,-0.750366,0.400876,0.400876,-0.385279,-0.385279,-1.629865,-1.629865,-0.684939,-0.684939,-1.066637,-1.066637,0.147193,-0.147193,-0.434497,0.434497
"27900","Potgieter, Aldrich","74",-1.192086,-1.192086,1.858824,1.858824,-3.091554,-3.091554,-0.741962,-0.741962,-0.191644,-0.191644,-0.058395,-0.058395,-1.2014,-1.2014,-1.194753,-1.194753,-2.01874,-2.01874,-0.216679,0.216679,-0.61975,0.61975
"19483","Burns, Sam","74",-1.192086,-1.192086,1.239233,1.239233,-0.564566,-0.564566,-1.044508,-1.044508,-0.102817,-0.102817,-2.595804,-2.595804,0.23655,0.23655,-0.694858,-0.694858,-0.120235,-0.120235,0.390713,-0.390713,0.247249,-0.247249
"27194","Hall, Harry","74",-1.192086,-1.192086,-0.089374,-0.089374,-0.20068,-0.20068,-1.340752,-1.340752,-2.286515,-2.286515,0.541715,0.541715,-0.465441,-0.465441,-0.205377,-0.205377,-2.338008,-2.338008,1.358431,-1.358431,0.027334,-0.027334
"8825","Harman, Brian","74",-1.192086,-1.192086,-1.513793,-1.513793,0.158152,0.158152,-0.51025,-0.51025,-0.78211,-0.78211,0.561484,0.561484,-0.579261,-0.579261,-1.577609,-1.577609,-1.072338,-1.072338,-0.309758,0.309758,1.035844,-1.035844
"11049","Simpson, Webb","74",-1.436341,-1.436341,-1.283842,-1.283842,-1.287285,-1.287285,-1.376469,-1.376469,-0.48585,-0.48585,-0.33021,-0.33021,-1.890281,-1.890281,-0.642289,-0.642289,-0.75307,-0.75307,0.162238,-0.162238,2.346176,-2.346176
"23475","Novak, Andrew","74",-1.680596,-1.680596,-0.268224,-0.268224,-0.205734,-0.205734,-1.633393,-1.633393,-1.727369,-1.727369,-0.226426,-0.226426,-1.047057,-1.047057,-0.713703,-0.713703,-1.385905,-1.385905,1.198327,-1.198327,-0.222306,0.222306
"19872","Riley, Davis","74",-1.680596,-1.680596,-0.166024,-0.166024,-0.205734,-0.205734,-1.871409,-1.871409,-1.809521,-1.809521,1.044396,1.044396,-2.496925,-2.496925,-0.320432,-0.320432,-0.439503,-0.439503,2.342172,-2.342172,2.011727,-2.011727
"19477","Schenk, Adam","74",-1.680596,-1.680596,-0.3321,-0.3321,-1.282231,-1.282231,-1.050811,-1.050811,-1.461916,-1.461916,0.423105,0.423105,-0.746714,-0.746714,-1.675803,-1.675803,-0.439503,-0.439503,-0.050338,0.050338,0.698305,-0.698305
"25003","Walker, Danny","74",-1.924851,-1.924851,-0.504563,-0.504563,-1.646117,-1.646117,-1.139654,-1.139654,-1.173871,-1.173871,0.89684,0.89684,-1.657277,-1.657277,-2.025432,-2.025432,-2.338008,-2.338008,1.506304,-1.506304,0.283983,-0.283983
"17032","Tosti, Alejandro","74",-1.924851,-1.924851,1.009282,1.009282,-2.010003,-2.010003,-0.725454,-0.725454,-0.735386,-0.735386,0.147054,0.147054,-0.710959,-0.710959,-2.709813,-2.709813,-2.34371,-2.34371,2.06673,-2.06673,-1.179728,1.179728
"21756","Cole, Eric","74",-2.169106,-2.169106,-0.504563,-0.504563,-2.010003,-2.010003,-2.217176,-2.217176,-0.875044,-0.875044,-0.66486,-0.66486,-2.825276,-2.825276,-0.740979,-0.740979,-1.072338,-1.072338,3.264146,-3.264146,-0.552461,0.552461
"29770","Mouw, William","74",-2.657616,-2.657616,-1.481856,-1.481856,0.516985,0.516985,-2.339335,-2.339335,-0.936145,-0.936145,-2.472252,-2.472252,-1.471351,-1.471351,-1.530992,-1.530992,-1.385905,-1.385905,2.005941,-2.005941,-0.617037,0.617037
"31585","Avant, Thomas","74",-4.123147,-4.123147,-2.29946,-2.29946,-0.923398,-0.923398,-3.817251,-3.817251,-2.188446,-2.188446,-4.787267,-4.787267,-0.998192,-0.998192,-2.064611,-2.064611,-1.705173,-1.705173,1.124452,-1.124452,1.953367,-1.953367
"28016","Gonzalez, Emilio","74",-2.267052,-2.267052,-1.973696,-1.973696,-0.564566,-0.564566,-3.03117,-3.03117,-2.60588,-2.60588,-0.489063,-0.489063,-2.58095,-2.58095,0.405607,0.405607,-3.60938,-3.60938,2.972926,-2.972926,1.315136,-1.315136
