
Tournament: American Express (2026),Last updated: 2026-02-23T13:08:01.927Z
Course: La Quinta Country Club,Found 156 players from historical_csv
Data Date: 2026-02-23T19:56:20.841Z
DG ID,Player Name,Finish Position,SG Total Z,SG Total Z Adj,Driving Distance Z,Driving Distance Z Adj,Driving Accuracy Z,Driving Accuracy Z Adj,SG T2G Z,SG T2G Z Adj,SG Approach Z,SG Approach Z Adj,SG Around Green Z,SG Around Green Z Adj,SG OTT Z,SG OTT Z Adj,SG Putting Z,SG Putting Z Adj,Greens in Regulation Z,Greens in Regulation Z Adj,Fairway Proximity Z,Fairway Proximity Z Adj,Rough Proximity Z,Rough Proximity Z Adj
"13764","Parry, John","T56",0.22597,0.22597,0.769162,0.769162,0.227791,0.227791,-0.048122,-0.048122,-0.148009,-0.148009,0.334063,0.334063,-0.191335,-0.191335,0.082473,0.082473,0.594897,0.594897,0.07611,-0.07611,-0.242333,0.242333
"19872","Riley, Davis","T56",0.22597,0.22597,0.806284,0.806284,0.864452,0.864452,-1.351818,-1.351818,-1.473481,-1.473481,-0.322263,-0.322263,-0.260169,-0.260169,1.426974,1.426974,0.917584,0.917584,1.652786,-1.652786,0.714699,-0.714699
"17606","Berger, Daniel","T56",0.348015,0.348015,0.892633,0.892633,0.867441,0.867441,0.655354,0.655354,-0.140151,-0.140151,1.542518,1.542518,0.171661,0.171661,-0.593227,-0.593227,1.077474,1.077474,1.194962,-1.194962,0.238034,-0.238034
"30620","Chatfield, Davis","T63",0.088687,0.088687,0.616637,0.616637,2.36195,2.36195,0.343992,0.343992,-0.473394,-0.473394,0.659232,0.659232,0.896478,0.896478,-1.05918,-1.05918,0.757694,0.757694,0.508658,-0.508658,3.083959,-3.083959
"27164","Phillips, Chandler","T63",0.088687,0.088687,0.807898,0.807898,0.652232,0.652232,0.496761,0.496761,0.401682,0.401682,1.180221,1.180221,-0.717298,-0.717298,-0.404639,-0.404639,0.754787,0.754787,0.935462,-0.935462,-0.224628,0.224628
"28159","Meissner, Mac","T63",0.372588,0.372588,0.819196,0.819196,0.652232,0.652232,0.661708,0.661708,0.934585,0.934585,-0.737258,-0.737258,0.655265,0.655265,-0.929928,-0.929928,1.400161,1.400161,-0.178507,0.178507,0.066355,-0.066355
"19840","Ramey, Chad","T63",0.088687,0.088687,0.714285,0.714285,0.867441,0.867441,-1.003124,-1.003124,-1.407403,-1.407403,-0.122251,-0.122251,0.209314,0.209314,-0.55873,-0.55873,-0.053384,-0.053384,0.695421,-0.695421,0.481949,-0.481949
"10104","Power, Seamus","T63",0.372588,0.372588,0.795793,0.795793,-0.199638,-0.199638,-0.059243,-0.059243,0.240953,0.240953,0.376581,0.376581,-0.898502,-0.898502,0.782552,0.782552,1.080381,1.080381,0.054282,-0.054282,1.115734,-1.115734
"17646","Fitzpatrick, Matt","T63",0.088687,0.088687,0.787723,0.787723,0.867441,0.867441,-0.043621,-0.043621,0.270242,0.270242,-0.28274,-0.28274,-0.264287,-0.264287,-0.38532,-0.38532,1.080381,1.080381,0.047676,-0.047676,0.717259,-0.717259
"22002","Dumont de Chassart, Adrien","69",0.235305,0.235305,0.841792,0.841792,1.079661,1.079661,-1.788678,-1.788678,-1.327397,-1.327397,-1.94691,-1.94691,0.124595,0.124595,1.48723,1.48723,0.27221,0.27221,0.518926,-0.518926,1.568094,-1.568094
