event_id,season,odds_year,book,market,total_rows,rows_with_outcomes,avg_edge,median_edge,hit_rate,brier,log_loss
6,2026,2026,draftkings,tournament_matchups,300,300,0,0,0.35333333333333333,0.22669719546782757,0.644222512913936
