event_id,season,odds_year,book,market,total_rows,rows_with_outcomes,avg_edge,median_edge,hit_rate,brier,log_loss
11,2026,2026,caesars,round_matchups,391,391,0,0,0.340153452685422,0.2325510387702347,0.6585009151454725
