course_num,n,slope,intercept,r,t_stat,p_value
12,472,-4.650344,51.986631,-0.185215,-4.086068,0.000044
6,693,-3.071245,56.388371,-0.139157,-3.693947,0.000221
513,257,-4.947729,42.432242,-0.169651,-2.748950,0.005979
21,486,-2.226232,51.932792,-0.087843,-1.940045,0.052374
752,611,-1.821421,56.630224,-0.070687,-1.748777,0.080329
776,612,0.600439,53.773408,0.026113,0.645171,0.518817
