run_timestamp,event_id,season,market_type,player_id,player_name,opponent_ids,p_model,p_win,p_top_n,score,summary
2026-03-24T10:34:35-05:00,20,2026,top_5,29925,"Yellamaraju, Sudarshan",,0.9999999999868354,0.01553507265240902,0.9999999999868354,0.8678467383421558,"Yellamaraju, Sudarshan | market=top_5 | p_model=1.000000 | p_win=0.015535 | score=0.867847"
2026-03-24T10:34:35-05:00,20,2026,top_5,18586,"Smith, Jordan",,0.9999872869917595,0.012791348788913103,0.9999872869917595,0.6735155853685049,"Smith, Jordan | market=top_5 | p_model=0.999987 | p_win=0.012791 | score=0.673516"
2026-03-24T10:34:35-05:00,20,2026,top_5,15980,"Lipsky, David",,0.9999988031027974,0.013224751907844813,0.9999988031027974,0.7068367370533575,"Lipsky, David | market=top_5 | p_model=0.999999 | p_win=0.013225 | score=0.706837"
2026-03-24T10:34:35-05:00,20,2026,top_5,16841,"Lee, Min Woo",,0.9999382215195041,0.012509326222125451,0.9999382215195041,0.6512209827018723,"Lee, Min Woo | market=top_5 | p_model=0.999938 | p_win=0.012509 | score=0.651221"
2026-03-24T10:34:35-05:00,20,2026,top_5,18417,"Scheffler, Scottie",,0.9988703908603871,0.012006865650054101,0.9988703908603871,0.610225142500406,"Scheffler, Scottie | market=top_5 | p_model=0.998870 | p_win=0.012007 | score=0.610225"
2026-03-24T10:34:35-05:00,20,2026,top_5,7399,"Glover, Lucas",,0.18237704690431672,0.010682899743349662,0.18237704690431672,0.4933908270452104,"Glover, Lucas | market=top_5 | p_model=0.182377 | p_win=0.010683 | score=0.493391"
2026-03-24T10:34:35-05:00,20,2026,top_5,19396,"Knapp, Jake",,0.15755062971246436,0.01065638228469468,0.15755062971246436,0.4909055070358881,"Knapp, Jake | market=top_5 | p_model=0.157551 | p_win=0.010656 | score=0.490906"
2026-03-24T10:34:35-05:00,20,2026,top_5,21943,"Lebioda, Hank",,0.5,0.010911328433673761,0.5,0.5145480741884823,"Lebioda, Hank | market=top_5 | p_model=0.500000 | p_win=0.010911 | score=0.514548"
2026-03-24T10:34:35-05:00,20,2026,top_5,16243,"Koepka, Brooks",,0.012532646582058462,0.010259681855895507,0.012532646582058462,0.45296834988069823,"Koepka, Brooks | market=top_5 | p_model=0.012533 | p_win=0.010260 | score=0.452968"
2026-03-24T10:34:35-05:00,20,2026,top_5,12965,"Fowler, Rickie",,0.016199644397058077,0.010297421761460025,0.016199644397058077,0.45664006829650733,"Fowler, Rickie | market=top_5 | p_model=0.016200 | p_win=0.010297 | score=0.456640"
2026-03-24T10:34:35-05:00,20,2026,top_5,31343,"Ford, David",,0.02279774236315043,0.010348138308980017,0.02279774236315043,0.461553148819852,"Ford, David | market=top_5 | p_model=0.022798 | p_win=0.010348 | score=0.461553"
2026-03-24T10:34:35-05:00,20,2026,top_5,21883,"Ewart, A.J.",,0.007342419531499572,0.010181864311904694,0.007342419531499572,0.44535464793611534,"Ewart, A.J. | market=top_5 | p_model=0.007342 | p_win=0.010182 | score=0.445355"
2026-03-24T10:34:35-05:00,20,2026,top_5,17488,"Im, Sungjae",,0.0004955595213936175,0.009801118667663344,0.0004955595213936175,0.40724304773966163,"Im, Sungjae | market=top_5 | p_model=0.000496 | p_win=0.009801 | score=0.407243"
2026-03-24T10:34:35-05:00,20,2026,top_5,24956,"Blanchet, Chandler",,0.0018978705353786074,0.009988677444353278,0.0018978705353786074,0.42619871475993676,"Blanchet, Chandler | market=top_5 | p_model=0.001898 | p_win=0.009989 | score=0.426199"
2026-03-24T10:34:35-05:00,20,2026,top_5,17365,"Mitchell, Keith",,0.0006181422325515661,0.00983173274374883,0.0006181422325515661,0.4103617084228987,"Mitchell, Keith | market=top_5 | p_model=0.000618 | p_win=0.009832 | score=0.410362"
