,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,21.000,22.000,23.000,24.000,25.000,26.000,27.000,28.000,29.000,30.000,31.000,32.000,33.000,34.000,35.000,36.000,37.000,38.000,39.000,40.000,41.000,42.000,43.000
,dg_id,player_name,100_150_fw_gir_rate,100_150_fw_good_shot_rate,100_150_fw_low_data_indicator,100_150_fw_poor_shot_avoid_rate,100_150_fw_proximity_per_shot,100_150_fw_sg_per_shot,100_150_fw_shot_count,150_200_fw_gir_rate,150_200_fw_good_shot_rate,150_200_fw_low_data_indicator,150_200_fw_poor_shot_avoid_rate,150_200_fw_proximity_per_shot,150_200_fw_sg_per_shot,150_200_fw_shot_count,50_100_fw_gir_rate,50_100_fw_good_shot_rate,50_100_fw_low_data_indicator,50_100_fw_poor_shot_avoid_rate,50_100_fw_proximity_per_shot,50_100_fw_sg_per_shot,50_100_fw_shot_count,over_150_rgh_gir_rate,over_150_rgh_good_shot_rate,over_150_rgh_low_data_indicator,over_150_rgh_poor_shot_avoid_rate,over_150_rgh_proximity_per_shot,over_150_rgh_sg_per_shot,over_150_rgh_shot_count,over_200_fw_gir_rate,over_200_fw_good_shot_rate,over_200_fw_low_data_indicator,over_200_fw_poor_shot_avoid_rate,over_200_fw_proximity_per_shot,over_200_fw_sg_per_shot,over_200_fw_shot_count,under_150_rgh_gir_rate,under_150_rgh_good_shot_rate,under_150_rgh_low_data_indicator,under_150_rgh_poor_shot_avoid_rate,under_150_rgh_proximity_per_shot,under_150_rgh_sg_per_shot,under_150_rgh_shot_count
,17606.000,"Berger, Daniel",0.781,0.057,0.000,0.947,21.105,0.001,262.000,0.725,0.078,0.000,0.966,28.122,0.049,464.000,0.918,0.106,0.000,0.965,14.494,0.062,85.000,0.419,0.074,0.000,0.959,59.118,0.022,121.000,0.511,0.066,0.000,0.969,43.039,0.028,229.000,0.576,0.057,0.000,0.989,36.957,0.010,87.000
,23542.000,"Champ, Cameron",0.782,0.072,0.000,0.948,24.167,-0.032,153.000,0.731,0.064,0.000,0.948,28.189,0.049,172.000,0.806,0.023,0.000,0.930,22.748,-0.112,43.000,0.157,0.024,0.000,0.951,68.205,-0.080,41.000,0.466,0.031,0.000,0.938,44.242,-0.015,97.000,0.547,0.016,0.000,0.984,46.094,-0.058,61.000
,11276.000,"Horschel, Billy",0.808,0.069,0.000,0.966,21.486,0.005,145.000,0.674,0.086,0.000,0.957,29.977,0.047,232.000,0.880,0.061,0.000,0.980,16.911,0.016,49.000,0.272,0.036,0.000,0.976,56.748,-0.061,84.000,0.418,0.022,0.000,0.968,48.713,-0.018,93.000,0.671,0.105,0.000,0.947,33.570,0.073,57.000
,11657.000,"Norlander, Henrik",0.826,0.096,0.000,0.965,20.909,0.030,228.000,0.701,0.078,0.000,0.968,29.580,0.047,371.000,0.907,0.125,0.000,0.946,18.071,0.014,56.000,0.393,0.075,0.000,0.992,48.937,0.071,120.000,0.432,0.083,0.000,0.970,45.513,0.000,168.000,0.511,0.056,0.000,0.933,37.883,-0.027,90.000
,24200.000,"Smylie, Elvis",,,,,,,,0.795,0.056,1.000,0.944,30.879,0.047,54.000,,,,,,,,,,,,,,,0.503,0.053,1.000,0.947,40.784,0.061,38.000,0.779,0.133,0.000,0.933,37.803,0.123,15.000
,19895.000,"Schauffele, Xander",0.815,0.068,0.000,0.953,20.666,0.011,190.000,0.738,0.071,0.000,0.955,27.122,0.044,309.000,0.922,0.140,0.000,0.930,14.948,0.062,57.000,0.348,0.058,0.000,0.932,64.407,-0.016,103.000,0.530,0.051,0.000,0.955,39.354,0.037,156.000,0.600,0.065,0.000,0.944,36.439,0.030,108.000
,22535.000,"Norrman, Vincent",0.846,0.047,1.000,0.953,24.427,0.018,43.000,0.721,0.058,0.000,0.965,31.491,0.044,86.000,0.960,0.118,0.000,1.000,15.590,0.072,17.000,0.387,0.040,1.000,1.000,45.569,0.053,25.000,0.458,0.026,0.000,0.974,43.816,-0.039,39.000,0.615,0.000,0.000,0.880,46.415,-0.065,25.000
,7399.000,"Glover, Lucas",0.833,0.092,0.000,0.959,19.015,0.061,271.000,0.697,0.078,0.000,0.950,28.188,0.043,422.000,0.913,0.086,0.000,0.968,14.611,0.044,93.000,0.314,0.064,0.000,0.945,70.086,0.008,109.000,0.414,0.066,0.000,0.939,44.281,-0.023,196.000,0.598,0.078,0.000,0.987,33.893,0.090,77.000
,12422.000,"Johnson, Dustin",,,,,,,,0.675,0.035,1.000,0.947,28.870,0.042,57.000,0.945,0.067,0.000,1.000,14.626,0.014,15.000,0.277,0.000,1.000,1.000,72.659,-0.040,24.000,0.577,0.103,1.000,1.000,44.299,0.090,29.000,0.645,0.000,1.000,0.909,51.866,0.016,11.000
,26096.000,"Bhatia, Akshay",0.832,0.092,0.000,0.948,20.177,0.044,306.000,0.696,0.063,0.000,0.954,28.281,0.041,459.000,0.834,0.070,0.000,0.946,16.967,-0.021,129.000,0.356,0.077,0.000,0.944,63.541,0.004,142.000,0.507,0.082,0.000,0.955,41.620,0.058,244.000,0.586,0.061,0.000,0.951,37.180,0.012,163.000
,32152.000,"Brown, Blades",,,,,,,,0.743,0.061,0.000,0.951,30.910,0.041,82.000,0.853,0.267,0.000,0.933,18.384,0.044,15.000,0.316,0.000,1.000,0.960,76.253,-0.032,25.000,0.421,0.059,1.000,1.000,47.295,-0.027,34.000,0.696,0.091,0.000,0.909,40.800,-0.029,22.000
,5768.000,"Hoffman, Charley",0.730,0.083,0.000,0.909,24.498,-0.030,121.000,0.632,0.068,0.000,0.946,28.958,0.040,147.000,0.852,0.069,0.000,0.931,18.216,-0.015,29.000,0.415,0.036,0.000,0.982,52.223,0.041,55.000,0.453,0.038,0.000,0.924,42.281,-0.010,79.000,0.572,0.057,0.000,0.943,39.190,-0.035,53.000
,18517.000,"Soderberg, Sebastian",,,,,,,,0.693,0.093,1.000,0.963,29.163,0.040,54.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18761.000,"Mullinax, Trey",0.745,0.067,0.000,0.913,24.308,-0.049,195.000,0.741,0.078,0.000,0.963,29.661,0.039,270.000,0.930,0.135,0.000,0.986,13.800,0.096,74.000,0.342,0.054,0.000,0.978,59.455,0.016,93.000,0.379,0.030,0.000,0.904,50.947,-0.089,135.000,0.559,0.055,0.000,0.898,39.207,0.010,128.000
,23950.000,"Aberg, Ludvig",0.805,0.057,0.000,0.926,20.674,0.001,282.000,0.696,0.071,0.000,0.947,28.009,0.039,322.000,0.821,0.131,0.000,0.929,17.122,-0.007,84.000,0.324,0.062,0.000,0.929,71.758,-0.020,113.000,0.469,0.081,0.000,0.951,38.964,0.021,185.000,0.514,0.066,0.000,0.943,38.779,-0.031,106.000
