,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,dg_id,player_name,am,event_name,course_name,course,early_late,pga_number,current_round,start_hole,r1_teetime,r2_teetime,r3_teetime,r4_teetime,unofficial
,19872,"Riley, Davis",0,The American Express,,,1,47995,1,10,2026-01-22 9:14,2026-01-23 8:41,2026-01-24 10:31,,1899-12-30 0:00
,16283,"Rodgers, Patrick",0,The American Express,,,1,36699,1,1,2026-01-22 8:30,2026-01-23 10:20,2026-01-24 9:47,,1899-12-30 0:00
,6093,"Rose, Justin",0,The American Express,,,1,22405,1,1,2026-01-22 9:14,2026-01-23 8:41,2026-01-24 10:31,,1899-12-30 0:00
,18424,"Roy, Kevin",0,The American Express,,,1,39335,1,10,2026-01-22 8:30,2026-01-23 10:20,2026-01-24 9:47,,1899-12-30 0:00
,16591,"Rozo, Marcelo",0,The American Express,,,1,37076,1,1,2026-01-22 9:25,2026-01-23 8:52,2026-01-24 10:42,,1899-12-30 0:00
,16715,"Ryder, Sam",0,The American Express,,,,37275,1,10,2026-01-22 9:58,2026-01-23 9:25,2026-01-24 8:52,,1899-12-30 0:00
,14792,"Saddier, Adrien",0,The American Express,,,,34371,1,10,2026-01-22 9:58,2026-01-23 9:25,2026-01-24 8:52,,1899-12-30 0:00
,27183,"Salinda, Isaiah",0,The American Express,,,1,56781,1,10,2026-01-22 9:25,2026-01-23 8:52,2026-01-24 10:42,,1899-12-30 0:00
,30814,"Sargent, Gordon",0,The American Express,,,,64442,1,10,2026-01-22 9:58,2026-01-23 9:25,2026-01-24 8:52,,1899-12-30 0:00
,18417,"Scheffler, Scottie",0,The American Express,,,1,46046,1,1,2026-01-22 9:14,2026-01-23 8:41,2026-01-24 10:31,,1899-12-30 0:00
,19477,"Schenk, Adam",0,The American Express,,,,47347,1,1,2026-01-22 10:09,2026-01-23 9:36,2026-01-24 9:03,,1899-12-30 0:00
,20722,"Schmid, Matti",0,The American Express,,,1,48867,1,1,2026-01-22 9:03,2026-01-23 8:30,2026-01-24 10:20,,1899-12-30 0:00
,6430,"Scott, Adam",0,The American Express,,,,24502,1,10,2026-01-22 10:09,2026-01-23 9:36,2026-01-24 9:03,,1899-12-30 0:00
,32055,"Shipley, Neal",0,The American Express,,,,63807,1,1,2026-01-22 9:58,2026-01-23 9:25,2026-01-24 8:52,,1899-12-30 0:00
,18474,"Smalley, Alex",0,The American Express,,,,46340,1,10,2026-01-22 10:20,2026-01-23 9:47,2026-01-24 9:14,,1899-12-30 0:00
,18586,"Smith, Jordan",0,The American Express,,,1,46464,1,1,2026-01-22 8:52,2026-01-23 10:42,2026-01-24 10:09,,1899-12-30 0:00
,22985,"Smotherman, Austin",0,The American Express,,,,50095,1,1,2026-01-22 9:58,2026-01-23 9:25,2026-01-24 8:52,,1899-12-30 0:00
,8820,"Snedeker, Brandt",0,The American Express,,,,27649,1,1,2026-01-22 10:20,2026-01-23 9:47,2026-01-24 9:14,,1899-12-30 0:00
,23048,"Stanger, Jimmy",0,The American Express,,,,51600,1,10,2026-01-22 10:42,2026-01-23 10:09,2026-01-24 9:36,,1899-12-30 0:00
,25569,"Stevens, Sam",0,The American Express,,,1,55893,1,1,2026-01-22 8:30,2026-01-23 10:20,2026-01-24 9:47,,1899-12-30 0:00
,17511,"Straka, Sepp",0,The American Express,,,,49960,1,1,2026-01-22 10:31,2026-01-23 9:58,2026-01-24 9:25,,1899-12-30 0:00
,8480,"Streelman, Kevin",0,The American Express,,,1,27214,1,1,2026-01-22 9:03,2026-01-23 8:30,2026-01-24 10:20,,1899-12-30 0:00
,29279,"Suber, Jackson",0,The American Express,,,1,60019,1,10,2026-01-22 8:52,2026-01-23 10:42,2026-01-24 10:09,,0
,13997,"Svensson, Adam",0,The American Express,,,,40115,1,10,2026-01-22 10:09,2026-01-23 9:36,2026-01-24 9:03,,0
,26850,"Svensson, Jesper",0,The American Express,,,1,57586,1,10,2026-01-22 8:52,2026-01-23 10:42,2026-01-24 10:09,,0
,13126,"Taylor, Nick",0,The American Express,,,,25493,1,10,2026-01-22 10:31,2026-01-23 9:58,2026-01-24 9:25,,0
,23014,"Theegala, Sahith",0,The American Express,,,1,51634,1,1,2026-01-22 8:30,2026-01-23 10:20,2026-01-24 9:47,,0
,27364,"Thompson, Davis",0,The American Express,,,1,58168,1,1,2026-01-22 9:14,2026-01-23 8:41,2026-01-24 10:31,,0
