"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Performance Notes","DG ID","Player Name","Finish Position","Model Rank","SG Total (Actual)","SG Total (Model)","Driving Distance (Actual)","Driving Distance (Model)","Driving Accuracy (Actual)","Driving Accuracy (Model)","SG T2G (Actual)","SG T2G (Model)","SG Approach (Actual)","SG Approach (Model)","SG Around Green (Actual)","SG Around Green (Model)","SG OTT (Actual)","SG OTT (Model)","SG Putting (Actual)","SG Putting (Model)","Greens in Regulation (Actual)","Greens in Regulation (Model)","Scrambling (Actual)","Scrambling (Model)","Great Shots (Actual)","Great Shots (Model)","Poor Shots (Actual)","Poor Shots (Model)","Scoring Average (Actual)","Scoring Average (Model)","Fairway Proximity (Actual)","Fairway Proximity (Model)","Rough Proximity (Actual)","Rough Proximity (Model)","Approach <100 GIR (Actual)","Approach <100 GIR (Model)","Approach <100 SG (Actual)","Approach <100 SG (Model)","Approach <100 Prox (Actual)","Approach <100 Prox (Model)","Approach <150 FW GIR (Actual)","Approach <150 FW GIR (Model)","Approach <150 FW SG (Actual)","Approach <150 FW SG (Model)","Approach <150 FW Prox (Actual)","Approach <150 FW Prox (Model)","Approach <150 Rough GIR (Actual)","Approach <150 Rough GIR (Model)","Approach <150 Rough SG (Actual)","Approach <150 Rough SG (Model)","Approach <150 Rough Prox (Actual)","Approach <150 Rough Prox (Model)","Approach >150 Rough GIR (Actual)","Approach >150 Rough GIR (Model)","Approach >150 Rough SG (Actual)","Approach >150 Rough SG (Model)","Approach >150 Rough Prox (Actual)","Approach >150 Rough Prox (Model)","Approach <200 FW GIR (Actual)","Approach <200 FW GIR (Model)","Approach <200 FW SG (Actual)","Approach <200 FW SG (Model)","Approach <200 FW Prox (Actual)","Approach <200 FW Prox (Model)","Approach >200 FW GIR (Actual)","Approach >200 FW GIR (Model)","Approach >200 FW SG (Actual)","Approach >200 FW SG (Model)","Approach >200 FW Prox (Actual)","Approach >200 FW Prox (Model)"
"≈ Near model (+8) | ✅ Success aligned with model | ⚠️ Rough Proximity missed model (21.44) | ✅ Fairway Proximity beat model (-2.03) | ⚠️ Driving Distance missed model (-1.87) | ✅ SG Approach beat model (0.936) | Δ Approach ↓ prev over 200 fw","14636","Spieth, Jordan",11,19,"1.217","0.808","296.625","298.491","57.15%","53.63%","0.659","0.043","0.585","-0.351","0.042","0.412","0.032","-0.018","0.558","1.300","65.27%","65.07%","61.45%","66.99%","3.000","3.125","1.750","2.942","70.500","69.488","33.663","35.696","69.525","48.088","89.20%","84.40%","-0.013","0.918","15.395","16.871","100.00%","78.00%","0.219","0.972","9.907","20.307","69.00%","59.90%","0.048","0.738","39.501","29.981","33.10%","45.10%","0.083","0.054","64.847","56.407","73.71%","62.00%","-0.023","-0.648","29.364","37.188","40.08%","40.40%","0.007","-1.890","49.750","54.263"
"✅ Beat model by 11 | ⚠️ Success despite model prediction | ✅ Rough Proximity beat model (-17.95) | ⚠️ Driving Distance missed model (-6.44) | ✅ Fairway Proximity beat model (-3.90) | ⚠️ SG OTT missed model (-1.021) | Δ Approach ↑ prev 50 100 fw","6430","Scott, Adam",11,22,"1.217","1.459","299.150","305.588","42.85%","60.25%","0.448","0.631","0.704","-0.135","0.051","0.051","-0.306","0.715","0.768","0.510","58.35%","64.53%","77.15%","69.27%","3.750","3.783","3.750","3.322","70.500","69.469","29.009","32.914","46.910","64.861","85.62%","85.20%","-0.087","1.224","19.225","13.954","88.53%","79.20%","0.020","-0.594","17.616","21.889","68.91%","49.20%","0.071","-1.044","22.330","45.124","25.53%","26.40%","0.024","0.198","54.144","66.069","65.65%","68.70%","0.093","1.062","24.084","28.074","47.72%","55.90%","0.082","0.738","34.871","38.868"
"≈ Near model (-4) | ✅ Success aligned with model | ⚠️ Rough Proximity missed model (28.53) | ⚠️ Fairway Proximity missed model (1.12) | ⚠️ Driving Distance missed model (-0.60) | ✅ SG OTT beat model (0.446) | Δ Approach ↑ prev over 200 fw","14609","Kim, Si Woo",13,9,"0.967","1.023","293.025","293.621","66.05%","64.26%","1.363","0.946","0.594","0.668","0.303","0.257","0.466","0.020","-0.396","-0.455","62.50%","63.27%","69.72%","60.51%","2.500","3.750","3.250","2.974","70.750","69.829","32.497","31.373","75.217","46.691","78.88%","95.00%","-0.041","1.620","19.690","13.465","100.00%","76.50%","0.203","0.594","12.173","18.700","100.00%","53.00%","0.054","0.972","45.692","28.668","39.13%","44.60%","0.092","1.044","81.566","58.442","63.25%","76.40%","-0.062","2.376","33.876","23.182","31.17%","59.00%","0.019","2.448","38.530","32.700"
"✅ Success aligned with model | ⚠️ Rough Proximity missed model (5.84) | ✅ Fairway Proximity beat model (-3.28) | ✅ SG Total beat model (0.688) | ✅ SG Around Green beat model (0.608) | Δ Approach ↑ prev over 150 rgh","18634","McNealy, Maverick",13,14,"0.967","0.279","300.325","300.318","53.57%","62.96%","1.000","0.543","-0.255","0.040","0.570","-0.038","0.685","0.540","-0.033","-0.395","62.50%","66.02%","70.28%","63.95%","3.250","2.772","2.750","3.822","70.750","70.608","33.548","36.825","60.544","54.707","86.40%","86.40%","0.056","1.098","19.731","12.964","79.97%","86.60%","0.001","0.864","21.299","19.193","78.60%","52.80%","0.043","-0.774","38.390","36.186","16.45%","42.80%","-0.034","1.152","60.968","59.183","65.50%","67.30%","-0.106","0.252","32.885","32.327","48.81%","41.30%","0.034","0.198","44.517","43.841"
"✅ Beat model by 17 | ⚠️ Success despite model prediction | ⚠️ Driving Distance missed model (-7.72) | ⚠️ Rough Proximity missed model (2.27) | ✅ SG Putting beat model (1.086) | ⚠️ SG OTT missed model (-0.875) | Δ Approach ↑ prev 50 100 fw","18841","Hovland, Viktor",13,30,"0.967","0.510","288.175","295.893","62.47%","64.45%","-0.030","0.742","0.634","0.859","-0.143","-0.472","-0.520","0.355","0.997","-0.089","59.73%","65.22%","63.58%","62.52%","3.750","2.811","2.250","3.578","70.750","70.258","29.691","29.487","59.426","57.153","85.16%","84.40%","-0.031","2.376","15.124","13.794","84.52%","80.20%","0.115","0.522","15.225","19.101","55.60%","66.10%","-0.153","1.404","41.214","27.354","29.47%","31.30%","0.014","-0.666","53.817","78.310","85.32%","70.40%","0.068","1.350","24.162","25.593","13.90%","50.70%","-0.133","0.126","43.590","43.726"
"✅ Beat model by 41 | ⚠️ Success despite model prediction | ⚠️ Fairway Proximity missed model (6.15) | ⚠️ Rough Proximity missed model (3.03) | ✅ SG Putting beat model (1.053) | ✅ SG Approach beat model (0.907) | Δ Approach ↑ prev 50 100 fw","17511","Straka, Sepp",13,54,"0.967","0.576","292.750","293.050","66.07%","67.94%","0.917","0.084","1.130","0.223","-0.419","-0.388","0.205","0.279","0.050","-1.003","70.83%","68.53%","65.83%","60.78%","2.750","3.236","3.750","4.247","70.750","69.734","35.030","28.876","54.252","51.220","74.81%","99.10%","0.083","2.160","13.375","14.138","92.72%","79.00%","-0.029","0.216","26.121","21.078","100.00%","50.70%","0.287","0.414","16.584","35.292","57.86%","27.70%","0.164","-0.756","68.937","61.213","80.70%","71.40%","0.044","1.152","27.179","26.576","61.31%","53.10%","0.113","1.620","50.782","37.291"
"✅ Beat model by 54 | ⚠️ Success despite model prediction | ✅ Driving Distance beat model (7.86) | ⚠️ Rough Proximity missed model (7.71) | ✅ SG Total beat model (1.903) | ✅ SG Putting beat model (1.819) | Δ Approach ↓ prev 50 100 fw","11276","Horschel, Billy",13,67,"0.967","-0.936","292.325","284.464","53.55%","56.73%","-0.814","-1.055","-0.561","-0.510","0.403","-0.400","-0.656","-0.145","1.781","-0.038","51.38%","66.68%","70.45%","63.15%","4.000","2.978","2.750","3.389","70.750","70.905","32.236","31.788","82.728","75.018","90.22%","88.20%","0.070","-1.782","13.093","21.706","53.15%","83.70%","-0.112","0.342","22.093","21.642","11.00%","51.70%","-0.081","-0.954","47.795","44.881","38.73%","29.80%","-0.081","-0.864","68.168","66.979","75.19%","70.00%","0.009","0.162","29.924","32.284","49.33%","55.40%","0.026","1.242","48.314","43.695"
"≈ Near model (-8) | ✅ Success aligned with model | ⚠️ Rough Proximity missed model (22.17) | ⚠️ Driving Distance missed model (-10.71) | ⚠️ Fairway Proximity missed model (1.88) | ⚠️ SG T2G missed model (-1.504) | Δ Approach ↑ prev under 150 rgh","21891","Kitayama, Kurt",18,10,"0.467","1.044","290.800","301.506","62.50%","58.04%","0.061","1.565","0.178","1.110","-0.857","-0.115","0.741","0.571","0.406","-0.005","62.50%","68.87%","73.08%","63.14%","1.750","3.580","2.500","3.922","71.250","69.517","32.579","30.696","69.204","47.037","100.00%","86.00%","-0.315","-1.458","27.192","18.820","83.47%","76.60%","0.074","-0.036","15.849","21.691","71.60%","70.40%","-0.126","2.052","53.548","25.984","20.51%","44.70%","0.027","1.962","53.037","41.795","63.64%","76.80%","0.005","1.206","29.239","28.585","68.40%","43.90%","0.110","-0.738","40.445","42.242"
"≈ Near model (+5) | ⚠️ Success despite model prediction | ⚠️ Driving Distance missed model (-3.33) | ⚠️ Fairway Proximity missed model (2.69) | ⚠️ Rough Proximity missed model (2.65) | ⚠️ SG Total missed model (-0.957) | Δ Approach ↑ prev 50 100 fw","29433","Bridgeman, Jacob",18,23,"0.467","1.424","291.500","294.829","60.73%","51.34%","-0.508","0.022","-0.240","0.371","-0.444","-0.215","0.177","-0.133","0.975","0.318","58.35%","66.66%","68.75%","70.79%","1.250","4.310","2.500","2.763","71.250","68.802","36.287","33.600","53.842","51.188","100.00%","94.20%","0.118","3.204","11.290","12.983","77.64%","87.90%","-0.007","1.134","18.458","17.886","49.40%","62.20%","0.068","1.944","26.279","36.215","63.20%","44.60%","-0.007","0.954","51.885","50.835","64.29%","77.70%","0.006","1.458","28.846","27.328","12.26%","39.60%","-0.134","-1.296","57.444","52.808"
"✅ Beat model by 23 | ⚠️ Success despite model prediction | ⚠️ Rough Proximity missed model (21.78) | ✅ Driving Distance beat model (5.07) | ✅ Fairway Proximity beat model (-1.23) | ✅ SG Total beat model (0.776) | Δ Approach ↑ curr under 150 rgh","27774","Gotterup, Chris",18,41,"0.467","-0.309","302.650","297.576","44.63%","55.49%","0.379","0.401","0.331","-0.028","0.115","0.029","-0.067","0.400","0.088","-0.592","63.90%","65.13%","76.05%","61.50%","4.750","3.496","3.750","3.898","71.250","70.140","31.852","33.087","63.826","42.044","90.63%","86.80%","-0.040","0.738","15.546","15.618","69.08%","80.60%","-0.142","0.810","24.716","19.038","79.53%","63.40%","0.483","2.232","15.786","30.211","18.46%","23.20%","0.033","-0.450","79.930","56.226","72.28%","70.30%","-0.077","1.116","34.730","26.973","75.34%","43.10%","0.186","-1.584","35.968","52.495"
