,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,dg_id,player_name,100_150_fw_gir_rate,100_150_fw_good_shot_rate,100_150_fw_low_data_indicator,100_150_fw_poor_shot_avoid_rate,100_150_fw_proximity_per_shot,100_150_fw_sg_per_shot,100_150_fw_shot_count,150_200_fw_gir_rate,150_200_fw_good_shot_rate,150_200_fw_low_data_indicator,150_200_fw_poor_shot_avoid_rate,150_200_fw_proximity_per_shot,150_200_fw_sg_per_shot,150_200_fw_shot_count,50_100_fw_gir_rate,50_100_fw_good_shot_rate,50_100_fw_low_data_indicator,50_100_fw_poor_shot_avoid_rate,50_100_fw_proximity_per_shot,50_100_fw_sg_per_shot,50_100_fw_shot_count,over_150_rgh_gir_rate,over_150_rgh_good_shot_rate,over_150_rgh_low_data_indicator,over_150_rgh_poor_shot_avoid_rate,over_150_rgh_proximity_per_shot,over_150_rgh_sg_per_shot,over_150_rgh_shot_count,over_200_fw_gir_rate,over_200_fw_good_shot_rate,over_200_fw_low_data_indicator,over_200_fw_poor_shot_avoid_rate,over_200_fw_proximity_per_shot,over_200_fw_sg_per_shot,over_200_fw_shot_count,under_150_rgh_gir_rate,under_150_rgh_good_shot_rate,under_150_rgh_low_data_indicator,under_150_rgh_poor_shot_avoid_rate,under_150_rgh_proximity_per_shot,under_150_rgh_sg_per_shot,under_150_rgh_shot_count
,18554,"Rai, Aaron",0.87,0.08,0.00,0.95,19.88,0.03,257.00,0.78,0.06,0.00,0.97,27.92,0.04,441.00,0.85,0.13,0.00,0.96,15.55,0.02,67.00,0.36,0.09,0.00,0.98,54.87,0.08,88.00,0.52,0.04,0.00,0.97,43.19,0.03,231.00,0.58,0.05,0.00,0.94,39.55,0.00,64
,27364,"Thompson, Davis",0.84,0.08,0.00,0.95,20.06,0.04,308.00,0.72,0.08,0.00,0.95,27.37,0.04,417.00,0.85,0.07,0.00,0.95,16.88,0.01,127.00,0.30,0.04,0.00,0.96,65.43,-0.04,134.00,0.43,0.05,0.00,0.95,44.36,-0.03,213.00,0.50,0.05,0.00,0.91,40.81,-0.04,128
,12422,"Johnson, Dustin",,,,,,,,0.68,0.04,1.00,0.95,28.63,0.04,57.00,0.95,0.07,0.00,1.00,14.99,0.00,15.00,0.26,0.00,1.00,1.00,74.79,-0.04,24.00,0.58,0.10,1.00,1.00,43.58,0.09,29.00,0.63,0.00,1.00,0.91,52.99,0.02,11
,19895,"Schauffele, Xander",0.82,0.07,0.00,0.95,20.32,0.01,191.00,0.74,0.07,0.00,0.95,26.76,0.04,312.00,0.92,0.12,0.00,0.93,14.95,0.06,58.00,0.32,0.07,0.00,0.94,66.86,-0.02,108.00,0.55,0.05,0.00,0.96,38.17,0.04,158.00,0.57,0.06,0.00,0.95,37.90,0.03,112
,18517,"Soderberg, Sebastian",,,,,,,,0.70,0.09,1.00,0.96,29.03,0.04,54.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18761,"Mullinax, Trey",0.75,0.07,0.00,0.91,24.16,-0.05,191.00,0.75,0.08,0.00,0.96,29.41,0.04,267.00,0.92,0.12,0.00,0.99,14.14,0.08,73.00,0.34,0.06,0.00,0.98,60.42,0.02,90.00,0.38,0.03,0.00,0.90,50.31,-0.09,133.00,0.54,0.06,0.00,0.90,40.01,0.01,124
,5768,"Hoffman, Charley",0.74,0.08,0.00,0.91,23.71,-0.03,114.00,0.65,0.07,0.00,0.93,28.96,0.04,143.00,0.82,0.06,0.00,0.91,18.88,-0.04,33.00,0.38,0.00,0.00,0.98,55.89,0.01,49.00,0.44,0.04,0.00,0.92,41.65,-0.03,79.00,0.54,0.06,0.00,0.96,40.58,-0.03,52
,32152,"Brown, Blades",0.72,0.05,1.00,0.85,26.40,-0.09,39.00,0.75,0.05,0.00,0.96,30.78,0.04,94.00,0.83,0.14,0.00,0.91,20.15,-0.03,21.00,0.33,0.00,0.00,0.96,76.03,-0.03,28.00,0.40,0.05,0.00,1.00,45.75,-0.02,39.00,0.71,0.08,0.00,0.92,38.79,0.01,24
,22760,"Hisatsune, Ryo",0.84,0.05,0.00,0.95,22.10,-0.02,278.00,0.72,0.06,0.00,0.98,29.63,0.04,399.00,0.80,0.05,0.00,0.90,20.44,-0.11,97.00,0.35,0.06,0.00,0.95,63.16,0.00,143.00,0.45,0.08,0.00,0.96,45.01,-0.01,199.00,0.63,0.06,0.00,0.93,37.04,0.03,131
,6093,"Rose, Justin",0.82,0.09,0.00,0.93,18.83,0.03,205.00,0.72,0.07,0.00,0.97,27.41,0.04,346.00,0.90,0.10,0.00,0.99,15.83,0.06,70.00,0.43,0.04,0.00,0.95,55.63,0.04,110.00,0.47,0.06,0.00,0.97,51.37,0.01,175.00,0.59,0.10,0.00,0.97,40.54,0.01,74
,16395,"Kohles, Ben",0.84,0.07,0.00,0.95,21.03,0.02,249.00,0.74,0.04,0.00,0.96,29.48,0.04,328.00,0.89,0.08,0.00,0.95,16.37,0.01,85.00,0.31,0.08,0.00,0.97,60.38,0.06,77.00,0.51,0.05,0.00,0.99,38.71,0.08,177.00,0.46,0.08,0.00,0.96,44.39,-0.01,72
,13872,"Bradley, Keegan",0.85,0.07,0.00,0.98,18.74,0.04,258.00,0.69,0.07,0.00,0.97,27.55,0.04,424.00,0.77,0.07,0.00,0.90,18.67,-0.04,94.00,0.30,0.03,0.00,0.95,71.73,-0.04,117.00,0.51,0.04,0.00,0.96,43.10,0.02,216.00,0.57,0.08,0.00,0.92,37.37,0.01,112
,17536,"Spaun, J.J.",0.80,0.09,0.00,0.94,19.86,0.03,327.00,0.72,0.07,0.00,0.94,28.70,0.03,447.00,0.90,0.11,0.00,0.94,15.86,0.05,82.00,0.42,0.10,0.00,0.99,62.34,0.09,135.00,0.53,0.05,0.00,0.97,41.60,0.05,227.00,0.58,0.03,0.00,0.97,34.09,0.05,118
,32330,"Clanton, Luke",0.81,0.06,0.00,0.96,22.33,0.00,183.00,0.69,0.07,0.00,0.95,29.37,0.03,255.00,0.85,0.06,0.00,0.95,19.64,-0.04,55.00,0.43,0.05,0.00,0.96,54.28,0.09,84.00,0.46,0.04,0.00,0.95,45.01,-0.01,137.00,0.46,0.08,0.00,0.96,38.97,-0.01,93
,14577,"English, Harris",0.77,0.07,0.00,0.91,22.78,-0.03,310.00,0.74,0.06,0.00,0.96,28.72,0.03,490.00,0.85,0.07,0.00,0.99,15.76,0.02,75.00,0.39,0.03,0.00,0.98,58.85,0.04,125.00,0.49,0.05,0.00,0.96,44.72,-0.01,244.00,0.57,0.02,0.00,0.95,40.02,-0.03,98
,21891,"Kitayama, Kurt",0.79,0.10,0.00,0.92,21.02,0.03,258.00,0.70,0.05,0.00,0.95,29.41,0.03,328.00,0.80,0.09,0.00,0.93,16.98,0.01,86.00,0.31,0.05,0.00,0.97,60.90,0.01,109.00,0.48,0.07,0.00,0.97,37.37,0.05,164.00,0.54,0.09,0.00,0.94,40.08,0.02,141
