,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,dg_id,player_name,am,event_name,course_name,course,early_late,pga_number,current_round,start_hole,r1_teetime,r2_teetime,r3_teetime,r4_teetime,unofficial
,28635,"McCarty, Matt",0,WM Phoenix Open,,,,59141,1,1,2026-02-05 13:06,2026-02-06 8:26,,,1899-12-30 0:00
,23505,"McGreevy, Max",0,WM Phoenix Open,,,1,51950,1,10,2026-02-05 7:20,2026-02-06 12:00,,,1899-12-30 0:00
,18634,"McNealy, Maverick",0,WM Phoenix Open,,,,46442,1,1,2026-02-05 13:06,2026-02-06 8:26,,,1899-12-30 0:00
,28159,"Meissner, Mac",0,WM Phoenix Open,,,,59143,1,10,2026-02-05 12:11,2026-02-06 7:31,,,1899-12-30 0:00
,17365,"Mitchell, Keith",0,WM Phoenix Open,,,,39546,1,1,2026-02-05 12:22,2026-02-06 7:42,,,1899-12-30 0:00
,22085,"Morikawa, Collin",0,WM Phoenix Open,,,,50525,1,1,2026-02-05 12:33,2026-02-06 7:53,,,1899-12-30 0:00
,29770,"Mouw, William",0,WM Phoenix Open,,,1,63121,1,1,2026-02-05 8:26,2026-02-06 13:06,,,1899-12-30 0:00
,21074,"Nakajima, Keita",0,WM Phoenix Open,,,1,49228,1,1,2026-02-05 8:59,2026-02-06 13:39,,,1899-12-30 0:00
,23841,"Neergaard-Petersen, Rasmus",0,WM Phoenix Open,,,,52689,1,1,2026-02-05 12:11,2026-02-06 7:31,,,1899-12-30 0:00
,23475,"Novak, Andrew",0,WM Phoenix Open,,,,51997,1,10,2026-02-05 12:44,2026-02-06 8:04,,,1899-12-30 0:00
,25475,"Nyholm, Pontus",0,WM Phoenix Open,,,,55851,1,10,2026-02-05 13:28,2026-02-06 8:48,,,1899-12-30 0:00
,13412,"Olesen, Thorbjorn",0,WM Phoenix Open,,,,33968,1,1,2026-02-05 12:11,2026-02-06 7:31,,,1899-12-30 0:00
,13764,"Parry, John",0,WM Phoenix Open,,,,28723,1,10,2026-02-05 13:39,2026-02-06 8:59,,,1899-12-30 0:00
,19960,"Pavon, Matthieu",0,WM Phoenix Open,,,,48153,1,10,2026-02-05 12:22,2026-02-06 7:42,,,1899-12-30 0:00
,22465,"Penge, Marco",0,WM Phoenix Open,,,1,51003,1,1,2026-02-05 8:48,2026-02-06 13:28,,,1899-12-30 0:00
,27164,"Phillips, Chandler",0,WM Phoenix Open,,,,57900,1,1,2026-02-05 12:00,2026-02-06 7:20,,,1899-12-30 0:00
,21554,"Poston, J.T.",0,WM Phoenix Open,,,,49771,1,10,2026-02-05 12:33,2026-02-06 7:53,,,1899-12-30 0:00
,27900,"Potgieter, Aldrich",0,WM Phoenix Open,,,,63343,1,10,2026-02-05 12:55,2026-02-06 8:15,,,1899-12-30 0:00
,19840,"Ramey, Chad",0,WM Phoenix Open,,,,47983,1,10,2026-02-05 12:22,2026-02-06 7:42,,,1899-12-30 0:00
,21407,"Reitan, Kristoffer",0,WM Phoenix Open,,,,49855,1,10,2026-02-05 12:11,2026-02-06 7:31,,,1899-12-30 0:00
,19872,"Riley, Davis",0,WM Phoenix Open,,,,47995,1,10,2026-02-05 12:33,2026-02-06 7:53,,,1899-12-30 0:00
,16283,"Rodgers, Patrick",0,WM Phoenix Open,,,1,36699,1,10,2026-02-05 8:37,2026-02-06 13:17,,,1899-12-30 0:00
,18424,"Roy, Kevin",0,WM Phoenix Open,,,1,39335,1,1,2026-02-05 7:20,2026-02-06 12:00,,,1899-12-30 0:00
,14792,"Saddier, Adrien",0,WM Phoenix Open,,,,34371,1,10,2026-02-05 13:50,2026-02-06 9:10,,,1899-12-30 0:00
,19895,"Schauffele, Xander",0,WM Phoenix Open,,,,48081,1,1,2026-02-05 12:44,2026-02-06 8:04,,,1899-12-30 0:00
,18417,"Scheffler, Scottie",0,WM Phoenix Open,,,1,46046,1,10,2026-02-05 8:15,2026-02-06 12:55,,,1899-12-30 0:00
,19477,"Schenk, Adam",0,WM Phoenix Open,,,1,47347,1,1,2026-02-05 8:37,2026-02-06 13:17,,,1899-12-30 0:00
,20722,"Schmid, Matti",0,WM Phoenix Open,,,,48867,1,1,2026-02-05 13:17,2026-02-06 8:37,,,1899-12-30 0:00
,32055,"Shipley, Neal",0,WM Phoenix Open,,,,63807,1,1,2026-02-05 13:39,2026-02-06 8:59,,,1899-12-30 0:00
,11049,"Simpson, Webb",0,WM Phoenix Open,,,1,29221,1,1,2026-02-05 7:53,2026-02-06 12:33,,,1899-12-30 0:00
,18474,"Smalley, Alex",0,WM Phoenix Open,,,1,46340,1,10,2026-02-05 8:37,2026-02-06 13:17,,,1899-12-30 0:00
,18586,"Smith, Jordan",0,WM Phoenix Open,,,,46464,1,10,2026-02-05 13:28,2026-02-06 8:48,,,1899-12-30 0:00
,22985,"Smotherman, Austin",0,WM Phoenix Open,,,,50095,1,10,2026-02-05 13:39,2026-02-06 8:59,,,1899-12-30 0:00
,17536,"Spaun, J.J.",0,WM Phoenix Open,,,1,39324,1,10,2026-02-05 7:53,2026-02-06 12:33,,,1899-12-30 0:00
,14636,"Spieth, Jordan",0,WM Phoenix Open,,,1,34046,1,10,2026-02-05 8:15,2026-02-06 12:55,,,1899-12-30 0:00
,25569,"Stevens, Sam",0,WM Phoenix Open,,,,55893,1,10,2026-02-05 12:22,2026-02-06 7:42,,,1899-12-30 0:00
,17511,"Straka, Sepp",0,WM Phoenix Open,,,1,49960,1,1,2026-02-05 8:04,2026-02-06 12:44,,,1899-12-30 0:00
,13126,"Taylor, Nick",0,WM Phoenix Open,,,1,25493,1,1,2026-02-05 8:04,2026-02-06 12:44,,,1899-12-30 0:00
,23014,"Theegala, Sahith",0,WM Phoenix Open,,,1,51634,1,10,2026-02-05 7:53,2026-02-06 12:33,,,1899-12-30 0:00
,27364,"Thompson, Davis",0,WM Phoenix Open,,,1,58168,1,1,2026-02-05 8:15,2026-02-06 12:55,,,1899-12-30 0:00
,26649,"Thorbjornsen, Michael",0,WM Phoenix Open,,,1,57364,1,1,2026-02-05 7:31,2026-02-06 12:11,,,1899-12-30 0:00
,17032,"Tosti, Alejandro",0,WM Phoenix Open,,,,38991,1,10,2026-02-05 13:50,2026-02-06 9:10,,,1899-12-30 0:00
,23816,"Valimaki, Sami",0,WM Phoenix Open,,,,52666,1,10,2026-02-05 13:06,2026-02-06 8:26,,,1899-12-30 0:00
,17550,"Van Rooyen, Erik",0,WM Phoenix Open,,,,40006,1,10,2026-02-05 13:17,2026-02-06 8:37,,,1899-12-30 0:00
,25319,"VanDerLaan, John",0,WM Phoenix Open,,,1,55573,1,10,2026-02-05 8:48,2026-02-06 13:28,,,1899-12-30 0:00
,24304,"Vilips, Karl",0,WM Phoenix Open,,,1,54304,1,10,2026-02-05 8:26,2026-02-06 13:06,,,1899-12-30 0:00
,25003,"Walker, Danny",0,WM Phoenix Open,,,1,54607,1,1,2026-02-05 7:31,2026-02-06 12:11,,,1899-12-30 0:00
,25908,"Whaley, Vince",0,WM Phoenix Open,,,1,51894,1,10,2026-02-05 7:42,2026-02-06 12:22,,,1899-12-30 0:00
,12577,"Woodland, Gary",0,WM Phoenix Open,,,1,31323,1,1,2026-02-05 8:37,2026-02-06 13:17,,,1899-12-30 0:00
,29925,"Yellamaraju, Sudarshan",0,WM Phoenix Open,,,,60386,1,10,2026-02-05 13:28,2026-02-06 8:48,,,1899-12-30 0:00
,26651,"Young, Cameron",0,WM Phoenix Open,,,,57366,1,1,2026-02-05 12:44,2026-02-06 8:04,,,1899-12-30 0:00
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0
