Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
6281,5087467021,Sporky (4/10),0,213,G Tommy Fleetwood G Ludvig Aberg G Viktor Hovland G Brooks Koepka G Christiaan Bezuidenhout G Max Greyserman,,,
6281,5087472567,osakis (1/2),0,213,G Russell Henley G Akshay Bhatia G Min Woo Lee G Brooks Koepka G Sepp Straka G Tony Finau,,,
6281,5087437883,OneDropKing (8/150),0,212.99998,G Chris Gotterup G Matt Fitzpatrick G Sepp Straka G Maverick McNealy G Justin Thomas G Michael Brennan,,,
6289,5087368208,jvogrin (3/3),0,212.95001,G Scottie Scheffler G Cameron Young G Matti Schmid G Ryo Hisatsune G Ricky Castillo G Alex Smalley,,,
6289,5087437958,OneDropKing (83/150),0,212.95001,G Xander Schauffele G Jacob Bridgeman G Adam Scott G Sahith Theegala G Alex Noren G Lucas Glover,,,
6289,5087445082,Cyoung14 (4/4),0,212.95001,G Viktor Hovland G Chris Gotterup G Matt Fitzpatrick G Jacob Bridgeman G Maverick McNealy G Michael Brennan,,,
6289,5087478174,jschan03 (1/2),0,212.95001,G Xander Schauffele G Hideki Matsuyama G Jake Knapp G Jacob Bridgeman G Adam Scott G Tom Hoge,,,
6289,5087342118,cneith (1/2),0,212.95,G Russell Henley G Viktor Hovland G Cameron Young G Nicolai Hojgaard G Justin Thomas G Sahith Theegala,,,
6289,5087432017,lsahr (49/100),0,212.95,G Hideki Matsuyama G Patrick Cantlay G Min Woo Lee G Maverick McNealy G Jason Day G Taylor Pendrith,,,
6289,5087264875,csurunnerccr (118/150),0,212.94998,G Si Woo Kim G Cameron Young G Akshay Bhatia G Min Woo Lee G Daniel Berger G Matthew McCarty,,,
6289,5087347101,cantfademe (136/150),0,212.94998,G Scottie Scheffler G Akshay Bhatia G Michael Thorbjornsen G Nicolas Echavarria G Michael Brennan G David Ford,,,
6297,5087432028,lsahr (60/100),0,212.90001,G Rory McIlroy G Cameron Young G Min Woo Lee G Alex Noren G Michael Brennan G Sungjae Im,,,
6298,5087383332,marksda3,0,212.85,G Russell Henley G Ludvig Aberg G Viktor Hovland G Matt Fitzpatrick G Christiaan Bezuidenhout G Mackenzie Hughes,,,
6298,5087360617,gorthog58,0,212.84999,G Tommy Fleetwood G Xander Schauffele G Justin Thomas G Sahith Theegala G Tony Finau G Taylor Moore,,,
6298,5087361640,skyler95 (1/4),0,212.84999,G Russell Henley G Ludvig Aberg G Robert MacIntyre G Cameron Young G Max Greyserman G Ricky Castillo,,,
6301,5087458323,joejoe402,0,212.8,G Scottie Scheffler G Akshay Bhatia G Justin Thomas G Keith Mitchell G Max McGreevy G Chris Kirk,,,
6301,5087362060,markrogermaples,0,212.79999,G Tommy Fleetwood G Akshay Bhatia G Patrick Cantlay G Brooks Koepka G Kurt Kitayama G Ryan Gerard,,,
6301,5087415305,Skibasher (81/150),0,212.79999,G Russell Henley G Matt Fitzpatrick G Robert MacIntyre G Corey Conners G Lucas Glover G Matthew McCarty,,,
6301,5087455768,Dudeoflife (91/150),0,212.79999,G Tommy Fleetwood G Cameron Young G Shane Lowry G Daniel Berger G Justin Thomas G Michael Brennan,,,
6301,5087458912,tkoblow (44/150),0,212.79999,G Tommy Fleetwood G Matt Fitzpatrick G Akshay Bhatia G Harris English G Daniel Berger G Keith Mitchell,,,
6306,5087344832,khp5050 (96/100),0,212.75,G Si Woo Kim G Hideki Matsuyama G Harris English G Alex Noren G Michael Thorbjornsen G J.J. Spaun,,,
6306,5087455770,Dudeoflife (93/150),0,212.75,G Tommy Fleetwood G Akshay Bhatia G Min Woo Lee G Justin Thomas G Kurt Kitayama G Alex Noren,,,
6306,5087475170,B_Heals152 (51/150),0,212.75,G Scottie Scheffler G J.J. Spaun G Brian Harman G Keith Mitchell G Garrick Higgo G Ricky Castillo,,,
6306,5087477242,radagast196 (2/3),0,212.75,G Si Woo Kim G Matt Fitzpatrick G Akshay Bhatia G Daniel Berger G Brian Harman G Christiaan Bezuidenhout,,,
6306,5087408555,Olson.kj (1/99),0,212.74998,G Rory McIlroy G Min Woo Lee G Harris English G Maverick McNealy G Harry Hall G Keith Mitchell,,,
6311,5087429594,0000__available (2/20),0,212.70001,G Si Woo Kim G Russell Henley G Matt Fitzpatrick G Maverick McNealy G Ryan Gerard G Ricky Castillo,,,
6311,5087125051,flanders21 (3/11),0,212.7,G Russell Henley G Viktor Hovland G Matt Fitzpatrick G Maverick McNealy G Justin Thomas G Tony Finau,,,
6311,5087304628,Gsluke (80/150),0,212.7,G Scottie Scheffler G Akshay Bhatia G Michael Thorbjornsen G John Keefer G Kristoffer Reitan G Hao-Tong Li,,,
6311,5087347087,cantfademe (122/150),0,212.7,G Scottie Scheffler G Brooks Koepka G Corey Conners G Max Homa G Michael Brennan G Bud Cauley,,,
6311,5087404869,DamonKillian (19/30),0,212.7,G Tommy Fleetwood G Russell Henley G Akshay Bhatia G Brooks Koepka G Harris English G Max McGreevy,,,
6311,5087460218,thielmi,0,212.7,G Tommy Fleetwood G Russell Henley G Cameron Young G Sepp Straka G Sahith Theegala G Zachary Bauchou,,,
6317,5087467088,JeffreyG33 (5/12),0,212.65001,G Russell Henley G Cameron Young G Jake Knapp G Jacob Bridgeman G Rickie Fowler G Sahith Theegala,,,
6317,5087265350,dfs_ads (122/150),0,212.65,G Tommy Fleetwood G Ludvig Aberg G Jake Knapp G Nicolai Hojgaard G Alex Noren G Christiaan Bezuidenhout,,,
6317,5087304574,Gsluke (26/150),0,212.65,G Si Woo Kim G Russell Henley G Ludvig Aberg G Maverick McNealy G Christiaan Bezuidenhout G Michael Brennan,,,
6317,5087353707,TheBadNewsBucs,0,212.65,G Russell Henley G Akshay Bhatia G Jacob Bridgeman G Sepp Straka G Sahith Theegala G Alex Smalley,,,
6317,5087408622,Olson.kj (68/99),0,212.65,G Si Woo Kim G Matt Fitzpatrick G Jake Knapp G Maverick McNealy G Ryan Gerard G Seamus Power,,,
6317,5087428249,branhickman,0,212.65,G Hideki Matsuyama G Russell Henley G Cameron Young G Jacob Bridgeman G Sahith Theegala G Austin Smotherman,,,
6317,5087451326,Ddorrett (1/4),0,212.65,G Si Woo Kim G Ludvig Aberg G Robert MacIntyre G Harris English G Daniel Berger G Seamus Power,,,
6324,5087265310,dfs_ads (82/150),0,212.6,G Hideki Matsuyama G Ludvig Aberg G Shane Lowry G Sepp Straka G Harris English G Bud Cauley,,,
6324,5087304594,Gsluke (46/150),0,212.6,G Ludvig Aberg G Viktor Hovland G Robert MacIntyre G Maverick McNealy G Daniel Berger G Christiaan Bezuidenhout,,,
6324,5087404521,moondogg88 (1/4),0,212.6,G Viktor Hovland G Matt Fitzpatrick G Robert MacIntyre G Brooks Koepka G Harris English G Max Homa,,,
6324,5087470721,mustafael (31/50),0,212.6,G Xander Schauffele G Russell Henley G Min Woo Lee G Ben Griffin G Justin Thomas G Christiaan Bezuidenhout,,,
6324,5087110483,BamaJones,0,212.59999,G Tommy Fleetwood G Xander Schauffele G Chris Gotterup G Sahith Theegala G Matti Schmid G Austin Smotherman,,,
6324,5087175159,ItsDrakeo (34/150),0,212.59999,G Scottie Scheffler G Sepp Straka G Maverick McNealy G Corey Conners G Ricky Castillo G Max McGreevy,,,
6324,5087175245,ItsDrakeo (120/150),0,212.59999,G Tommy Fleetwood G Russell Henley G Chris Gotterup G Michael Thorbjornsen G J.J. Spaun G Lucas Glover,,,
6324,5087417540,jeepster413 (4/4),0,212.59999,G Tommy Fleetwood G Akshay Bhatia G Maverick McNealy G Justin Thomas G Max Homa G Michael Brennan,,,
6324,5087425576,mgamble00 (20/40),0,212.59999,G Ludvig Aberg G Akshay Bhatia G Min Woo Lee G Lucas Glover G Matthieu Pavon G Brian Campbell,,,
6324,5087445185,beaker913 (88/150),0,212.59999,G Rory McIlroy G Akshay Bhatia G Sam Burns G Brooks Koepka G Sam Stevens G Lucas Glover,,,
6334,5087349153,cptnspaulding (134/150),0,212.55,G Hideki Matsuyama G Ludvig Aberg G Jake Knapp G Rickie Fowler G Kurt Kitayama G J.J. Spaun,,,
6334,5087353994,thebodyspill (114/120),0,212.55,G Tommy Fleetwood G Matt Fitzpatrick G Robert MacIntyre G Daniel Berger G Michael Thorbjornsen G Christiaan Bezuidenhout,,,
6334,5087424586,randers (1/150),0,212.55,G Xander Schauffele G Hideki Matsuyama G Cameron Young G Kurt Kitayama G Pierceson Coody G Keith Mitchell,,,
6334,5087129062,T_revor (84/150),0,212.54999,G Tommy Fleetwood G Hideki Matsuyama G Robert MacIntyre G Alex Noren G Jordan Spieth G Michael Brennan,,,
6334,5087280412,ekampa8008 (3/5),0,212.54999,G Scottie Scheffler G Jacob Bridgeman G Corey Conners G Tony Finau G Ricky Castillo G Alex Smalley,,,
6334,5087295428,Cmccurry71043 (49/50),0,212.54999,G Si Woo Kim G Xander Schauffele G Viktor Hovland G Jordan Spieth G Lucas Glover G Aldrich Potgieter,,,
6334,5087374458,Ponta01 (49/60),0,212.54997,G Si Woo Kim G Xander Schauffele G Russell Henley G Daniel Berger G John Keefer G Michael Brennan,,,
6341,5087475163,B_Heals152 (44/150),0,212.50002,G Tommy Fleetwood G Russell Henley G Matt Fitzpatrick G Justin Thomas G Bud Cauley G Zachary Bauchou,,,
6341,5087432646,rycullen1999 (7/10),0,212.5,G Viktor Hovland G Cameron Young G Jacob Bridgeman G Ben Griffin G Sahith Theegala G Taylor Pendrith,,,
6341,5087472574,hypegotti (4/5),0,212.5,G Si Woo Kim G Viktor Hovland G Matt Fitzpatrick G Harris English G Ryan Gerard G Matthew McCarty,,,
6341,5087428239,briandolphin,0,212.49998,G Tommy Fleetwood G Russell Henley G Cameron Young G Jacob Bridgeman G Tony Finau G Ricky Castillo,,,
6345,5087306354,Kenters,0,212.45001,G Tommy Fleetwood G Cameron Young G Akshay Bhatia G Sepp Straka G Sahith Theegala G J.J. Spaun,,,
6345,5087325388,brinkd8755,0,212.45001,G Tommy Fleetwood G Cameron Young G Akshay Bhatia G Sepp Straka G Adam Scott G Sahith Theegala,,,
6345,5087350669,JPB2014 (60/150),0,212.45001,G Si Woo Kim G Viktor Hovland G Akshay Bhatia G Justin Thomas G Adam Scott G Alex Noren,,,
6345,5087387546,sneuman (58/150),0,212.45001,G Tommy Fleetwood G Cameron Young G Sepp Straka G Maverick McNealy G Adam Scott G Sahith Theegala,,,
6345,5087350758,JPB2014 (149/150),0,212.45,G Tommy Fleetwood G Matt Fitzpatrick G Robert MacIntyre G Daniel Berger G Aaron Rai G J.T. Poston,,,
6345,5087434214,xmastime (14/25),0,212.45,G Xander Schauffele G Russell Henley G Sahith Theegala G Austin Smotherman G William Mouw G Lee Hodges,,,
6345,5087463315,bigvon33 (2/2),0,212.45,G Scottie Scheffler G Cameron Young G Justin Thomas G Patrick Rodgers G Lee Hodges G Taylor Moore,,,
6352,5087363553,jw1984 (4/6),0,212.40001,G Si Woo Kim G Matt Fitzpatrick G Cameron Young G Jake Knapp G Adam Scott G Sungjae Im,,,
6352,5087423112,ed8802 (1/3),0,212.40001,G Tommy Fleetwood G Russell Henley G Ben Griffin G Rickie Fowler G Maverick McNealy G Corey Conners,,,
6352,5087431109,az350z (5/9),0,212.40001,G Si Woo Kim G Matt Fitzpatrick G Cameron Young G Jake Knapp G Adam Scott G Sungjae Im,,,
6352,5087468856,KL26,0,212.40001,G Tommy Fleetwood G Russell Henley G Ben Griffin G Rickie Fowler G Maverick McNealy G Corey Conners,,,
6352,5087475641,PrimeTime420,0,212.40001,G Tommy Fleetwood G Russell Henley G Ben Griffin G Rickie Fowler G Maverick McNealy G Corey Conners,,,
6352,5087477481,craftylefty (34/40),0,212.40001,G Si Woo Kim G Matt Fitzpatrick G Cameron Young G Jake Knapp G Adam Scott G Sungjae Im,,,
6352,5087454438,JWheel73 (9/10),0,212.4,G Si Woo Kim G Ludvig Aberg G Jake Knapp G Rickie Fowler G Daniel Berger G Davis Thompson,,,
6359,5087158930,dr00pd0g (146/150),0,212.35,G Tommy Fleetwood G Si Woo Kim G Xander Schauffele G Matthew McCarty G Christiaan Bezuidenhout G John Keefer,,,
6359,5087347042,cantfademe (77/150),0,212.35,G Si Woo Kim G Chris Gotterup G Jake Knapp G Maverick McNealy G Adam Scott G Corey Conners,,,
6359,5087429851,KMac5,0,212.34999,G Tommy Fleetwood G Si Woo Kim G Min Woo Lee G Jacob Bridgeman G Max Homa G Taylor Moore,,,
6359,5087440060,drdei3 (3/4),0,212.34999,G Tommy Fleetwood G Hideki Matsuyama G Robert MacIntyre G Daniel Berger G Corey Conners G Austin Smotherman,,,
6359,5087470754,rmschr12 (5/23),0,212.34999,G Scottie Scheffler G Daniel Berger G Michael Thorbjornsen G Rasmus Hojgaard G Max Homa G Kristoffer Reitan,,,
6364,5087421031,knicker111 (14/18),0,212.30002,G Tommy Fleetwood G Russell Henley G Harris English G Maverick McNealy G Ryan Gerard G Alex Noren,,,
6364,5087404866,DamonKillian (16/30),0,212.3,G Russell Henley G Viktor Hovland G Matt Fitzpatrick G Brooks Koepka G Harris English G Austin Smotherman,,,
6364,5087424699,randers (114/150),0,212.3,G Rory McIlroy G Justin Rose G Maverick McNealy G Kurt Kitayama G Corey Conners G Davis Thompson,,,
6364,5087458398,Vikings_Nate (61/150),0,212.3,G Si Woo Kim G Hideki Matsuyama G Min Woo Lee G Ben Griffin G Michael Thorbjornsen G Sungjae Im,,,
6368,5087304602,Gsluke (54/150),0,212.25002,G Tommy Fleetwood G Si Woo Kim G Jake Knapp G Maverick McNealy G Ryan Gerard G Sungjae Im,,,
6368,5087158873,dr00pd0g (89/150),0,212.25,G Tommy Fleetwood G Akshay Bhatia G Patrick Cantlay G Maverick McNealy G Ryan Gerard G Matthew McCarty,,,
6368,5087247617,PooGazoo (2/3),0,212.25,G Tommy Fleetwood G Robert MacIntyre G Jake Knapp G Maverick McNealy G Justin Thomas G Alex Noren,,,
6368,5087260201,pv43eee (39/76),0,212.25,G Tommy Fleetwood G Matt Fitzpatrick G Cameron Young G Harris English G Alex Noren G Jordan L. Smith,,,
6368,5087323518,FinsUp444 (1/5),0,212.25,G Si Woo Kim G Xander Schauffele G Sepp Straka G Sahith Theegala G Tony Finau G Patrick Rodgers,,,
6368,5087344762,khp5050 (26/100),0,212.25,G Si Woo Kim G Robert MacIntyre G Akshay Bhatia G Justin Rose G Sepp Straka G Max McGreevy,,,
6368,5087431552,jkane14 (2/8),0,212.25,G Hideki Matsuyama G Russell Henley G Rickie Fowler G Justin Thomas G Adam Scott G Jason Day,,,
6368,5087455830,Baueezy (11/11),0,212.25,G Russell Henley G Cameron Young G Justin Rose G Harris English G Daniel Berger G Alex Noren,,,
6368,5087458403,Vikings_Nate (66/150),0,212.25,G Robert MacIntyre G Jake Knapp G Jacob Bridgeman G Justin Rose G Ben Griffin G Justin Thomas,,,
6368,5087463507,kj94,0,212.25,G Si Woo Kim G Matt Fitzpatrick G Akshay Bhatia G Harris English G Ryan Gerard G Alex Noren,,,
6368,5087482782,cwthrow24 (3/24),0,212.24998,G Si Woo Kim G Xander Schauffele G Akshay Bhatia G Sepp Straka G Nicolai Hojgaard G Ricky Castillo,,,
6379,5087352405,toddcollier,0,212.20001,G Si Woo Kim G Min Woo Lee G Jacob Bridgeman G Sepp Straka G Sahith Theegala G Alex Noren,,,
6379,5087427024,BenFreed3 (1/3),0,212.20001,G Rory McIlroy G Cameron Young G Jacob Bridgeman G Rickie Fowler G Harris English G Zachary Bauchou,,,
6379,5087393833,mzara09 (2/6),0,212.2,G Xander Schauffele G Viktor Hovland G Robert MacIntyre G Sepp Straka G Lucas Glover G Andrew Putnam,,,
6379,5087134394,jcg56,0,212.19998,G Hideki Matsuyama G Cameron Young G Jacob Bridgeman G Ben Griffin G Sepp Straka G Maverick McNealy,,,
6379,5087421021,knicker111 (4/18),0,212.19998,G Russell Henley G Matt Fitzpatrick G Jacob Bridgeman G Rickie Fowler G Maverick McNealy G Daniel Berger,,,
6384,5087304644,Gsluke (96/150),0,212.15,G Scottie Scheffler G Brooks Koepka G Ryan Gerard G Max Homa G John Keefer G Hao-Tong Li,,,
6385,5087245433,jsf900 (150/150),0,212.1,G Scottie Scheffler G Akshay Bhatia G Corey Conners G Christiaan Bezuidenhout G Keith Mitchell G Sungjae Im,,,
6385,5087374108,KingTerryPegula (3/5),0,212.1,G Tommy Fleetwood G Si Woo Kim G Jacob Bridgeman G Maverick McNealy G Aaron Rai G Nicolas Echavarria,,,
6385,5087475876,macataca (67/100),0,212.1,G Si Woo Kim G Ludvig Aberg G Viktor Hovland G Patrick Cantlay G Bud Cauley G Ricky Castillo,,,
6385,5087289590,Dcarr83 (1/2),0,212.09999,G Tommy Fleetwood G Akshay Bhatia G Justin Rose G Harris English G Justin Thomas G Sahith Theegala,,,
6385,5087350652,JPB2014 (43/150),0,212.09999,G Scottie Scheffler G Ryan Gerard G Alex Noren G Corey Conners G Christiaan Bezuidenhout G John Keefer,,,
6385,5087482233,werewolvesoflondon (64/150),0,212.09999,G Rory McIlroy G Si Woo Kim G Rickie Fowler G Aaron Rai G Taylor Pendrith G Keith Mitchell,,,
6391,5087405644,atrain00 (20/50),0,212.05002,G Russell Henley G Viktor Hovland G Justin Rose G Brooks Koepka G Maverick McNealy G Christiaan Bezuidenhout,,,
6391,5087468335,Taxman8 (42/50),0,212.05002,G Viktor Hovland G Matt Fitzpatrick G Jake Knapp G Brooks Koepka G Harris English G Maverick McNealy,,,
6391,5087265314,dfs_ads (86/150),0,212.05,G Scottie Scheffler G Sepp Straka G Jordan Spieth G Davis Thompson G Taylor Pendrith G Kristoffer Reitan,,,
6391,5087460244,jdenslow (7/12),0,212.05,G Russell Henley G Jacob Bridgeman G Sahith Theegala G Corey Conners G Bud Cauley G Austin Smotherman,,,
6391,5087158792,dr00pd0g (8/150),0,212.04999,G Tommy Fleetwood G Si Woo Kim G Maverick McNealy G Daniel Berger G Ryan Gerard G Alex Noren,,,
6391,5087347027,cantfademe (62/150),0,212.04999,G Scottie Scheffler G Ryan Gerard G Sahith Theegala G Corey Conners G Jordan L. Smith G Kristoffer Reitan,,,
6391,5087415356,Skibasher (132/150),0,212.04999,G Tommy Fleetwood G Robert MacIntyre G Akshay Bhatia G Rickie Fowler G Justin Thomas G Matthew McCarty,,,
6391,5087418917,bryanbigbets (12/25),0,212.04999,G Tommy Fleetwood G Viktor Hovland G Patrick Cantlay G Rickie Fowler G Daniel Berger G Keegan Bradley,,,
6391,5087473628,tedzz (87/150),0,212.04999,G Si Woo Kim G Russell Henley G Ben Griffin G Rickie Fowler G Sepp Straka G Michael Thorbjornsen,,,
6400,5087107135,ckk-244ayk (145/150),0,212,G Xander Schauffele G Russell Henley G Cameron Young G Kurt Kitayama G J.J. Spaun G Lucas Glover,,,
6400,5087264877,csurunnerccr (120/150),0,212,G Tommy Fleetwood G Hideki Matsuyama G Rickie Fowler G Maverick McNealy G Ryan Gerard G J.J. Spaun,,,
6400,5087427901,49ers1949,0,212,G Tommy Fleetwood G Akshay Bhatia G Min Woo Lee G Jacob Bridgeman G Sahith Theegala G Austin Smotherman,,,
6400,5087437963,OneDropKing (88/150),0,212,G Xander Schauffele G Matt Fitzpatrick G Sepp Straka G Harris English G Nick Taylor G Aldrich Potgieter,,,
6400,5087452269,mrhands17 (6/16),0,212,G Chris Gotterup G Matt Fitzpatrick G Cameron Young G Maverick McNealy G Sahith Theegala G Alex Noren,,,
6400,5087460559,Nate-Tater (2/2),0,212,G Scottie Scheffler G Jake Knapp G Wyndham Clark G Ryo Hisatsune G Keith Mitchell G Ricky Castillo,,,
6400,5087482231,werewolvesoflondon (62/150),0,212,G Xander Schauffele G Russell Henley G Akshay Bhatia G Rickie Fowler G Sepp Straka G Christiaan Bezuidenhout,,,
6400,5087536774,griz78 (6/10),0,212,G Tommy Fleetwood G Jake Knapp G Min Woo Lee G Jacob Bridgeman G Maverick McNealy G Sahith Theegala,,,
6400,5087107065,ckk-244ayk (75/150),0,211.99998,G Russell Henley G Robert MacIntyre G Jake Knapp G Rickie Fowler G Daniel Berger G Michael Thorbjornsen,,,
6400,5087347077,cantfademe (112/150),0,211.99998,G Chris Gotterup G Matt Fitzpatrick G Cameron Young G Akshay Bhatia G Daniel Berger G Kristoffer Reitan,,,
6400,5087355447,BoangTao33 (66/150),0,211.99998,G Chris Gotterup G Robert MacIntyre G Cameron Young G Sepp Straka G Maverick McNealy G Sam Stevens,,,
6400,5087473555,tedzz (14/150),0,211.99998,G Scottie Scheffler G Ben Griffin G Sepp Straka G Michael Thorbjornsen G Alex Smalley G Lee Hodges,,,
6412,5087475214,B_Heals152 (95/150),0,211.94998,G Cameron Young G Shane Lowry G Patrick Cantlay G Min Woo Lee G Justin Rose G Sahith Theegala,,,
6413,5087304657,Gsluke (109/150),0,211.9,G Scottie Scheffler G Justin Thomas G Rasmus Hojgaard G Max Homa G Taylor Pendrith G Kristoffer Reitan,,,
6413,5087451024,Taxman8 (24/50),0,211.9,G Scottie Scheffler G Michael Thorbjornsen G Brian Harman G Max Homa G Tony Finau G Max Greyserman,,,
6415,5087437905,OneDropKing (30/150),0,211.85,G Chris Gotterup G Jacob Bridgeman G Justin Rose G Justin Thomas G Sahith Theegala G Taylor Moore,,,
6415,5087442347,coachspx (3/3),0,211.85,G Si Woo Kim G Russell Henley G Akshay Bhatia G Adam Scott G Sahith Theegala G Corey Conners,,,
6415,5087482235,werewolvesoflondon (66/150),0,211.85,G Russell Henley G Matt Fitzpatrick G Patrick Cantlay G Ben Griffin G Sepp Straka G Corey Conners,,,
6415,5087187591,salatso22 (16/80),0,211.84999,G Scottie Scheffler G Corey Conners G Nicolas Echavarria G Nick Taylor G Matthew McCarty G Mac Meissner,,,
6415,5087194380,conmo,0,211.84999,G Tommy Fleetwood G Russell Henley G Min Woo Lee G Justin Thomas G Kurt Kitayama G Harry Hall,,,
6415,5087304619,Gsluke (71/150),0,211.84999,G Si Woo Kim G Russell Henley G Matt Fitzpatrick G Brooks Koepka G Daniel Berger G Sungjae Im,,,
6415,5087421023,knicker111 (6/18),0,211.84999,G Si Woo Kim G Russell Henley G Harris English G Maverick McNealy G Daniel Berger G Michael Thorbjornsen,,,
6415,5087445179,beaker913 (82/150),0,211.84999,G Tommy Fleetwood G Cameron Young G Akshay Bhatia G Sam Burns G Sepp Straka G Michael Kim,,,
6415,5087455771,Dudeoflife (94/150),0,211.84999,G Tommy Fleetwood G Chris Gotterup G Akshay Bhatia G Maverick McNealy G Justin Thomas G Austin Smotherman,,,
6415,5087536159,Stuey,0,211.84999,G Si Woo Kim G Matt Fitzpatrick G Akshay Bhatia G Harris English G Ryan Gerard G Max Homa,,,
6425,5087264850,csurunnerccr (93/150),0,211.8,G Si Woo Kim G Matt Fitzpatrick G Jake Knapp G Rickie Fowler G Daniel Berger G Jordan Spieth,,,
6425,5087304552,Gsluke (4/150),0,211.8,G Scottie Scheffler G Maverick McNealy G Ryan Gerard G Brian Harman G Christiaan Bezuidenhout G Hao-Tong Li,,,
6425,5087305223,ingyboy,0,211.8,G Xander Schauffele G Shane Lowry G Jacob Bridgeman G Ben Griffin G Sepp Straka G Sahith Theegala,,,
6425,5087424064,hendoo_32,0,211.8,G Xander Schauffele G Hideki Matsuyama G Cameron Young G Rickie Fowler G Nicolai Hojgaard G Tom Hoge,,,
6425,5087455686,Dudeoflife (9/150),0,211.8,G Tommy Fleetwood G Viktor Hovland G Akshay Bhatia G Maverick McNealy G Alex Noren G Max Homa,,,
6425,5087458918,tkoblow (50/150),0,211.8,G Russell Henley G Matt Fitzpatrick G Shane Lowry G Patrick Cantlay G Max Homa G Keith Mitchell,,,
6425,5087475171,B_Heals152 (52/150),0,211.8,G Si Woo Kim G Robert MacIntyre G Patrick Cantlay G Sepp Straka G Adam Scott G Corey Conners,,,
6425,5087482803,cwthrow24 (24/24),0,211.8,G Tommy Fleetwood G Viktor Hovland G Shane Lowry G Maverick McNealy G Alex Noren G Thorbjorn Olesen,,,
6425,5087530080,gwpsr (3/3),0,211.8,G Rory McIlroy G Justin Thomas G Adam Scott G Kurt Kitayama G Jordan Spieth G Takumi Kanaya,,,
6425,5087094413,THEACTIONONE (1/3),0,211.79999,G Tommy Fleetwood G Russell Henley G Viktor Hovland G Justin Thomas G Sahith Theegala G Lee Hodges,,,
6425,5087234737,Chadg20 (44/100),0,211.79999,G Scottie Scheffler G Akshay Bhatia G Corey Conners G Matthew McCarty G Kristoffer Reitan G Austin Smotherman,,,
6425,5087287446,givemedaballyo,0,211.79999,G Xander Schauffele G Hideki Matsuyama G Jacob Bridgeman G Ben Griffin G Sepp Straka G Tony Finau,,,
6425,5087370754,erkk42,0,211.79999,G Si Woo Kim G Min Woo Lee G Jacob Bridgeman G Ben Griffin G Rickie Fowler G Ryan Gerard,,,
6425,5087398938,aniforani (1/3),0,211.79999,G Si Woo Kim G Min Woo Lee G Jacob Bridgeman G Ben Griffin G Rickie Fowler G Ryan Gerard,,,
6425,5087424636,randers (51/150),0,211.79999,G Xander Schauffele G Cameron Young G Shane Lowry G Sahith Theegala G Harry Hall G Marco Penge,,,
6425,5087480893,the2horse,0,211.79999,G Xander Schauffele G Hideki Matsuyama G Chris Gotterup G Sepp Straka G Sahith Theegala G Austin Smotherman,,,
6441,5087403983,Alexander2019,0,211.75002,G Robert MacIntyre G Akshay Bhatia G Jake Knapp G Min Woo Lee G Sam Burns G Rickie Fowler,,,
6441,5087361200,thawildman,0,211.75,G Viktor Hovland G Cameron Young G Sepp Straka G Justin Thomas G Sahith Theegala G Tony Finau,,,
6441,5087455814,Dudeoflife (137/150),0,211.75,G Tommy Fleetwood G Russell Henley G Ludvig Aberg G Harris English G Tony Finau G Bud Cauley,,,
6441,5087369901,Cableguy1971 (2/4),0,211.74998,G Tommy Fleetwood G Russell Henley G Cameron Young G Sepp Straka G Sahith Theegala G Austin Smotherman,,,
6441,5087388161,allisonpitts38 (1/2),0,211.74998,G Tommy Fleetwood G Russell Henley G Cameron Young G Sepp Straka G Sahith Theegala G Austin Smotherman,,,
6441,5087463974,ikickflavor,0,211.74998,G Russell Henley G Cameron Young G Justin Thomas G Austin Smotherman G Lee Hodges G Taylor Moore,,,
6447,5087387622,sneuman (134/150),0,211.70001,G Russell Henley G Cameron Young G Akshay Bhatia G Sepp Straka G Maverick McNealy G Sahith Theegala,,,
6447,5087399413,aniforani (2/3),0,211.70001,G Russell Henley G Cameron Young G Akshay Bhatia G Sepp Straka G Maverick McNealy G Sahith Theegala,,,
6447,5087408615,Olson.kj (61/99),0,211.70001,G Si Woo Kim G Ludvig Aberg G Robert MacIntyre G Harris English G Matthew McCarty G Bud Cauley,,,
6447,5087420968,tam92267 (2/3),0,211.70001,G Russell Henley G Cameron Young G Akshay Bhatia G Sepp Straka G Maverick McNealy G Sahith Theegala,,,
6447,5087470586,Don_de_esta,0,211.70001,G Russell Henley G Cameron Young G Akshay Bhatia G Sepp Straka G Maverick McNealy G Sahith Theegala,,,
6447,5087473584,tedzz (43/150),0,211.70001,G Si Woo Kim G Russell Henley G Cameron Young G Sepp Straka G Maverick McNealy G Joel Dahmen,,,
6447,5087469807,ibrahim2000gaab (2/2),0,211.69998,G Russell Henley G Ludvig Aberg G Ben Griffin G Rickie Fowler G Maverick McNealy G Nicolai Hojgaard,,,
6454,5087376908,JimmyDonuts (14/20),0,211.65001,G Tommy Fleetwood G Cameron Young G Ben Griffin G Rickie Fowler G Nicolai Hojgaard G Jordan Spieth,,,
6454,5087405649,atrain00 (25/50),0,211.65001,G Scottie Scheffler G Ludvig Aberg G Sahith Theegala G Alex Smalley G Hao-Tong Li G Joel Dahmen,,,
