Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
4344,5086352021,Billott2,0,188.85,G Si Woo Kim G Chris Gotterup G Akshay Bhatia G Adam Scott G Ryan Gerard G Ryo Hisatsune,,,
4344,5086406113,beaker913 (6/150),0,188.85,G Si Woo Kim G Viktor Hovland G Robert MacIntyre G Shane Lowry G Daniel Berger G Ricky Castillo,,,
4344,5086564972,nickandress (4/7),0,188.85,G Collin Morikawa G Russell Henley G Jacob Bridgeman G Min Woo Lee G Nicolai Hojgaard G Ricky Castillo,,,
4344,5086778885,bigjame123 (1/2),0,188.85,G Collin Morikawa G Ludvig Aberg G Viktor Hovland G Harris English G Daniel Berger G Ricky Castillo,,,
4344,5086832028,Taxman8 (43/75),0,188.84999,G Ludvig Aberg G Robert MacIntyre G Akshay Bhatia G Jake Knapp G Brooks Koepka G Daniel Berger,,,
4352,5085603127,moklovin (56/150),0,188.8,G Scottie Scheffler G Matt Fitzpatrick G Maverick McNealy G Tom Hoge G Kevin Yu G Mark Hubbard,,,
4352,5086334869,Nadroj311 (116/150),0,188.8,G Russell Henley G Robert MacIntyre G Cameron Young G Sam Burns G Kurt Kitayama G Daniel Berger,,,
4352,5086344939,biggbrd27 (8/20),0,188.8,G Scottie Scheffler G Cameron Young G Max Homa G Matthew McCarty G Christiaan Bezuidenhout G Kristoffer Reitan,,,
4352,5086676764,cantfademe (107/150),0,188.8,G Scottie Scheffler G Cameron Young G Max Homa G Matthew McCarty G Mac Meissner G Kristoffer Reitan,,,
4356,5086658377,atrain00 (30/50),0,188.75002,G Scottie Scheffler G Ludvig Aberg G Aaron Rai G Max Greyserman G Max McGreevy G Sungjae Im,,,
4356,5086322186,salatso22 (31/41),0,188.75,G Scottie Scheffler G Jake Knapp G Daniel Berger G Max Homa G Alex Noren G Takumi Kanaya,,,
4356,5086332222,ckk-244ayk (133/150),0,188.75,G Collin Morikawa G Hideki Matsuyama G Akshay Bhatia G Sepp Straka G Alex Noren G Kristoffer Reitan,,,
4356,5086696163,jheiland10,0,188.75,G Collin Morikawa G Cameron Young G Brooks Koepka G Rickie Fowler G Jordan Spieth G Maverick McNealy,,,
4356,5086829585,chased97 (134/150),0,188.75,G Hideki Matsuyama G Matt Fitzpatrick G Shane Lowry G Sam Burns G Daniel Berger G Ryan Gerard,,,
4361,5085408888,golfnerd (1/2),0,188.7,G Scottie Scheffler G Akshay Bhatia G Daniel Berger G Matthew McCarty G Max Greyserman G Ricky Castillo,,,
4361,5086370509,sneuman (104/150),0,188.7,G Collin Morikawa G Tommy Fleetwood G Patrick Cantlay G Nicolai Hojgaard G Corey Conners G Ricky Castillo,,,
4361,5086432244,helpthebear (4/12),0,188.7,G Si Woo Kim G Akshay Bhatia G Justin Rose G Sam Burns G Sepp Straka G Patrick Cantlay,,,
4361,5086709572,pbaramos300 (11/36),0,188.69998,G Collin Morikawa G Tommy Fleetwood G Akshay Bhatia G Brooks Koepka G Rico Hoey G Austin Smotherman,,,
4365,5086206958,cptnspaulding (114/150),0,188.65001,G Si Woo Kim G Viktor Hovland G Min Woo Lee G Patrick Cantlay G Jordan Spieth G Daniel Berger,,,
4365,5086328769,jknows,0,188.65001,G Si Woo Kim G Ludvig Aberg G Akshay Bhatia G Jake Knapp G Patrick Cantlay G Ricky Castillo,,,
4365,5086332131,ckk-244ayk (42/150),0,188.65001,G Si Woo Kim G Viktor Hovland G Shane Lowry G Harris English G Davis Thompson G Alex Noren,,,
4365,5086471274,randers (75/150),0,188.65001,G Rory McIlroy G Cameron Young G Sepp Straka G Jordan Spieth G Aaron Rai G Pierceson Coody,,,
4365,5086658379,atrain00 (32/50),0,188.65001,G Scottie Scheffler G Akshay Bhatia G J.J. Spaun G Michael Brennan G Keith Mitchell G Christiaan Bezuidenhout,,,
4365,5085478951,ItsDrakeo (59/150),0,188.65,G Collin Morikawa G Viktor Hovland G Russell Henley G Min Woo Lee G Taylor Pendrith G Max McGreevy,,,
4365,5085519399,rudyross (39/51),0,188.65,G Corey Conners G Pierceson Coody G Keegan Bradley G Lucas Glover G Michael Brennan G Patrick Rodgers,,,
4365,5086471344,randers (145/150),0,188.65,G Scottie Scheffler G Ben Griffin G Rickie Fowler G Alex Noren G Thorbjorn Olesen G Ricky Castillo,,,
4365,5086783904,mouzbeard (1/2),0,188.65,G Hideki Matsuyama G Shane Lowry G Jake Knapp G Brooks Koepka G Rickie Fowler G Ryo Hisatsune,,,
4374,5085680612,csurunnerccr (16/150),0,188.6,G Collin Morikawa G Matt Fitzpatrick G Cameron Young G Adam Scott G Daniel Berger G Alex Noren,,,
4374,5085781117,BoangTao33 (101/150),0,188.6,G Rory McIlroy G Russell Henley G Rickie Fowler G Aaron Rai G Lucas Glover G Garrick Higgo,,,
4374,5085895765,Firedog50 (70/150),0,188.6,G Scottie Scheffler G Maverick McNealy G Harris English G Kurt Kitayama G Taylor Pendrith G Mac Meissner,,,
4374,5086334758,Nadroj311 (5/150),0,188.6,G Xander Schauffele G Hideki Matsuyama G Jacob Bridgeman G Jake Knapp G Kurt Kitayama G Christiaan Bezuidenhout,,,
4374,5086471273,randers (74/150),0,188.6,G Xander Schauffele G Chris Gotterup G Jacob Bridgeman G Min Woo Lee G Kurt Kitayama G Keegan Bradley,,,
4374,5086748092,geekedup911 (4/20),0,188.6,G Si Woo Kim G Russell Henley G Robert MacIntyre G Min Woo Lee G Kurt Kitayama G Max McGreevy,,,
4374,5085478988,ItsDrakeo (96/150),0,188.59999,G Si Woo Kim G Chris Gotterup G Cameron Young G Min Woo Lee G Brian Harman G Keith Mitchell,,,
4381,5086008749,jhenry76,0,188.55,G Collin Morikawa G Hideki Matsuyama G Robert MacIntyre G Maverick McNealy G Corey Conners G Sudarshan Yellamaraju,,,
4381,5086676168,JoeG2090 (3/3),0,188.54999,G Scottie Scheffler G Daniel Berger G Ryan Gerard G Wyndham Clark G Max Homa G Seamus Power,,,
4381,5086736532,srauco (9/20),0,188.54999,G Tommy Fleetwood G Matt Fitzpatrick G Jake Knapp G Brooks Koepka G Ryan Gerard G J.T. Poston,,,
4384,5085680629,csurunnerccr (33/150),0,188.5,G Collin Morikawa G Tommy Fleetwood G Ludvig Aberg G Adam Scott G Bud Cauley G Mackenzie Hughes,,,
4384,5085680738,csurunnerccr (142/150),0,188.5,G Rory McIlroy G Ludvig Aberg G Min Woo Lee G Harry Hall G Lucas Glover G Michael Brennan,,,
4384,5086230913,TheCommish (144/150),0,188.5,G Si Woo Kim G Xander Schauffele G Jake Knapp G Sepp Straka G Ryan Gerard G Harry Hall,,,
4384,5086332163,ckk-244ayk (74/150),0,188.5,G Collin Morikawa G Tommy Fleetwood G Ludvig Aberg G Adam Scott G Bud Cauley G Mackenzie Hughes,,,
4384,5086600247,mnelizondo (1/5),0,188.5,G Collin Morikawa G Tommy Fleetwood G Ludvig Aberg G Adam Scott G Bud Cauley G Mackenzie Hughes,,,
4384,5086060521,jholland1981 (5/5),0,188.49998,G Tommy Fleetwood G Si Woo Kim G Robert MacIntyre G Ryan Gerard G Nick Taylor G Keith Mitchell,,,
4390,5086212175,Olson.kj (84/100),0,188.45001,G Rory McIlroy G Shane Lowry G Min Woo Lee G Maverick McNealy G J.J. Spaun G Rico Hoey,,,
4390,5085680664,csurunnerccr (68/150),0,188.45,G Si Woo Kim G Hideki Matsuyama G Viktor Hovland G Harris English G Rasmus Hojgaard G Nick Taylor,,,
4390,5086471295,randers (96/150),0,188.45,G Si Woo Kim G Hideki Matsuyama G Akshay Bhatia G Harris English G Nicolai Hojgaard G Rasmus Hojgaard,,,
4390,5086709281,DayByDay,0,188.45,G Collin Morikawa G Hideki Matsuyama G Matt Fitzpatrick G Maverick McNealy G Daniel Berger G Kristoffer Reitan,,,
4394,5085478957,ItsDrakeo (65/150),0,188.40001,G Scottie Scheffler G Shane Lowry G Rickie Fowler G Christiaan Bezuidenhout G Max McGreevy G Ricky Castillo,,,
4394,5086816865,bigvon33,0,188.40001,G Scottie Scheffler G Ludvig Aberg G Aaron Rai G Ryo Hisatsune G Taylor Pendrith G Seonghyeon Kim,,,
4394,5085404087,109stairs (88/150),0,188.4,G Scottie Scheffler G Min Woo Lee G Corey Conners G Nick Taylor G Matthew McCarty G Alex Smalley,,,
4394,5085781056,BoangTao33 (40/150),0,188.4,G Rory McIlroy G Viktor Hovland G Akshay Bhatia G Ryan Gerard G Rasmus Hojgaard G Alex Smalley,,,
4394,5086212179,Olson.kj (88/100),0,188.4,G Scottie Scheffler G Rickie Fowler G Maverick McNealy G Harris English G Hao-Tong Li G Vince Whaley,,,
4394,5086676745,cantfademe (88/150),0,188.4,G Akshay Bhatia G Maverick McNealy G Harris English G Ryan Gerard G Michael Thorbjornsen G Rasmus Hojgaard,,,
4394,5086684032,BenFreed3 (2/2),0,188.4,G Si Woo Kim G Hideki Matsuyama G Cameron Young G Jake Knapp G Daniel Berger G Seamus Power,,,
4394,5086687493,kland304 (6/7),0,188.4,G Scottie Scheffler G Daniel Berger G Michael Thorbjornsen G Brian Harman G Tony Finau G Alex Noren,,,
4394,5086700464,jtmistre,0,188.4,G Si Woo Kim G Hideki Matsuyama G Min Woo Lee G Rickie Fowler G Harris English G Pierceson Coody,,,
4394,5086797022,Sporky (7/10),0,188.4,G Matt Fitzpatrick G Robert MacIntyre G Akshay Bhatia G Jake Knapp G Brooks Koepka G Daniel Berger,,,
4404,5085482665,JPB2014 (122/150),0,188.35,G Si Woo Kim G Xander Schauffele G Matt Fitzpatrick G Daniel Berger G Michael Thorbjornsen G Mac Meissner,,,
4404,5085988941,dr00pd0g (80/150),0,188.35,G Scottie Scheffler G Patrick Cantlay G Maverick McNealy G Alex Noren G Matthew McCarty G Christiaan Bezuidenhout,,,
4404,5086604921,Tashaforce (9/11),0,188.35,G Scottie Scheffler G Si Woo Kim G Matthew McCarty G Keith Mitchell G Ricky Castillo G Taylor Moore,,,
4404,5086623043,cdlsports (36/75),0,188.35,G Scottie Scheffler G Harris English G Daniel Berger G J.J. Spaun G Alex Noren G Christiaan Bezuidenhout,,,
4404,5086736454,az350z (1/8),0,188.35,G Scottie Scheffler G Harris English G Daniel Berger G J.J. Spaun G Alex Noren G Christiaan Bezuidenhout,,,
4404,5085603077,moklovin (6/150),0,188.34999,G Collin Morikawa G Xander Schauffele G Ludvig Aberg G Corey Conners G Nick Taylor G Ricky Castillo,,,
4404,5085680724,csurunnerccr (128/150),0,188.34999,G Collin Morikawa G Xander Schauffele G Ludvig Aberg G Corey Conners G Nick Taylor G Ricky Castillo,,,
4411,5085909712,aniforani (1/6),0,188.3,G Collin Morikawa G Ludvig Aberg G Akshay Bhatia G Daniel Berger G Ryan Gerard G Max Homa,,,
4411,5086230831,TheCommish (62/150),0,188.3,G Collin Morikawa G Tommy Fleetwood G Xander Schauffele G Taylor Pendrith G Max Greyserman G Keith Mitchell,,,
4413,5086334892,Nadroj311 (139/150),0,188.25002,G Tommy Fleetwood G Si Woo Kim G Min Woo Lee G Rickie Fowler G Harry Hall G Christiaan Bezuidenhout,,,
4413,5086393108,aia22 (5/10),0,188.25002,G Collin Morikawa G Hideki Matsuyama G Min Woo Lee G Jake Knapp G Sahith Theegala G Ricky Castillo,,,
4413,5086429944,Cardinal25 (1/2),0,188.25002,G Si Woo Kim G Chris Gotterup G Jake Knapp G Rickie Fowler G Wyndham Clark G Max Homa,,,
4413,5086507260,NazzAttack,0,188.25002,G Collin Morikawa G Hideki Matsuyama G Min Woo Lee G Jake Knapp G Sahith Theegala G Ricky Castillo,,,
4413,5085458500,OrangeJuiced (49/150),0,188.25,G Tommy Fleetwood G Si Woo Kim G Russell Henley G Harry Hall G Aaron Rai G Taylor Pendrith,,,
4413,5086212715,craftylefty (23/40),0,188.25,G Chris Gotterup G Ludvig Aberg G Robert MacIntyre G Jake Knapp G Sepp Straka G Thorbjorn Olesen,,,
4419,5086332162,ckk-244ayk (73/150),0,188.20001,G Collin Morikawa G Tommy Fleetwood G Ben Griffin G Rickie Fowler G Aaron Rai G Ricky Castillo,,,
4419,5085805886,Titanwarrior,0,188.2,G Hideki Matsuyama G Akshay Bhatia G Jacob Bridgeman G Min Woo Lee G Jake Knapp G Pierceson Coody,,,
4419,5085988942,dr00pd0g (81/150),0,188.2,G Tommy Fleetwood G Si Woo Kim G Russell Henley G Daniel Berger G Aaron Rai G J.T. Poston,,,
4419,5086798874,dtr7376 (1/2),0,188.2,G Scottie Scheffler G Jake Knapp G Maverick McNealy G Daniel Berger G Kristoffer Reitan G Ricky Castillo,,,
4419,5086818673,Tylersdaddy08 (3/3),0,188.2,G Scottie Scheffler G Jake Knapp G Maverick McNealy G Daniel Berger G Kristoffer Reitan G Ricky Castillo,,,
4424,5085478979,ItsDrakeo (87/150),0,188.15001,G Rory McIlroy G Russell Henley G Matt Fitzpatrick G Aaron Rai G Nicolas Echavarria G Keith Mitchell,,,
4424,5085404025,109stairs (26/150),0,188.15,G Scottie Scheffler G Min Woo Lee G J.J. Spaun G Keegan Bradley G Alex Noren G Chris Kirk,,,
4424,5086045186,sarahbodamer,0,188.15,G Tommy Fleetwood G Chris Gotterup G Min Woo Lee G Rickie Fowler G Nicolai Hojgaard G Ryan Fox,,,
4424,5086628151,Wakeupthegimp (2/3),0,188.15,G Collin Morikawa G Si Woo Kim G Robert MacIntyre G Maverick McNealy G Sahith Theegala G Jhonattan Vegas,,,
4428,5085550689,KLeh22,0,188.1,G Collin Morikawa G Ludvig Aberg G Akshay Bhatia G Maverick McNealy G Aaron Rai G Alex Noren,,,
4428,5085626866,Stonesalltheway (22/150),0,188.1,G Collin Morikawa G Cameron Young G Min Woo Lee G Patrick Cantlay G Maverick McNealy G Daniel Berger,,,
4428,5086802615,newkingraam (1/2),0,188.1,G Collin Morikawa G Ludvig Aberg G Russell Henley G Akshay Bhatia G Christiaan Bezuidenhout G Ricky Castillo,,,
4431,5085446161,Jhnyoung (4/4),0,188.05,G Collin Morikawa G Tommy Fleetwood G Sahith Theegala G Kurt Kitayama G Daniel Berger G Ryan Gerard,,,
4431,5086473550,lethuima (108/150),0,188.05,G Si Woo Kim G Russell Henley G Akshay Bhatia G Jake Knapp G Max Greyserman G Mackenzie Hughes,,,
4431,5086489054,tszone72 (1/2),0,188.05,G Scottie Scheffler G Ludvig Aberg G Alex Noren G Michael Brennan G Hao-Tong Li G Kristoffer Reitan,,,
4431,5086829587,chased97 (136/150),0,188.05,G Tommy Fleetwood G Si Woo Kim G Min Woo Lee G Patrick Cantlay G Harry Hall G Alex Noren,,,
4435,5085482653,JPB2014 (110/150),0,188,G Si Woo Kim G Viktor Hovland G Min Woo Lee G Daniel Berger G Ryan Gerard G Rico Hoey,,,
4435,5086245701,skyler95 (12/12),0,188,G Scottie Scheffler G Ludvig Aberg G Daniel Berger G Hao-Tong Li G Kristoffer Reitan G Ricky Castillo,,,
4435,5086473502,lethuima (60/150),0,188,G Scottie Scheffler G Min Woo Lee G Jason Day G Matti Schmid G Thorbjorn Olesen G Max McGreevy,,,
4438,5085467513,floyzo_the_clown,0,187.95001,G Scottie Scheffler G Brooks Koepka G Daniel Berger G Alex Noren G Max Greyserman G Christiaan Bezuidenhout,,,
4438,5086367059,icrushgolfbets (6/10),0,187.95001,G Scottie Scheffler G Ludvig Aberg G Ryo Hisatsune G Patrick Rodgers G Thorbjorn Olesen G Max McGreevy,,,
4438,5086680789,Patrick_Star (38/51),0,187.95001,G Scottie Scheffler G Robert MacIntyre G Nicolas Echavarria G Alex Noren G Max Greyserman G Ricky Castillo,,,
4438,5086761445,dogsunder (1/2),0,187.95001,G Si Woo Kim G Ludvig Aberg G Shane Lowry G Jordan Spieth G Adam Scott G J.J. Spaun,,,
4438,5086794099,garykerman (3/3),0,187.95001,G Hideki Matsuyama G Chris Gotterup G Min Woo Lee G Jake Knapp G Ricky Castillo G Zachary Bauchou,,,
4438,5086334822,Nadroj311 (69/150),0,187.95,G Scottie Scheffler G Maverick McNealy G Corey Conners G Pierceson Coody G Max Greyserman G Joel Dahmen,,,
4438,5086709579,pbaramos300 (18/36),0,187.95,G Scottie Scheffler G Ben Griffin G Harris English G Daniel Berger G Mac Meissner G Hao-Tong Li,,,
4438,5086786050,tkoblow (9/150),0,187.95,G Scottie Scheffler G Min Woo Lee G Patrick Cantlay G Alex Noren G Hao-Tong Li G Ricky Castillo,,,
4438,5086830535,nal2793,0,187.95,G Chris Gotterup G Viktor Hovland G Justin Rose G Ben Griffin G Sam Burns G Brian Harman,,,
4438,5086688474,onthemoney511 (7/8),0,187.94998,G Xander Schauffele G Ludvig Aberg G Robert MacIntyre G Sam Burns G Harris English G Nick Taylor,,,
4448,5085479150,rudyross (7/51),0,187.9,G Si Woo Kim G Xander Schauffele G Chris Gotterup G Mackenzie Hughes G Taylor Moore G Kevin Roy,,,
4448,5085781107,BoangTao33 (91/150),0,187.9,G Ludvig Aberg G Robert MacIntyre G Cameron Young G Shane Lowry G Michael Thorbjornsen G Nicolas Echavarria,,,
4448,5085824436,Calmness61 (1/2),0,187.9,G Si Woo Kim G Akshay Bhatia G Jacob Bridgeman G Jake Knapp G Rickie Fowler G Adam Scott,,,
4448,5086334798,Nadroj311 (45/150),0,187.9,G Xander Schauffele G Cameron Young G Jacob Bridgeman G Sam Burns G Jordan Spieth G Keegan Bradley,,,
4448,5086334887,Nadroj311 (134/150),0,187.9,G Scottie Scheffler G Akshay Bhatia G Sam Stevens G Ryo Hisatsune G Keith Mitchell G Christiaan Bezuidenhout,,,
4448,5086815179,DelkFor3 (20/25),0,187.9,G Si Woo Kim G Hideki Matsuyama G Robert MacIntyre G Shane Lowry G Michael Thorbjornsen G Taylor Moore,,,
4454,5086473561,lethuima (119/150),0,187.85002,G Si Woo Kim G Russell Henley G Akshay Bhatia G Justin Rose G Mac Meissner G Eric Cole,,,
4454,5085988875,dr00pd0g (14/150),0,187.85,G Collin Morikawa G Russell Henley G Cameron Young G Daniel Berger G Ryan Gerard G Alex Noren,,,
4454,5086332194,ckk-244ayk (105/150),0,187.85,G Rory McIlroy G Si Woo Kim G Maverick McNealy G Adam Scott G Alex Noren G Christiaan Bezuidenhout,,,
4454,5086730034,emabe,0,187.85,G Rory McIlroy G Xander Schauffele G Chris Gotterup G Aaron Rai G William Mouw G Sudarshan Yellamaraju,,,
4454,5086748100,geekedup911 (12/20),0,187.85,G Chris Gotterup G Ludvig Aberg G Robert MacIntyre G Rickie Fowler G Kurt Kitayama G Nicolas Echavarria,,,
4454,5086784515,Yeatesy (2/2),0,187.85,G Chris Gotterup G Cameron Young G Jacob Bridgeman G Justin Rose G Sam Burns G Wyndham Clark,,,
4454,5086786045,tkoblow (4/150),0,187.85,G Si Woo Kim G Russell Henley G Robert MacIntyre G Cameron Young G Aaron Rai G Garrick Higgo,,,
4454,5086845683,macataca (4/30),0,187.84999,G Si Woo Kim G Russell Henley G Robert MacIntyre G Rickie Fowler G Ryan Gerard G Michael Thorbjornsen,,,
4462,5085404051,109stairs (52/150),0,187.8,G Scottie Scheffler G Jake Knapp G Sepp Straka G Kurt Kitayama G Ricky Castillo G Mackenzie Hughes,,,
4462,5085482571,JPB2014 (28/150),0,187.8,G Scottie Scheffler G Sepp Straka G Ryan Gerard G Harry Hall G Matthew McCarty G Ricky Castillo,,,
4462,5085950755,Npiergrossi (1/2),0,187.8,G Daniel Berger G Michael Thorbjornsen G Max Homa G Aaron Rai G Bud Cauley G Karl Vilips,,,
4462,5086473567,lethuima (125/150),0,187.8,G Collin Morikawa G Russell Henley G Matt Fitzpatrick G Rico Hoey G Max Greyserman G Ricky Castillo,,,
4462,5086676791,cantfademe (134/150),0,187.8,G Scottie Scheffler G Matt Fitzpatrick G Alex Noren G Michael Brennan G Mac Meissner G Kristoffer Reitan,,,
4462,5086370540,sneuman (135/150),0,187.79999,G Rory McIlroy G Tommy Fleetwood G Nicolai Hojgaard G Aaron Rai G Hao-Tong Li G Ricky Castillo,,,
4468,5085404131,109stairs (132/150),0,187.75,G Scottie Scheffler G Jake Knapp G Sahith Theegala G J.J. Spaun G Alex Noren G Joel Dahmen,,,
4468,5085458459,OrangeJuiced (8/150),0,187.75,G Scottie Scheffler G Min Woo Lee G Nicolai Hojgaard G Pierceson Coody G Max McGreevy G Ricky Castillo,,,
4468,5086825972,kl1717 (8/8),0,187.75,G Scottie Scheffler G Rickie Fowler G Ryan Gerard G Pierceson Coody G Ryo Hisatsune G Max Greyserman,,,
4471,5085626946,Stonesalltheway (102/150),0,187.7,G Scottie Scheffler G Sam Burns G Justin Thomas G Pierceson Coody G Alex Noren G Ricky Castillo,,,
4471,5085781069,BoangTao33 (53/150),0,187.7,G Rory McIlroy G Russell Henley G Patrick Cantlay G Maverick McNealy G Sami Valimaki G Hao-Tong Li,,,
4471,5085835259,jerrymatt88 (7/23),0,187.7,G Si Woo Kim G Xander Schauffele G Hideki Matsuyama G Jordan Spieth G Taylor Pendrith G Seamus Power,,,
4471,5086730628,jbugger (5/5),0,187.7,G Si Woo Kim G Ludvig Aberg G Matt Fitzpatrick G Jake Knapp G Sepp Straka G Davis Riley,,,
4471,5086845685,macataca (6/30),0,187.7,G Rory McIlroy G Si Woo Kim G Harris English G Nicolai Hojgaard G Alex Noren G Lucas Glover,,,
4476,5085895760,Firedog50 (65/150),0,187.65001,G Collin Morikawa G Xander Schauffele G Ben Griffin G Rickie Fowler G Ryan Gerard G Alex Noren,,,
4476,5085626869,Stonesalltheway (25/150),0,187.65,G Rory McIlroy G Russell Henley G Patrick Cantlay G Maverick McNealy G Kurt Kitayama G Keegan Bradley,,,
4476,5086039287,JWheel73 (10/10),0,187.65,G Si Woo Kim G Akshay Bhatia G Jacob Bridgeman G Min Woo Lee G Rickie Fowler G Pierceson Coody,,,
4476,5086334843,Nadroj311 (90/150),0,187.65,G Si Woo Kim G Akshay Bhatia G Jacob Bridgeman G Min Woo Lee G Rickie Fowler G Pierceson Coody,,,
4476,5086834042,TWMCK12 (8/10),0,187.65,G Collin Morikawa G Matt Fitzpatrick G Robert MacIntyre G Maverick McNealy G Ryan Gerard G Alex Noren,,,
4481,5086693550,VictoryAuto,0,187.6,G Si Woo Kim G Hideki Matsuyama G Cameron Young G Sepp Straka G Aaron Rai G Ryan Fox,,,
4482,5085458537,OrangeJuiced (86/150),0,187.55,G Viktor Hovland G Matt Fitzpatrick G Min Woo Lee G Sam Burns G Patrick Cantlay G Brian Harman,,,
4483,5085913905,griz78 (5/15),0,187.50002,G Hideki Matsuyama G Chris Gotterup G Shane Lowry G Justin Rose G Nicolai Hojgaard G Nicolas Echavarria,,,
4483,5085478943,ItsDrakeo (51/150),0,187.5,G Si Woo Kim G Russell Henley G Cameron Young G Min Woo Lee G Harris English G Kevin Yu,,,
4483,5086230843,TheCommish (74/150),0,187.5,G Scottie Scheffler G Maverick McNealy G Harry Hall G Davis Thompson G Michael Brennan G Keith Mitchell,,,
4483,5086689931,Omaha20164 (3/5),0,187.5,G Adam Scott G Wyndham Clark G Matti Schmid G John Keefer G Michael Brennan G Ricky Castillo,,,
4483,5086709074,rhinoden (2/2),0,187.5,G Xander Schauffele G Shane Lowry G Justin Rose G Jake Knapp G Ben Griffin G Jordan Spieth,,,
4483,5086814507,DelkFor3 (18/25),0,187.5,G Si Woo Kim G Robert MacIntyre G Shane Lowry G Min Woo Lee G Ben Griffin G Keith Mitchell,,,
4483,5086827565,Bronzhawk,0,187.5,G Si Woo Kim G Akshay Bhatia G Min Woo Lee G Jake Knapp G Rickie Fowler G Nicolai Hojgaard,,,
4483,5086739495,thebodyspill (52/100),0,187.49998,G Tommy Fleetwood G Si Woo Kim G Robert MacIntyre G Corey Conners G Ryan Gerard G J.T. Poston,,,
4491,5086218080,dodgerplayer89 (16/20),0,187.45001,G Rory McIlroy G Ludvig Aberg G Brooks Koepka G Nicolai Hojgaard G Aaron Rai G Ricky Castillo,,,
4491,5086370526,sneuman (121/150),0,187.45001,G Rory McIlroy G Ludvig Aberg G Brooks Koepka G Nicolai Hojgaard G Aaron Rai G Ricky Castillo,,,
4491,5086370534,sneuman (129/150),0,187.45001,G Rory McIlroy G Russell Henley G Patrick Cantlay G Nicolai Hojgaard G Michael Thorbjornsen G Ricky Castillo,,,
4491,5086775807,FelipeRios (4/5),0,187.45001,G Scottie Scheffler G Jake Knapp G Harris English G Adam Scott G Bud Cauley G Danny Walker,,,
4491,5086786184,tkoblow (143/150),0,187.45001,G Rory McIlroy G Russell Henley G Jake Knapp G Maverick McNealy G Pierceson Coody G Michael Brennan,,,
4491,5086261223,EHulseDC (104/150),0,187.45,G Si Woo Kim G Hideki Matsuyama G Ludvig Aberg G Kurt Kitayama G Wyndham Clark G Taylor Pendrith,,,
4491,5086676752,cantfademe (95/150),0,187.45,G Si Woo Kim G Xander Schauffele G Ludvig Aberg G Daniel Berger G Michael Thorbjornsen G Rico Hoey,,,
4491,5086689274,Glenville,0,187.45,G Si Woo Kim G Akshay Bhatia G Jacob Bridgeman G Min Woo Lee G Jake Knapp G Ricky Castillo,,,
4491,5086723994,nickandress (6/7),0,187.45,G Si Woo Kim G Akshay Bhatia G Jacob Bridgeman G Min Woo Lee G Jake Knapp G Ricky Castillo,,,
4491,5086725430,teb232,0,187.45,G Si Woo Kim G Akshay Bhatia G Jacob Bridgeman G Min Woo Lee G Jake Knapp G Ricky Castillo,,,
4491,5086739469,thebodyspill (26/100),0,187.45,G Scottie Scheffler G Min Woo Lee G Maverick McNealy G Keith Mitchell G J.T. Poston G Christiaan Bezuidenhout,,,
4502,5085626926,Stonesalltheway (82/150),0,187.40001,G Scottie Scheffler G Patrick Cantlay G Corey Conners G J.J. Spaun G Pierceson Coody G Ricky Castillo,,,
4502,5086101096,Vette14 (3/11),0,187.40001,G Daniel Berger G Michael Thorbjornsen G Max Homa G Max Greyserman G Christiaan Bezuidenhout G Mac Meissner,,,
4502,5086406169,beaker913 (62/150),0,187.40001,G Scottie Scheffler G Cameron Young G Michael Thorbjornsen G Taylor Pendrith G Christiaan Bezuidenhout G Ricky Castillo,,,
4502,5086786049,tkoblow (8/150),0,187.40001,G Si Woo Kim G Viktor Hovland G Cameron Young G Daniel Berger G Michael Thorbjornsen G Rasmus Hojgaard,,,
4502,5085404009,109stairs (10/150),0,187.4,G Scottie Scheffler G Jake Knapp G Sepp Straka G Max Greyserman G Thorbjorn Olesen G Alex Smalley,,,
4502,5085895720,Firedog50 (25/150),0,187.4,G Si Woo Kim G Matt Fitzpatrick G Robert MacIntyre G Rickie Fowler G Kurt Kitayama G Daniel Berger,,,
4508,5085626972,Stonesalltheway (128/150),0,187.35,G Collin Morikawa G Russell Henley G Patrick Cantlay G Maverick McNealy G Corey Conners G Kurt Kitayama,,,
4508,5085458557,OrangeJuiced (106/150),0,187.34999,G Tommy Fleetwood G Matt Fitzpatrick G Akshay Bhatia G Sam Burns G Michael Thorbjornsen G Brian Harman,,,
4508,5086236930,mccoyk2015 (2/2),0,187.34999,G Scottie Scheffler G Tommy Fleetwood G Pierceson Coody G Ricky Castillo G Mackenzie Hughes G Jhonattan Vegas,,,
4508,5086330077,Blaker283 (2/5),0,187.34999,G Tommy Fleetwood G Hideki Matsuyama G Viktor Hovland G Jake Knapp G Rasmus Hojgaard G Adam Schenk,,,
4508,5086406148,beaker913 (41/150),0,187.34999,G Scottie Scheffler G Maverick McNealy G J.J. Spaun G Max Homa G Matthew McCarty G Thorbjorn Olesen,,,
4513,5085680648,csurunnerccr (52/150),0,187.3,G Collin Morikawa G Matt Fitzpatrick G Akshay Bhatia G Sepp Straka G Daniel Berger G Keegan Bradley,,,
4513,5085828973,B_Heals152 (28/150),0,187.3,G Tommy Fleetwood G Akshay Bhatia G Jacob Bridgeman G Kurt Kitayama G Harry Hall G Christiaan Bezuidenhout,,,
