Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
2190,5086819205,kevinroach (38/150),0,210.25,G Tommy Fleetwood G Robert MacIntyre G Jacob Bridgeman G Daniel Berger G Taylor Pendrith G Max Greyserman,,,
2194,5086406146,beaker913 (39/150),0,210.2,G Scottie Scheffler G Maverick McNealy G Sahith Theegala G Daniel Berger G Rasmus Hojgaard G Mackenzie Hughes,,,
2195,5086676742,cantfademe (85/150),0,210.15001,G Chris Gotterup G Ludvig Aberg G Cameron Young G Akshay Bhatia G Daniel Berger G Kristoffer Reitan,,,
2195,5085556941,mattygball (1/2),0,210.14998,G Scottie Scheffler G Tommy Fleetwood G Daniel Berger G William Mouw G Taylor Moore G Joel Dahmen,,,
2197,5085946236,sidingchange,0,210.1,G Xander Schauffele G Cameron Young G Akshay Bhatia G Min Woo Lee G Jake Knapp G Ryo Hisatsune,,,
2197,5086001203,jerrymatt88 (10/23),0,210.1,G Russell Henley G Cameron Young G Shane Lowry G Min Woo Lee G Brooks Koepka G Daniel Berger,,,
2197,5086230818,TheCommish (49/150),0,210.1,G Scottie Scheffler G Harris English G Jason Day G J.J. Spaun G Lucas Glover G Ricky Castillo,,,
2197,5086334764,Nadroj311 (11/150),0,210.1,G Viktor Hovland G Cameron Young G Shane Lowry G Jacob Bridgeman G Aaron Rai G Alex Noren,,,
2197,5086623021,cdlsports (14/75),0,210.1,G Russell Henley G Robert MacIntyre G Cameron Young G Min Woo Lee G Patrick Cantlay G Ryan Gerard,,,
2197,5086748082,Rounders70,0,210.1,G Cameron Young G Akshay Bhatia G Jacob Bridgeman G Min Woo Lee G Jake Knapp G Rickie Fowler,,,
2197,5086807085,timtation (2/2),0,210.1,G Ludvig Aberg G Russell Henley G Robert MacIntyre G Akshay Bhatia G Jake Knapp G Ricky Castillo,,,
2197,5086826138,gotheems (8/11),0,210.1,G Si Woo Kim G Viktor Hovland G Akshay Bhatia G Jake Knapp G Maverick McNealy G Alex Noren,,,
2197,5085829080,B_Heals152 (135/150),0,210.09999,G Ludvig Aberg G Robert MacIntyre G Akshay Bhatia G Rickie Fowler G Ryan Gerard G Ricky Castillo,,,
2197,5086637679,bonez319 (10/10),0,210.09999,G Chris Gotterup G Ludvig Aberg G Jacob Bridgeman G Brooks Koepka G Nicolai Hojgaard G Daniel Berger,,,
2197,5086744518,ilovefootball247 (25/25),0,210.09999,G Si Woo Kim G Robert MacIntyre G Akshay Bhatia G Ben Griffin G Maverick McNealy G Ryan Gerard,,,
2208,5085980122,jay1234567jay (1/3),0,210.05002,G Collin Morikawa G Russell Henley G Cameron Young G Akshay Bhatia G Matti Schmid G Joe Highsmith,,,
2208,5086206994,cptnspaulding (150/150),0,210.05,G Collin Morikawa G Russell Henley G Matt Fitzpatrick G Maverick McNealy G J.J. Spaun G Alex Noren,,,
2208,5085404055,109stairs (56/150),0,210.04999,G Scottie Scheffler G Maverick McNealy G Corey Conners G Ryan Gerard G Aaron Rai G Alex Smalley,,,
2208,5085478940,ItsDrakeo (48/150),0,210.04999,G Si Woo Kim G Hideki Matsuyama G Russell Henley G Rickie Fowler G Davis Thompson G Ryo Hisatsune,,,
2208,5085603121,moklovin (50/150),0,210.04999,G Scottie Scheffler G Rickie Fowler G Maverick McNealy G Bud Cauley G Sungjae Im G Ricky Castillo,,,
2213,5085458484,OrangeJuiced (33/150),0,210,G Tommy Fleetwood G Ludvig Aberg G Jake Knapp G Daniel Berger G Ryan Gerard G Alex Noren,,,
2213,5086602729,txblkman,0,210,G Si Woo Kim G Matt Fitzpatrick G Min Woo Lee G Jake Knapp G Sahith Theegala G Daniel Berger,,,
2215,5086786153,tkoblow (112/150),0,209.95001,G Ludvig Aberg G Viktor Hovland G Akshay Bhatia G Harris English G Harry Hall G Ricky Castillo,,,
2215,5086332210,ckk-244ayk (121/150),0,209.94998,G Collin Morikawa G Tommy Fleetwood G Ben Griffin G Patrick Cantlay G Jason Day G Austin Smotherman,,,
2217,5086615084,ChipMuck304 (1/3),0,209.90002,G Hideki Matsuyama G Chris Gotterup G Akshay Bhatia G Min Woo Lee G Adam Scott G Ryo Hisatsune,,,
2217,5085989002,dr00pd0g (141/150),0,209.90001,G Rory McIlroy G Russell Henley G Min Woo Lee G Maverick McNealy G Taylor Pendrith G Michael Brennan,,,
2217,5086471252,randers (53/150),0,209.90001,G Viktor Hovland G Russell Henley G Cameron Young G Akshay Bhatia G Adam Scott G Jordan L. Smith,,,
2217,5086831518,Mcdaddy13,0,209.90001,G Si Woo Kim G Robert MacIntyre G Min Woo Lee G Rickie Fowler G Sahith Theegala G Daniel Berger,,,
2217,5085393166,pvandorf (2/3),0,209.9,G Hideki Matsuyama G Chris Gotterup G Jacob Bridgeman G Brooks Koepka G Ben Griffin G Nick Taylor,,,
2217,5086212130,Olson.kj (39/100),0,209.9,G Si Woo Kim G Viktor Hovland G Russell Henley G Jake Knapp G Maverick McNealy G Mackenzie Hughes,,,
2217,5086630309,DonavanVick,0,209.9,G Ludvig Aberg G Cameron Young G Min Woo Lee G Sam Burns G Rickie Fowler G Harris English,,,
2224,5086706583,Shonore (4/5),0,209.85002,G Si Woo Kim G Viktor Hovland G Russell Henley G Min Woo Lee G Alex Noren G Christiaan Bezuidenhout,,,
2224,5086471240,randers (41/150),0,209.85,G Scottie Scheffler G Patrick Cantlay G Maverick McNealy G J.J. Spaun G Ryo Hisatsune G Max McGreevy,,,
2224,5086370445,sneuman (40/150),0,209.84999,G Scottie Scheffler G Russell Henley G Corey Conners G Keith Mitchell G Hao-Tong Li G Ricky Castillo,,,
2227,5086370532,sneuman (127/150),0,209.8,G Tommy Fleetwood G Xander Schauffele G Ludvig Aberg G Corey Conners G Ryan Fox G Ricky Castillo,,,
2227,5086804070,Swingersgolf (2/2),0,209.8,G Tommy Fleetwood G Hideki Matsuyama G Matt Fitzpatrick G Brooks Koepka G Aaron Rai G Mackenzie Hughes,,,
2227,5086835872,jkane14 (1/3),0,209.8,G Scottie Scheffler G Brooks Koepka G Daniel Berger G Tony Finau G Max Greyserman G Tom Hoge,,,
2227,5086783476,rwalkersc (4/20),0,209.79999,G Tommy Fleetwood G Viktor Hovland G Brooks Koepka G Justin Thomas G Ryan Gerard G Thorbjorn Olesen,,,
2231,5085603179,moklovin (108/150),0,209.75,G Ludvig Aberg G Shane Lowry G Akshay Bhatia G Jake Knapp G Harris English G Justin Thomas,,,
2231,5085680616,csurunnerccr (20/150),0,209.75,G Ludvig Aberg G Shane Lowry G Akshay Bhatia G Jake Knapp G Harris English G Justin Thomas,,,
2231,5085781162,BoangTao33 (146/150),0,209.75,G Si Woo Kim G Chris Gotterup G Sepp Straka G Sahith Theegala G Michael Thorbjornsen G John Keefer,,,
2231,5086212702,craftylefty (10/40),0,209.75,G Ludvig Aberg G Shane Lowry G Akshay Bhatia G Jake Knapp G Harris English G Justin Thomas,,,
2231,5086744516,ilovefootball247 (23/25),0,209.75,G Ludvig Aberg G Shane Lowry G Akshay Bhatia G Jake Knapp G Harris English G Justin Thomas,,,
2231,5086748620,stephenharrison (2/2),0,209.75,G Hideki Matsuyama G Cameron Young G Akshay Bhatia G Min Woo Lee G Jake Knapp G Tom Hoge,,,
2237,5085482577,JPB2014 (34/150),0,209.70001,G Tommy Fleetwood G Cameron Young G Shane Lowry G Rickie Fowler G Daniel Berger G Aaron Rai,,,
2237,5086693773,adamnfool13,0,209.7,G Si Woo Kim G Jacob Bridgeman G Min Woo Lee G Jake Knapp G Rickie Fowler G Sahith Theegala,,,
2239,5085458562,OrangeJuiced (111/150),0,209.65001,G Xander Schauffele G Ludvig Aberg G Viktor Hovland G Min Woo Lee G Brian Harman G Christiaan Bezuidenhout,,,
2239,5086008036,robbiefulton,0,209.65001,G Si Woo Kim G Jacob Bridgeman G Min Woo Lee G Jake Knapp G Ben Griffin G Maverick McNealy,,,
2239,5086333651,brians7901 (1/2),0,209.65001,G Si Woo Kim G Jacob Bridgeman G Min Woo Lee G Jake Knapp G Ben Griffin G Maverick McNealy,,,
2239,5086334897,Nadroj311 (144/150),0,209.65001,G Russell Henley G Robert MacIntyre G Min Woo Lee G Justin Thomas G Adam Scott G Pierceson Coody,,,
2239,5086529168,jonwallst (1/20),0,209.65001,G Xander Schauffele G Ludvig Aberg G Jake Knapp G Ben Griffin G Rickie Fowler G Kurt Kitayama,,,
2239,5085458467,OrangeJuiced (16/150),0,209.65,G Viktor Hovland G Matt Fitzpatrick G Robert MacIntyre G Jake Knapp G Maverick McNealy G Aaron Rai,,,
2239,5085482688,JPB2014 (145/150),0,209.65,G Si Woo Kim G Russell Henley G Sepp Straka G Daniel Berger G Rasmus Hojgaard G Ryo Hisatsune,,,
2239,5086374393,iant231 (1/3),0,209.65,G Tommy Fleetwood G Si Woo Kim G Xander Schauffele G Maverick McNealy G Alex Noren G Joel Dahmen,,,
2239,5086623760,terrymace,0,209.65,G Scottie Scheffler G Ben Griffin G Rickie Fowler G Taylor Pendrith G Patrick Rodgers G Keith Mitchell,,,
2239,5086819307,kevinroach (140/150),0,209.65,G Ludvig Aberg G Russell Henley G Min Woo Lee G Brooks Koepka G Ryan Gerard G Davis Thompson,,,
2239,5086832049,Taxman8 (64/75),0,209.65,G Collin Morikawa G Ludvig Aberg G Viktor Hovland G Maverick McNealy G Tony Finau G Matthew McCarty,,,
2239,5085479027,ItsDrakeo (135/150),0,209.64998,G Si Woo Kim G Matt Fitzpatrick G Cameron Young G Jacob Bridgeman G Ryan Gerard G Taylor Pendrith,,,
2251,5086292097,codeybear911,0,209.6,G Si Woo Kim G Russell Henley G Cameron Young G Jordan Spieth G Maverick McNealy G Harry Hall,,,
2251,5086636351,kozy6813 (2/6),0,209.6,G Si Woo Kim G Russell Henley G Matt Fitzpatrick G Brooks Koepka G Daniel Berger G Alex Noren,,,
2253,5086430931,edshreeve,0,209.54999,G Tommy Fleetwood G Akshay Bhatia G Jacob Bridgeman G Jake Knapp G Nicolai Hojgaard G Adam Scott,,,
2254,5086370419,sneuman (14/150),0,209.50002,G Tommy Fleetwood G Xander Schauffele G Russell Henley G Nicolai Hojgaard G Aaron Rai G Zecheng Dou,,,
2254,5085458548,OrangeJuiced (97/150),0,209.5,G Tommy Fleetwood G Chris Gotterup G Ludvig Aberg G Adam Scott G Daniel Berger G Sungjae Im,,,
2254,5085478960,ItsDrakeo (68/150),0,209.5,G Tommy Fleetwood G Si Woo Kim G Cameron Young G Nicolai Hojgaard G Nicolas Echavarria G Max McGreevy,,,
2254,5086370542,sneuman (137/150),0,209.5,G Tommy Fleetwood G Xander Schauffele G Ludvig Aberg G Patrick Cantlay G Aaron Rai G Hao-Tong Li,,,
2254,5086658397,atrain00 (50/50),0,209.5,G Tommy Fleetwood G Russell Henley G Robert MacIntyre G Jake Knapp G Adam Scott G Max McGreevy,,,
2254,5086722402,Trees68,0,209.5,G Chris Gotterup G Justin Rose G Ben Griffin G Sahith Theegala G Kurt Kitayama G Nick Taylor,,,
2254,5086739465,thebodyspill (22/100),0,209.5,G Tommy Fleetwood G Xander Schauffele G Russell Henley G Ryan Gerard G Taylor Pendrith G J.T. Poston,,,
2254,5086829510,chased97 (59/150),0,209.5,G Ludvig Aberg G Matt Fitzpatrick G Akshay Bhatia G Jake Knapp G Harris English G Adam Scott,,,
2254,5086831991,Taxman8 (6/75),0,209.5,G Si Woo Kim G Viktor Hovland G Russell Henley G Matt Fitzpatrick G Taylor Pendrith G Kristoffer Reitan,,,
2254,5085612639,tbraider1,0,209.49998,G Tommy Fleetwood G Russell Henley G Robert MacIntyre G Nicolai Hojgaard G Ryan Gerard G Aaron Rai,,,
2264,5086172175,xJordan16 (33/43),0,209.45001,G Tommy Fleetwood G Ludvig Aberg G Corey Conners G Daniel Berger G Michael Thorbjornsen G Aaron Rai,,,
2264,5086473588,lethuima (146/150),0,209.45,G Scottie Scheffler G Rickie Fowler G Jason Day G Daniel Berger G Max Greyserman G Ricky Castillo,,,
2264,5086636355,kozy6813 (6/6),0,209.45,G Ludvig Aberg G Matt Fitzpatrick G Akshay Bhatia G Jake Knapp G Brooks Koepka G Alex Noren,,,
2264,5086739501,thebodyspill (58/100),0,209.45,G Matt Fitzpatrick G Min Woo Lee G Patrick Cantlay G Maverick McNealy G Harris English G Aaron Rai,,,
2264,5086829569,chased97 (118/150),0,209.45,G Tommy Fleetwood G Si Woo Kim G Cameron Young G Maverick McNealy G Alex Noren G Jordan L. Smith,,,
2264,5086782179,jjper4383,0,209.44998,G Russell Henley G Matt Fitzpatrick G Min Woo Lee G Justin Rose G Sam Burns G Jason Day,,,
2264,5086816396,kl1717 (4/8),0,209.44998,G Matt Fitzpatrick G Akshay Bhatia G Jacob Bridgeman G Min Woo Lee G Jake Knapp G Rickie Fowler,,,
2271,5086370510,sneuman (105/150),0,209.40001,G Tommy Fleetwood G Ludvig Aberg G Russell Henley G Nicolai Hojgaard G Ryan Fox G Ricky Castillo,,,
2271,5086845688,macataca (9/30),0,209.40001,G Rory McIlroy G Matt Fitzpatrick G Cameron Young G Ryan Gerard G J.J. Spaun G Ricky Castillo,,,
2271,5085626939,Stonesalltheway (95/150),0,209.4,G Collin Morikawa G Russell Henley G Sepp Straka G Patrick Cantlay G Maverick McNealy G Daniel Berger,,,
2271,5085781064,BoangTao33 (48/150),0,209.4,G Scottie Scheffler G Akshay Bhatia G Justin Thomas G Matthew McCarty G Eric Cole G Taylor Moore,,,
2271,5086176326,bigrgar,0,209.4,G Si Woo Kim G Xander Schauffele G Cameron Young G Nicolai Hojgaard G Adam Scott G Keith Mitchell,,,
2271,5086332109,ckk-244ayk (20/150),0,209.4,G Scottie Scheffler G Rickie Fowler G Justin Thomas G Alex Noren G Taylor Pendrith G Eric Cole,,,
2271,5086700031,Alex_Bader,0,209.4,G Collin Morikawa G Viktor Hovland G Cameron Young G Sahith Theegala G Corey Conners G Aaron Rai,,,
2278,5086230809,TheCommish (40/150),0,209.35,G Si Woo Kim G Viktor Hovland G Russell Henley G Sam Burns G Max Homa G Michael Brennan,,,
2278,5086711546,kishan1030,0,209.34999,G Collin Morikawa G Min Woo Lee G Jake Knapp G Ben Griffin G Sepp Straka G Sahith Theegala,,,
2278,5086726469,iant231 (2/3),0,209.34999,G Tommy Fleetwood G Si Woo Kim G Min Woo Lee G Sepp Straka G Patrick Cantlay G Sungjae Im,,,
2281,5085478925,ItsDrakeo (33/150),0,209.30002,G Tommy Fleetwood G Cameron Young G Shane Lowry G Jake Knapp G Ben Griffin G Christiaan Bezuidenhout,,,
2281,5086623041,cdlsports (34/75),0,209.3,G Si Woo Kim G Russell Henley G Robert MacIntyre G Cameron Young G Daniel Berger G Ricky Castillo,,,
2281,5086658348,atrain00 (1/50),0,209.3,G Scottie Scheffler G Harris English G Sahith Theegala G Adam Scott G Alex Noren G Mackenzie Hughes,,,
2281,5086019018,Nazvb07 (3/3),0,209.29999,G Tommy Fleetwood G Viktor Hovland G Akshay Bhatia G Jake Knapp G Daniel Berger G Taylor Pendrith,,,
2281,5086261176,EHulseDC (57/150),0,209.29999,G Tommy Fleetwood G Viktor Hovland G Nicolai Hojgaard G Aaron Rai G Keegan Bradley G Bud Cauley,,,
2281,5086607136,rogers1,0,209.29999,G Hideki Matsuyama G Matt Fitzpatrick G Akshay Bhatia G Jake Knapp G Nicolai Hojgaard G Adam Scott,,,
2287,5085534878,Riles13,0,209.25,G Viktor Hovland G Matt Fitzpatrick G Akshay Bhatia G Min Woo Lee G Justin Rose G Keegan Bradley,,,
2287,5086230798,TheCommish (29/150),0,209.25,G Tommy Fleetwood G Ludvig Aberg G Rickie Fowler G Patrick Cantlay G Daniel Berger G Rasmus Hojgaard,,,
2289,5085829063,B_Heals152 (118/150),0,209.20001,G Hideki Matsuyama G Matt Fitzpatrick G Cameron Young G Rickie Fowler G J.J. Spaun G Thorbjorn Olesen,,,
2289,5086786074,tkoblow (33/150),0,209.20001,G Si Woo Kim G Ludvig Aberg G Jake Knapp G Sepp Straka G Harry Hall G Max Homa,,,
2289,5086245609,tortorise (2/2),0,209.2,G Viktor Hovland G Russell Henley G Matt Fitzpatrick G Jake Knapp G Daniel Berger G Michael Thorbjornsen,,,
2289,5086245629,72DBONES72 (4/4),0,209.2,G Viktor Hovland G Russell Henley G Matt Fitzpatrick G Jake Knapp G Daniel Berger G Michael Thorbjornsen,,,
2293,5086191693,Bnice300,0,209.15002,G Chris Gotterup G Cameron Young G Jacob Bridgeman G Jake Knapp G Rickie Fowler G Nicolai Hojgaard,,,
2293,5085404129,109stairs (130/150),0,209.15001,G Scottie Scheffler G Sepp Straka G Adam Scott G Nicolas Echavarria G Max Greyserman G Tom Hoge,,,
2293,5086230814,TheCommish (45/150),0,209.15001,G Scottie Scheffler G Rickie Fowler G Daniel Berger G Tony Finau G Alex Noren G Christiaan Bezuidenhout,,,
2293,5086730594,pio417,0,209.15001,G Ludvig Aberg G Russell Henley G Jacob Bridgeman G Sam Burns G Rickie Fowler G Jordan Spieth,,,
2293,5085404016,109stairs (17/150),0,209.15,G Scottie Scheffler G Cameron Young G Sahith Theegala G Max Greyserman G Kristoffer Reitan G Sungjae Im,,,
2293,5085895838,Firedog50 (143/150),0,209.15,G Viktor Hovland G Robert MacIntyre G Cameron Young G Patrick Cantlay G Ryan Gerard G J.J. Spaun,,,
2293,5085977059,bbmx545 (15/17),0,209.15,G Viktor Hovland G Robert MacIntyre G Akshay Bhatia G Jake Knapp G Maverick McNealy G Daniel Berger,,,
2293,5086832055,Taxman8 (70/75),0,209.15,G Xander Schauffele G Chris Gotterup G Justin Rose G Nicolai Hojgaard G Corey Conners G Ryan Gerard,,,
2301,5085458536,OrangeJuiced (85/150),0,209.1,G Chris Gotterup G Ludvig Aberg G Brooks Koepka G Maverick McNealy G Daniel Berger G Michael Thorbjornsen,,,
2301,5085626845,Stonesalltheway (1/150),0,209.1,G Rory McIlroy G Cameron Young G Patrick Cantlay G Maverick McNealy G Daniel Berger G Alex Noren,,,
2301,5086832046,Taxman8 (61/75),0,209.1,G Collin Morikawa G Ludvig Aberg G Viktor Hovland G Max Homa G Tony Finau G Nicolas Echavarria,,,
2301,5085781058,BoangTao33 (42/150),0,209.09999,G Tommy Fleetwood G Akshay Bhatia G Sepp Straka G Michael Thorbjornsen G Matthew McCarty G Taylor Pendrith,,,
2305,5085977061,bbmx545 (17/17),0,209.05,G Tommy Fleetwood G Si Woo Kim G Hideki Matsuyama G Min Woo Lee G Ricky Castillo G Mark Hubbard,,,
2305,5086707301,Shonore (5/5),0,209.05,G Hideki Matsuyama G Viktor Hovland G Russell Henley G Cameron Young G Ryan Fox G Keith Mitchell,,,
2305,5086826147,gotheems (11/11),0,209.05,G Tommy Fleetwood G Ludvig Aberg G Russell Henley G Patrick Cantlay G Alex Noren G Jordan L. Smith,,,
2305,5086783965,tnguyen123 (2/2),0,209.04999,G Si Woo Kim G Xander Schauffele G Akshay Bhatia G Sahith Theegala G Nicolai Hojgaard G Harry Hall,,,
2309,5086261229,EHulseDC (110/150),0,209,G Hideki Matsuyama G Viktor Hovland G Matt Fitzpatrick G Jake Knapp G Kurt Kitayama G Alex Noren,,,
2309,5086725458,alienhood,0,209,G Collin Morikawa G Ludvig Aberg G Russell Henley G Rickie Fowler G Sahith Theegala G Mackenzie Hughes,,,
2311,5086206984,cptnspaulding (140/150),0,208.95001,G Si Woo Kim G Ludvig Aberg G Robert MacIntyre G Sepp Straka G Kurt Kitayama G Alex Noren,,,
2311,5086634921,jjj29 (2/3),0,208.95001,G Scottie Scheffler G Akshay Bhatia G Tom Hoge G Alex Smalley G Eric Cole G Taylor Moore,,,
2311,5086471234,randers (35/150),0,208.95,G Rory McIlroy G Jacob Bridgeman G Sahith Theegala G Adam Scott G Corey Conners G Kurt Kitayama,,,
2311,5086631026,bonez319 (4/10),0,208.95,G Hideki Matsuyama G Viktor Hovland G Jacob Bridgeman G Brooks Koepka G Jordan Spieth G Ryan Gerard,,,
2311,5086707049,hbragg42,0,208.95,G Ludvig Aberg G Cameron Young G Akshay Bhatia G Min Woo Lee G Justin Rose G Sungjae Im,,,
2316,5086819285,kevinroach (118/150),0,208.90001,G Rory McIlroy G Akshay Bhatia G Min Woo Lee G Maverick McNealy G J.J. Spaun G Alex Noren,,,
2316,5085458586,OrangeJuiced (135/150),0,208.9,G Russell Henley G Akshay Bhatia G Brooks Koepka G Maverick McNealy G Ryan Gerard G Brian Harman,,,
2316,5085504312,Codester2 (1/5),0,208.9,G Chris Gotterup G Viktor Hovland G Cameron Young G Rickie Fowler G Ryan Gerard G Pierceson Coody,,,
2316,5085895805,Firedog50 (110/150),0,208.9,G Scottie Scheffler G Min Woo Lee G Maverick McNealy G Keith Mitchell G Christiaan Bezuidenhout G Bud Cauley,,,
2316,5086261259,EHulseDC (140/150),0,208.9,G Hideki Matsuyama G Chris Gotterup G Russell Henley G Adam Scott G Kurt Kitayama G J.J. Spaun,,,
2316,5086352612,JJacks619,0,208.9,G Chris Gotterup G Ludvig Aberg G Russell Henley G Jake Knapp G Brooks Koepka G Ricky Castillo,,,
2316,5086717632,jp4birdie2 (1/2),0,208.9,G Ludvig Aberg G Shane Lowry G Ben Griffin G Rickie Fowler G Max Homa G Joel Dahmen,,,
2316,5086779062,Podubny,0,208.9,G Si Woo Kim G Matt Fitzpatrick G Robert MacIntyre G Maverick McNealy G Harris English G Daniel Berger,,,
2324,5085680744,csurunnerccr (148/150),0,208.85,G Scottie Scheffler G Jordan Spieth G Justin Thomas G Ryan Gerard G Max Greyserman G Max McGreevy,,,
2324,5085781081,BoangTao33 (65/150),0,208.85,G Scottie Scheffler G Russell Henley G Rickie Fowler G Christiaan Bezuidenhout G Lee Hodges G Matthieu Pavon,,,
2324,5086471289,randers (90/150),0,208.85,G Rory McIlroy G Shane Lowry G Sepp Straka G Sahith Theegala G Kurt Kitayama G Sam Stevens,,,
2324,5086261267,EHulseDC (148/150),0,208.84999,G Tommy Fleetwood G Viktor Hovland G Min Woo Lee G Adam Scott G Ryan Gerard G Matthew McCarty,,,
2324,5086819227,kevinroach (60/150),0,208.84999,G Matt Fitzpatrick G Akshay Bhatia G Rickie Fowler G Ryan Gerard G Max Greyserman G Mark Hubbard,,,
2329,5086748105,geekedup911 (17/20),0,208.80002,G Sepp Straka G Harris English G Ryan Gerard G Patrick Rodgers G Sami Valimaki G Alex Smalley,,,
2329,5085479033,ItsDrakeo (141/150),0,208.8,G Scottie Scheffler G Cameron Young G Max Homa G Sam Stevens G Keith Mitchell G Takumi Kanaya,,,
2329,5086250725,Jreeech84 (4/6),0,208.8,G Chris Gotterup G Viktor Hovland G Matt Fitzpatrick G Rickie Fowler G Maverick McNealy G Ryan Fox,,,
2329,5086662656,Betsmartjohnnyboy (1/2),0,208.8,G Ludvig Aberg G Viktor Hovland G Harris English G Nicolai Hojgaard G Keith Mitchell G Sungjae Im,,,
2329,5086662769,Betsmartjohnnyboy (2/2),0,208.8,G Ludvig Aberg G Viktor Hovland G Harris English G Nicolai Hojgaard G Keith Mitchell G Sungjae Im,,,
2334,5086739516,thebodyspill (73/100),0,208.75002,G Tommy Fleetwood G Xander Schauffele G Russell Henley G Harris English G J.T. Poston G Christiaan Bezuidenhout,,,
2334,5085988947,dr00pd0g (86/150),0,208.75,G Tommy Fleetwood G Si Woo Kim G Akshay Bhatia G Maverick McNealy G Alex Noren G J.T. Poston,,,
2334,5086153649,Ponta01 (14/20),0,208.75,G Tommy Fleetwood G Si Woo Kim G Ludvig Aberg G Patrick Cantlay G Bud Cauley G Mac Meissner,,,
2334,5086166537,aia22 (3/10),0,208.75,G Russell Henley G Akshay Bhatia G Jacob Bridgeman G Min Woo Lee G Jake Knapp G Nicolai Hojgaard,,,
2334,5086230839,TheCommish (70/150),0,208.75,G Scottie Scheffler G Sepp Straka G Jordan Spieth G J.J. Spaun G Seamus Power G Alex Smalley,,,
2334,5086261654,rleejr1971 (3/4),0,208.75,G Si Woo Kim G Shane Lowry G Min Woo Lee G Ben Griffin G Maverick McNealy G Adam Scott,,,
2334,5086376220,Hammers36,0,208.75,G Ludvig Aberg G Viktor Hovland G Akshay Bhatia G Jake Knapp G Harris English G Daniel Berger,,,
2334,5086437067,Robburke4 (3/4),0,208.75,G Chris Gotterup G Robert MacIntyre G Jake Knapp G Brooks Koepka G Ben Griffin G Sepp Straka,,,
2334,5086637675,bonez319 (6/10),0,208.75,G Tommy Fleetwood G Si Woo Kim G Xander Schauffele G Patrick Rodgers G Keith Mitchell G Hao-Tong Li,,,
2334,5086642529,Boland2424 (2/2),0,208.75,G Si Woo Kim G Hideki Matsuyama G Jacob Bridgeman G Sepp Straka G Adam Scott G Pierceson Coody,,,
2334,5086696502,JASir752 (3/10),0,208.75,G Si Woo Kim G Hideki Matsuyama G Jacob Bridgeman G Sepp Straka G Harris English G Pierceson Coody,,,
2334,5086702451,stufox90 (4/5),0,208.74998,G Ludvig Aberg G Viktor Hovland G Russell Henley G Akshay Bhatia G Jake Knapp G Zecheng Dou,,,
2346,5086642465,hp3racing72,0,208.70001,G Xander Schauffele G Ludvig Aberg G Viktor Hovland G Min Woo Lee G Christiaan Bezuidenhout G Andrew Novak,,,
2346,5086739498,thebodyspill (55/100),0,208.70001,G Viktor Hovland G Russell Henley G Min Woo Lee G Patrick Cantlay G Kurt Kitayama G J.J. Spaun,,,
2346,5086819288,kevinroach (121/150),0,208.70001,G Chris Gotterup G Ludvig Aberg G Robert MacIntyre G Min Woo Lee G Alex Noren G Max McGreevy,,,
2346,5086845478,xDARSHx,0,208.70001,G Ludvig Aberg G Jacob Bridgeman G Min Woo Lee G Jake Knapp G Rickie Fowler G Ryo Hisatsune,,,
2346,5085721057,Echapmanjr1 (2/2),0,208.7,G Scottie Scheffler G Sahith Theegala G Corey Conners G J.J. Spaun G Aaron Rai G Christiaan Bezuidenhout,,,
2346,5086334866,Nadroj311 (113/150),0,208.7,G Chris Gotterup G Ludvig Aberg G Min Woo Lee G Jake Knapp G Maverick McNealy G Davis Thompson,,,
2346,5086345536,UniversalFriend (5/42),0,208.7,G Tommy Fleetwood G Si Woo Kim G Brooks Koepka G Rickie Fowler G J.J. Spaun G Alex Noren,,,
2346,5086684862,LineDance (1/5),0,208.7,G Xander Schauffele G Viktor Hovland G Russell Henley G Min Woo Lee G Aaron Rai G Keegan Bradley,,,
2346,5086836830,lonerangerjackers (7/7),0,208.7,G Hideki Matsuyama G Russell Henley G Cameron Young G Patrick Cantlay G Ryan Gerard G Pierceson Coody,,,
2346,5085652731,Spicegren (1/2),0,208.69998,G Scottie Scheffler G Akshay Bhatia G Min Woo Lee G Patrick Rodgers G Taylor Moore G Mark Hubbard,,,
2356,5086829589,chased97 (138/150),0,208.65,G Tommy Fleetwood G Ludvig Aberg G Patrick Cantlay G Justin Thomas G Ryan Gerard G Thorbjorn Olesen,,,
2356,5086840697,dcally44,0,208.65,G Si Woo Kim G Hideki Matsuyama G Matt Fitzpatrick G Ryan Gerard G Michael Thorbjornsen G Max Homa,,,
2358,5086704411,Dudeoflife (2/80),0,208.6,G Collin Morikawa G Russell Henley G Cameron Young G Maverick McNealy G Harris English G Ricky Castillo,,,
2358,5086704455,Dudeoflife (46/80),0,208.59999,G Si Woo Kim G Viktor Hovland G Akshay Bhatia G Harris English G Nicolai Hojgaard G Max Greyserman,,,
2360,5086819277,kevinroach (110/150),0,208.55002,G Hideki Matsuyama G Jacob Bridgeman G Jake Knapp G Sam Burns G Sepp Straka G Rickie Fowler,,,
2361,5086829586,chased97 (135/150),0,208.50002,G Tommy Fleetwood G Viktor Hovland G Cameron Young G Wyndham Clark G Aaron Rai G Nicolas Echavarria,,,
